epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
37,6.1910747138,0.4758190997,4.6122271743,1.4836837773,0.1850977555,5.9335868390,0.4551738605,4.6081674068,1.2343846095,0.1313062322,0.000290372922495,292,304,True,0
38,6.2589854682,0.4972198013,4.6138482126,1.5456934647,0.2269486156,5.9532753090,0.4565962267,4.6089458156,1.2530105439,0.1430173366,0.00028785949094,294,302,False,1
39,6.1190580906,0.4400853356,4.6082618893,1.4227791953,0.1675646462,6.1818387230,0.5406393676,4.6155188734,1.4581917927,0.2658811129,0.000285068429924,303,293,False,2
40,6.1300466621,0.4355173771,4.6099023819,1.4330407877,0.1622405901,6.0253739790,0.4474982019,4.6103751628,1.3254990903,0.1720716686,0.000282005360274,305,291,False,3
41,6.1089794588,0.4396306576,4.6079530556,1.4131001858,0.1532093959,5.9432389272,0.4062227092,4.6089918954,1.2530023479,0.1347123727,0.000278676450605,280,316,False,4
42,6.0769713293,0.4278997055,4.6077932735,1.3835981580,0.1370236886,6.1534728508,0.5789491635,4.6137263187,1.4239566698,0.2334869489,0.000275088404897,288,308,False,5
43,6.0615326734,0.4358238838,4.6067111604,1.3676567814,0.1305957335,5.9666205010,0.3418826070,4.6093068247,1.2889369587,0.1516006115,0.000271248448997,287,309,False,6
44,6.0696345816,0.4384270990,4.6064051814,1.3755439312,0.1340685383,5.9503958442,0.3846554597,4.6089822038,1.2644826932,0.1560811042,0.000267164316065,283,313,False,7
45,6.0022727979,0.4281206489,4.6042729864,1.3123756647,0.1206967334,5.9001416788,0.3373155404,4.6062999762,1.2263786514,0.1185263376,0.000262844231001,317,279,True,0
46,6.0596962871,0.4348045075,4.6083106899,1.3644247407,0.1119532328,5.9918508839,0.3943068699,4.6101490182,1.3028406276,0.1724683665,0.000258296893882,273,323,False,1
47,5.9759480457,0.4234598583,4.6039862857,1.2872697875,0.0959667237,5.9927248893,0.3993877180,4.6099393399,1.3029081790,0.1687985649,0.00025353146244,297,299,False,2
48,5.9306748697,0.4216202353,4.6024578754,1.2438929265,0.0820251299,6.0190185634,0.4030344835,4.6106285058,1.3277832641,0.1950492081,0.000248557533618,310,286,False,3
49,5.9650283500,0.4180732531,4.6049874805,1.2764262353,0.0925649587,5.9848861880,0.3778230745,4.6091890273,1.3001323675,0.1612484264,0.000243385124249,291,305,False,4
50,6.0053323611,0.4220932222,4.6042390286,1.3166746237,0.1155584930,5.9576885483,0.3296180048,4.6080533127,1.2837114690,0.1655166673,0.000238024650876,301,295,False,5
51,5.9246084482,0.4158664026,4.6016369762,1.2397981602,0.0869732886,5.9999963153,0.3940377235,4.6102198997,1.3109689177,0.1783440316,0.000232486908778,298,298,False,6
52,6.0038484279,0.4452437358,4.6055015398,1.3092981169,0.1097519508,5.9454349790,0.3429273738,4.6070703345,1.2697792069,0.1545984023,0.000226783050232,321,275,False,7
53,5.9457771378,0.4179308845,4.6034760507,1.2587148407,0.0727086853,5.8965665768,0.3372764286,4.6070453904,1.2220658110,0.1103402722,0.00022092456205,300,296,True,0
54,5.9476111975,0.4167614999,4.6027573643,1.2615014899,0.0873046086,5.9019982908,0.3065166195,4.6068290921,1.2338660336,0.1140097171,0.000214923242447,296,300,False,1
55,5.9599855058,0.4260359628,4.6024796915,1.2722985928,0.0866743367,5.9315072716,0.3410455302,4.6070400151,1.2562581208,0.1368388750,0.000208791177283,299,297,False,2
56,5.9274358077,0.4147481742,4.6010268935,1.2434593455,0.0926129779,5.8975333858,0.3520893652,4.6072382679,1.2198773282,0.1163662302,0.000202540715719,297,299,False,3
57,5.9560987933,0.4128306564,4.6014535955,1.2720791109,0.0935925836,6.2485622245,0.5539566379,4.6178098406,1.5199610893,0.2470751809,0.000196184445355,289,307,False,4
58,6.2414874390,0.4955401025,4.6092973940,1.5330819796,0.2007100020,5.9430969102,0.3703783770,4.6093898005,1.2596315440,0.1448241156,0.000189735166872,297,299,False,5
59,6.0312429723,0.4326524138,4.6059053728,1.3388070460,0.1362987270,5.9397662584,0.3608090835,4.6072058554,1.2603985241,0.1464225957,0.00018320586826,283,313,False,6
60,6.0512741844,0.4384439270,4.6066821854,1.3569032018,0.1350025947,5.9573881038,0.3407780462,4.6093483405,1.2798842006,0.1520216971,0.000176609698657,292,304,False,7
61,5.9196359647,0.4280407141,4.6024442487,1.2315835785,0.0842817472,5.9438882246,0.3440122717,4.6082411617,1.2668446426,0.1392681936,0.00016995994187,290,306,False,8
62,5.9437951946,0.4169782724,4.6027927527,1.2576068392,0.0878370471,5.8896964370,0.2999476082,4.6052779904,1.2244286382,0.0943648850,0.000163269989625,306,290,True,0
63,5.8668111571,0.3931612712,4.5999255532,1.1882534075,0.0531419533,5.9142512470,0.3385457054,4.6063304814,1.2402116463,0.1138804864,0.000156553314595,297,299,False,1
64,5.9938675349,0.4223832704,4.6037134324,1.3056774395,0.1224664073,6.0090170030,0.4409331977,4.6086951726,1.3121351871,0.1740177365,0.000149823443269,295,301,False,2
65,5.8757570382,0.3949972981,4.6008770290,1.1958806491,0.0654731862,5.9311338648,0.3386599561,4.6052446923,1.2581572269,0.1256336902,0.000143093928714,308,288,False,3
66,5.8675914163,0.3947190315,4.5996252322,1.1890224402,0.0579407523,5.9166497070,0.3229420499,4.6054051944,1.2466563869,0.1224401171,0.000136378323276,300,296,False,4
67,5.9055709199,0.4102603264,4.6029096002,1.2206093513,0.0636282247,5.9217748394,0.3451690198,4.6063570295,1.2463839565,0.1249282013,0.00012969015129,304,292,False,5
68,5.8804884373,0.4138986692,4.6013584201,1.1963503153,0.0688448974,5.9129744257,0.3296485087,4.6053343129,1.2417103083,0.1147286420,0.000123042881845,297,299,False,6
69,5.9130233022,0.4022290335,4.6021538229,1.2304236673,0.0682843783,5.9164032441,0.3031825926,4.6040317734,1.2517352104,0.1130266263,0.000116449901657,308,288,False,7
70,5.8054267160,0.3881318837,4.5968314593,1.1309689563,0.0337521011,5.8995633001,0.3130474660,4.6049645288,1.2319893202,0.1161850206,0.00010992448811,281,315,False,8
71,5.9520522188,0.4145253627,4.6024082331,1.2667390948,0.1114442472,5.9261880293,0.3388020083,4.6064288152,1.2519987853,0.1434123797,0.000103479782519,293,303,False,9
72,5.8546963250,0.4013492953,4.5995528778,1.1748733729,0.0598856736,5.9116284940,0.3298211218,4.6060556498,1.2396088962,0.1249615934,9.71287636631e-05,313,283,False,10
