epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,0.9834079014,0.9810354842,4.6519446550,3.1488032139,1.2669084842,1.1664375623,1.0052887502,4.6536008835,3.8615192323,1.7565985929,1.27910408698e-05,202,47,40,42,47,176,True,0
1,0.9634146123,0.9768755698,4.6512452887,3.0721580301,1.1955254545,1.0851149514,0.9844965855,4.6550973756,3.5528625579,1.3961809522,1.51554725672e-05,189,36,51,54,48,189,True,0
2,0.9795434494,0.9819396422,4.6517904953,3.1326220969,1.1908068386,0.9667954661,0.9887773911,4.6524028097,3.0761599700,1.0047862649,1.90673178408e-05,188,56,38,42,54,190,True,0
3,0.9334286669,0.9880631058,4.6502506165,2.9432641526,1.0935677227,0.9845684040,0.9841614519,4.6528101013,3.1509444101,1.0239580113,2.44835985032e-05,193,38,44,46,57,185,False,1
4,0.9230390582,0.9532573182,4.6496390994,2.9295502453,1.0897932910,0.9936302844,0.9663301014,4.6528870174,3.2014570713,1.0244335519,3.13448076188e-05,196,46,59,41,36,182,False,2
5,0.8886605858,0.9307088798,4.6480535174,2.8100752364,0.9972073723,0.9769136860,0.9667224237,4.6518249966,3.1342768147,1.0321480700,3.95755632872e-05,202,51,45,40,40,176,False,3
6,0.9015268579,0.9166713795,4.6486173559,2.8727703107,1.0302874039,0.9313711552,0.8931583859,4.6510699272,3.0109579381,0.9671044926,4.908543684e-05,195,39,46,54,44,183,True,0
7,0.8621858188,0.8663659042,4.6470097007,2.7556505695,1.0008607485,0.9707219141,0.9116253683,4.6537764004,3.1535873708,0.8991120765,5.97699463517e-05,196,55,49,42,36,182,False,1
8,0.8391905698,0.8394544197,4.6447554720,2.6851987019,0.9427351672,0.8767352292,0.8828388032,4.6478215263,2.8006698813,0.8267340972,7.15117045486e-05,198,46,46,40,48,180,True,0
9,0.7923718016,0.8097329629,4.6421002736,2.5217008780,0.8785683320,0.9519469062,0.9569485210,4.6523091452,3.0422287896,0.9102683573,8.41817085055e-05,199,56,45,38,40,179,False,1
10,0.7725141194,0.7764816782,4.6412249848,2.4688711595,0.7827831221,0.8448384643,0.9317548990,4.6468455360,2.6339498906,0.6818342056,9.76407569592e-05,170,56,55,54,43,208,True,0
11,0.8046913570,0.7821115842,4.6428905038,2.5930761610,0.8660882989,0.8937050323,0.8915231557,4.6478106726,2.8616015911,0.9975546649,0.000111740979668,185,47,49,48,49,193,False,1
12,0.7592543026,0.7437431683,4.6407223934,2.4420226238,0.7741324734,0.8154718484,0.7913082588,4.6444594792,2.6288407984,0.8050585868,0.000126327462015,180,53,56,45,44,198,True,0
13,0.7015711763,0.7318170891,4.6375582811,2.2208310694,0.6507524856,0.9032779989,0.9187944310,4.6488669350,2.8780764625,0.9363469226,0.000141239947004,196,47,43,50,42,182,False,1
14,0.6661678877,0.6783036892,4.6350161916,2.1220285432,0.5705882405,0.7493147265,0.7563920617,4.6412823586,2.3921452659,0.6250224738,0.000156314595954,196,44,42,51,45,182,True,0
15,0.6364158963,0.6591935309,4.6331847887,2.0183087650,0.5129857383,0.7313062628,0.7188732414,4.6399477868,2.3501264481,0.5907646452,0.00017138578854,198,44,46,45,45,180,True,0
16,0.5675628819,0.5483203786,4.6290678448,1.8315952379,0.4585123734,0.6212831906,0.6807289322,4.6340508325,1.9405496052,0.3308940503,0.000186287942409,177,46,35,62,58,201,True,0
17,0.6019915043,0.5713420744,4.6300286616,1.9508923223,0.4880717419,0.6990120916,0.7401106437,4.6387535004,2.2039598510,0.5055633708,0.000200857332385,198,51,38,43,48,180,False,1
18,0.5443222091,0.5128880881,4.6274648823,1.7669783944,0.3554424508,0.5875748424,0.6694264032,4.6308071863,1.8147582281,0.3011084501,0.000214933889261,194,41,45,44,54,184,True,0
19,0.5999963479,0.5520721141,4.6288415187,1.9583276832,0.4737187838,0.5662405735,0.6019175223,4.6305806841,1.7834282444,0.2594398809,0.000228362958428,181,44,59,53,41,197,True,0
20,0.5907561069,0.5600267699,4.6304838645,1.9150029780,0.4738189856,0.5445882865,0.6090206510,4.6268682253,1.6911366133,0.2100337604,0.000240996999018,195,53,49,42,39,183,True,0
21,0.6089716585,0.5470787927,4.6307933671,1.9982235785,0.4855684012,0.7057675935,0.8084941819,4.6390508606,2.1762750035,0.4670961967,0.000252697204885,193,44,48,52,41,185,False,1
22,0.5327587285,0.4833018978,4.6258900153,1.7443933153,0.3598786633,0.6129031374,0.6492776070,4.6335195587,1.9321905136,0.3285493582,0.000263335029626,183,49,48,45,53,195,False,2
23,0.5763479575,0.4842197290,4.6287492898,1.9180160654,0.4740243185,0.5474319923,0.5517078087,4.6285685630,1.7483616897,0.2364898824,0.000272793598879,185,56,42,53,42,193,False,3
24,0.5353207900,0.4645766679,4.6264318133,1.7696218062,0.3585048078,0.6423646904,0.7322840452,4.6350098519,1.9836315019,0.3914751486,0.000280968994381,203,40,40,49,46,175,False,4
25,0.5530450847,0.4859069020,4.6267854095,1.8234547629,0.4251795539,0.5085888851,0.5153490952,4.6243023464,1.6220762639,0.1705892872,0.000287771395688,192,49,46,48,43,186,True,0
26,0.5370989439,0.4393817166,4.6262612948,1.7968903256,0.4178044202,0.4670982747,0.4391160363,4.6213807015,1.5171002649,0.1307692876,0.000293126067003,190,47,36,52,53,188,True,0
27,0.5681919292,0.4590409925,4.6275258771,1.9055348704,0.4397702556,0.6764171430,0.7026274119,4.6353880882,2.1435666266,0.4993667399,0.000296974178272,184,60,51,45,38,194,False,1
28,0.5094573198,0.4349672014,4.6242437287,1.6898555585,0.3476516779,0.5826011187,0.6299407215,4.6306339809,1.8264518908,0.3023345862,0.000299273451532,195,45,43,47,48,183,False,2
29,0.5864715743,0.4739842844,4.6277914350,1.9666988837,0.5158436096,0.4868521764,0.5074461863,4.6221429053,1.5414517369,0.1435280367,0.000299999737735,175,51,60,54,38,203,False,3
30,0.4885663400,0.3760064402,4.6235820831,1.6534602642,0.3480437716,0.5969583716,0.7542517180,4.6287178221,1.7844320888,0.3407020535,0.000299836114086,179,47,45,58,49,199,False,4
31,0.5777705212,0.5334514488,4.6293230082,1.8843208583,0.4680842589,0.5239266935,0.5897578574,4.6251447723,1.6239004703,0.1769609486,0.000299370741653,172,52,43,59,52,206,False,5
32,0.5558115471,0.4558152780,4.6274251585,1.8585939906,0.4331903103,0.5323303904,0.5623872326,4.6266858918,1.6794117485,0.2252126982,0.000298604557633,177,52,47,60,42,201,False,6
33,0.4945290141,0.3791385187,4.6242954390,1.6748052205,0.3393073483,0.5092845312,0.5468234085,4.6238359315,1.5996793781,0.1975515217,0.000297539105019,190,56,44,43,45,188,False,7
34,0.5376416347,0.4375288408,4.6253784371,1.8005434306,0.3877411705,0.5978461992,0.6164418692,4.6314325560,1.8982312906,0.3480844185,0.000296176529491,212,40,35,39,52,166,False,8
35,0.5138057291,0.3845679355,4.6250035145,1.7475685209,0.4031062091,0.4357704571,0.3683735513,4.6189982505,1.4483829998,0.0955468265,0.000294519575094,167,49,53,57,52,211,True,0
36,0.5137412699,0.3859026886,4.6244750225,1.7462429477,0.3897117268,0.4861489092,0.5017569445,4.6240691957,1.5431900865,0.1112911532,0.000292571578714,201,31,47,47,52,177,False,1
37,0.5429266773,0.4239520342,4.6258743730,1.8325451190,0.4171803515,0.4356515467,0.3950745214,4.6182028271,1.4265465668,0.0975579276,0.000290336463357,182,39,63,53,41,196,True,0
38,0.4805258809,0.3716089795,4.6229859483,1.6248162897,0.2924423677,0.4329379706,0.4241749974,4.6179784003,1.3924118678,0.0745016986,0.000287818730248,174,45,49,53,57,204,True,0
39,0.5115121685,0.3664490675,4.6241210504,1.7528893456,0.3962450267,0.4384628480,0.4484800753,4.6183622224,1.3950673262,0.1035259672,0.000285023449765,191,50,48,48,41,187,False,1
40,0.5093143626,0.3983362998,4.6232738343,1.7185884064,0.3394444711,0.4020394612,0.3405495314,4.6158167521,1.3357182287,0.0638742333,0.000281956251232,190,38,47,52,51,188,True,0
41,0.4592115619,0.3141681333,4.6204623116,1.5855117141,0.2839242905,0.4015597673,0.3683966489,4.6147868156,1.3115217436,0.0535649058,0.000278623311578,191,52,34,51,50,187,True,0
