epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
23,2.2111678636,1.0457920204,4.6286016375,1.9608762360,0.4113325185,1.9131786514,1.0973121361,4.6243438906,1.6600496134,0.3366669634,0.000272684929211,596,0,False,1
24,2.0970503084,1.0575521472,4.6261905056,1.8513301699,0.3420974170,2.1773481090,0.9019250800,4.6330961376,1.9416975077,0.5526561819,0.000280872820727,596,0,False,2
25,2.1890656460,0.9964287881,4.6280978830,1.9476838616,0.4209606572,2.1596479385,0.8612476193,4.6302617680,1.9307682638,0.5663003190,0.000287690178294,596,0,False,3
26,2.1977962936,1.0001950660,4.6278504781,1.9546307717,0.4312648479,1.9392022452,0.9685082668,4.6230889358,1.7059938768,0.3950675240,0.000293062178424,596,0,False,4
27,2.0074699485,0.9971392387,4.6227274485,1.7766484590,0.3139366809,1.8700249629,1.0240349955,4.6234373303,1.6296768421,0.3554108657,0.00029692986106,596,0,False,5
28,1.9420069512,1.0324432810,4.6222934531,1.7090098826,0.2650840233,1.7738709047,0.8457674423,4.6239813767,1.5693592499,0.3535815533,0.00029925077669,596,0,True,0
29,1.9959653896,0.9148518399,4.6222888639,1.7796181264,0.3337689972,1.8079087517,1.0046332177,4.6206452382,1.5804211397,0.2656097925,0.000299999895385,596,0,False,1
30,2.0511424813,0.9546919197,4.6217897946,1.8241257572,0.3607832113,1.8824621764,0.8875416068,4.6246252122,1.6660863951,0.3886742445,0.000299840907969,596,0,False,2
31,1.9403059435,0.9126122266,4.6197827166,1.7267688905,0.3101458365,2.6015468604,0.9800036372,4.6391889956,2.3496987866,0.5584717165,0.000299380162113,596,0,False,3
32,1.8934830739,0.8409327197,4.6175894705,1.6960131122,0.2928343959,1.6313154171,0.7992650379,4.6172358463,1.4450137135,0.2644875576,0.0002986185857,596,0,True,0
33,1.9172608804,0.8473214823,4.6200181078,1.7162352744,0.3156134592,2.3769800725,0.9662319282,4.6318025341,2.1224356255,0.6129806731,0.000297557712442,596,0,False,1
34,1.8463568983,0.6553423769,4.6191797224,1.6863520713,0.2893635660,1.7822183696,0.4658632263,4.6227443001,1.6499761637,0.3906958454,0.000296199678797,596,0,False,2
35,1.9688503814,0.6721946641,4.6226079160,1.8005324346,0.3387903422,1.9530609676,1.0147339198,4.6253717782,1.7087172487,0.4139695486,0.000294547219663,596,0,False,3
36,1.8247327709,0.7967415240,4.6155228263,1.6401461219,0.2523835334,1.5724080476,0.6374628691,4.6144357099,1.4252408371,0.1967466885,0.000292603662875,596,0,True,0
37,1.7260951868,0.6927881301,4.6139304366,1.5651685672,0.2236901597,1.6631304877,0.6261001260,4.6184210715,1.5066387669,0.3127170358,0.000290372922495,596,0,False,1
38,1.7699596738,0.6961888443,4.6160488449,1.6068894103,0.2383251734,1.4268307872,0.7152870491,4.6088083874,1.2681511238,0.1562225989,0.00028785949094,596,0,True,0
39,1.6190302580,0.5824838121,4.6098923587,1.4845308985,0.1800261761,1.4210164439,0.4204344680,4.6110485374,1.3203087782,0.1662079534,0.000285068429924,596,0,True,0
40,1.5368835494,0.5092036540,4.6104306247,1.4219655727,0.1307724876,1.4223936781,0.4337422886,4.6101342548,1.3195872973,0.1605787343,0.000282005360274,596,0,False,1
41,1.5923627975,0.4967615404,4.6097217342,1.4748777047,0.1813275380,1.5985273943,0.5408974553,4.6173807243,1.4652995258,0.2504842828,0.000278676450605,596,0,False,2
42,1.5662372688,0.5275386848,4.6097200157,1.4453139193,0.1541559078,1.4013419771,0.4159464944,4.6082124029,1.3031800428,0.1497262673,0.000275088404897,596,0,True,0
43,1.4595148707,0.4848045255,4.6065044499,1.3507683885,0.1178558944,1.3434974048,0.3750889549,4.6079539262,1.2552357448,0.1324390987,0.000271248448997,596,0,True,0
44,1.5521285982,0.4782087775,4.6082687474,1.4390567357,0.1743010401,1.3765832279,0.3526066786,4.6097598819,1.2910797054,0.1498219844,0.000267164316065,596,0,False,1
45,1.5243087631,0.5161952458,4.6077905565,1.4072490859,0.1382059982,1.3576595210,0.3115052256,4.6098084078,1.2797933260,0.1556516374,0.000262844231001,596,0,False,2
46,1.5413641282,0.4988929759,4.6111670436,1.4279187894,0.1366672887,1.5656496550,0.3585861472,4.6170340885,1.4651586715,0.2877373090,0.000258296893882,596,0,False,3
47,1.4152233105,0.4623756129,4.6047886522,1.3125590006,0.1018915687,1.3576596867,0.2939947758,4.6070283791,1.2841853770,0.1467532140,0.00025353146244,596,0,False,4
48,1.3480638738,0.4516718000,4.6027800349,1.2507434083,0.0698610109,1.2927191629,0.2957347763,4.6046632110,1.2246947118,0.0887753106,0.000248557533618,596,0,True,0
49,1.3795309771,0.4365125421,4.6055454824,1.2841690019,0.0805946083,1.2899951114,0.2775237407,4.6061266862,1.2235145244,0.1097584659,0.000243385124249,596,0,True,0
50,1.3554872002,0.4265976760,4.6041973357,1.2628693917,0.0729829951,1.3216877649,0.2879018648,4.6090267664,1.2504011501,0.1370625901,0.000238024650876,596,0,False,1
51,1.3034912756,0.4212710321,4.6011079270,1.2131226287,0.0611443703,1.3006102389,0.2659515274,4.6058207983,1.2363915320,0.1102844766,0.000232486908778,596,0,False,2
52,1.3915588152,0.4177045368,4.6057253908,1.2981859734,0.0983194219,1.3144137565,0.2719814224,4.6076932697,1.2476012072,0.1241622473,0.000226783050232,596,0,False,3
53,1.3297647262,0.4246469434,4.6035638656,1.2379535517,0.0688179539,1.3132707159,0.2665109021,4.6082411617,1.2464068478,0.1356170565,0.00022092456205,596,0,False,4
54,1.3350986170,0.4274224179,4.6019715559,1.2407630554,0.0885106978,1.2631443615,0.2892544204,4.6052151717,1.1958241354,0.0946932952,0.000214923242447,596,0,True,0
55,1.3337600631,0.4046880799,4.6019969723,1.2462370780,0.0658539840,1.2699926674,0.2667970474,4.6057845958,1.2069562991,0.0967695302,0.000208791177283,596,0,False,1
56,1.2665973646,0.4080892441,4.5997793594,1.1793633147,0.0561622083,1.2989327892,0.2872191544,4.6059754731,1.2307103841,0.1077858639,0.000202540715719,596,0,False,2
57,1.3047615186,0.4024602694,4.5999775925,1.2176924440,0.0657700329,1.3718612689,0.3191547947,4.6085221117,1.2921712553,0.1585903619,0.000196184445355,596,0,False,3
58,1.3047840027,0.4167349925,4.6000352226,1.2152487000,0.0618829784,1.2823112955,0.2757923506,4.6055700315,1.2161395418,0.1101322038,0.000189735166872,596,0,False,4
59,1.2640833919,0.4079907461,4.5991643291,1.1763083743,0.0617685153,1.2895873615,0.2907918041,4.6043788860,1.2215759677,0.0985299837,0.00018320586826,596,0,False,5
60,1.3408142056,0.4093674365,4.6032125230,1.2521696491,0.0677107238,1.3024657500,0.2815708884,4.6075395857,1.2342397826,0.1191177130,0.000176609698657,596,0,False,6
61,1.2391503017,0.4055957982,4.5992638697,1.1523002474,0.0573089044,1.2898725209,0.2752529940,4.6050920486,1.2253511494,0.0947075359,0.00016995994187,596,0,False,7
62,1.2835356213,0.4019267539,4.6006930658,1.1973385595,0.0581174189,1.3554045086,0.3175566510,4.6092543664,1.2790469473,0.1284627965,0.000163269989625,596,0,False,8
63,1.1900770352,0.3850342939,4.5966111638,1.1104032289,0.0266694273,1.3250992507,0.2835322419,4.6054187812,1.2579197334,0.1047305236,0.000156553314595,596,0,False,9
64,1.2592751612,0.3873057498,4.5986062536,1.1762720362,0.0554197153,1.3206819203,0.2728801583,4.6057683833,1.2560660367,0.1003981149,0.000149823443269,596,0,False,10
