epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,3.5681304084,1.0278634881,4.6519983407,3.2550555652,1.0750204525,3.0682147107,0.9670400000,4.6474251314,2.7944619656,0.8034479610,1.27902315635e-05,596,0,True,0
1,3.4527329999,1.0370671517,4.6510949135,3.1424408279,1.0287879237,3.1297118757,1.0200024549,4.6492260896,2.8301058187,0.9560558084,1.5152253116e-05,596,0,False,1
2,3.3875244112,1.0265514971,4.6512641971,3.0832464967,0.9896757107,3.2497314137,1.0005051981,4.6495516022,2.9469119450,1.0271843858,1.90601404356e-05,596,0,False,2
3,3.3012359606,1.0418496916,4.6495355568,2.9975154736,0.9535048176,3.4662458773,0.9893545888,4.6517344822,3.1523770202,1.1599799116,2.44710027459e-05,596,0,False,3
4,3.2613871658,1.0529807198,4.6491642606,2.9642455306,0.8654537289,3.4818348327,0.9833405405,4.6525347945,3.1680976663,1.1706891571,3.13254534608e-05,596,0,False,4
5,3.2008754295,1.0587854113,4.6486752209,2.9035477606,0.8557063609,3.1412278058,1.0184855330,4.6482500658,2.8381101590,0.9942058820,3.95482619791e-05,596,0,False,5
6,3.1853414910,1.0582325315,4.6481887798,2.8856804803,0.8801458178,3.2590230285,1.0049091717,4.6497272950,2.9505702923,1.0747088968,4.90491793723e-05,596,0,False,6
7,3.1626662408,1.0734622102,4.6481609440,2.8586838197,0.8928998245,3.3387241147,1.0093535262,4.6499324650,3.0204057693,1.1644767476,5.97239289073e-05,596,0,False,7
8,3.0092477142,1.1005854823,4.6455679708,2.7116001820,0.7753042991,2.7274465035,1.0561272277,4.6434936585,2.4463251349,0.6989585989,7.14553505281e-05,596,0,True,0
9,2.8989289335,1.1180548700,4.6444278915,2.6060346517,0.6928328884,2.7073303848,1.0896068811,4.6420356144,2.4132717801,0.7613714887,8.41146867396e-05,596,0,True,0
10,2.7084277972,1.1497072029,4.6413257138,2.4189728266,0.5951357028,2.5762266679,1.0851991672,4.6393102113,2.2873450038,0.7184173287,9.75629957774e-05,596,0,True,0
11,2.5555891783,1.2055588801,4.6383405180,2.2620068909,0.5247050232,2.3867274167,1.1201073876,4.6354915569,2.1043217492,0.5838410034,0.000111652676554,596,0,True,0
12,2.5006375537,1.1919159145,4.6372582384,2.2132795545,0.4897482315,2.4197555239,1.0477548187,4.6386262968,2.1567772023,0.5342735106,0.000126229088647,596,0,False,1
13,2.5379933991,1.1560234639,4.6378331952,2.2535924271,0.5319627911,2.2539860738,1.1240644579,4.6334577969,1.9763467436,0.5282648051,0.000141132249543,596,0,True,0
14,2.5401907799,1.1392487432,4.6377342787,2.2604520049,0.5188901192,2.4493881681,1.0102621611,4.6388101825,2.1937940647,0.5354169739,0.000156198590517,596,0,False,1
15,2.6609501887,1.1129381961,4.6395559727,2.3770247818,0.6133779269,2.4070158469,0.9993257136,4.6369107420,2.1442116855,0.6293898511,0.000171262751874,596,0,False,2
16,2.4820764417,1.1377585782,4.6365547052,2.2035849558,0.5093978469,2.2884348770,1.0843690433,4.6338989704,2.0183858438,0.5317519168,0.000186159397838,596,0,False,3
17,2.2783249081,1.1280588608,4.6325218886,2.0129456496,0.3976746496,2.1917611159,1.0064588568,4.6323437257,1.9436103322,0.4685889792,0.00020072503119,596,0,True,0
18,2.3377985498,1.0560542257,4.6327043284,2.0803646825,0.4622308044,2.6279697171,0.8850733831,4.6413357908,2.3694585299,0.8149643161,0.000214799787717,596,0,False,1
19,2.3102527113,1.0359392862,4.6325718540,2.0578041637,0.4526069028,2.0362703986,1.0804781124,4.6262343642,1.7782329878,0.4194179030,0.000228229190798,596,0,True,0
20,2.0240941544,1.0401446739,4.6256986720,1.7864939158,0.2957126882,1.8876986287,1.0796277244,4.6236750925,1.6381560533,0.3361703982,0.000240865846846,596,0,True,0
21,1.9882483282,1.0099857246,4.6249246309,1.7573980077,0.2885317014,2.1541823660,0.9917810815,4.6295960352,1.9021691409,0.5365688408,0.000252571063021,596,0,False,1
22,2.1473760941,1.0606536857,4.6282432735,1.8951924887,0.4005290205,1.8533437469,1.0945490986,4.6231407252,1.5999716273,0.3446234812,0.000263216369444,596,0,True,0
