epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
34,1.9946398937,0.6250942734,4.6267608461,1.8696209766,0.4422363235,1.8044421275,0.7325891631,4.6262984594,1.6579242979,0.1984278862,0.000296176529491,189,189,False,1
35,1.8682816123,0.6132310783,4.6254747961,1.7456353783,0.3894054782,1.6664793230,0.6209121647,4.6217575936,1.5422968740,0.1709012356,0.000294519575094,192,186,False,2
36,1.9786867055,0.6818771511,4.6265798473,1.8423112543,0.4411477484,2.2337153957,0.8559430520,4.6357581002,2.0625268073,0.4373541418,0.000292571578714,196,182,False,3
37,1.9531275217,0.6079159284,4.6256910581,1.8315443311,0.3834921409,1.6087735687,0.6127847178,4.6214802833,1.4862166280,0.1319521003,0.000290336463357,187,191,False,4
38,1.8368433556,0.6689366235,4.6257698523,1.7030560169,0.3628725404,1.6022999752,0.6691374489,4.6203729584,1.4684724683,0.1070532437,0.000287818730248,189,189,True,0
39,1.8793045648,0.5648123281,4.6239328233,1.7663421177,0.4073187498,1.7546751272,0.7380472620,4.6243881362,1.6070656663,0.1659270430,0.000285023449765,170,208,False,1
40,1.8893577397,0.5919254343,4.6249958699,1.7709726089,0.3796969343,1.8585049368,0.6736819279,4.6274189404,1.7237685408,0.2660861074,0.000281956251232,186,192,False,2
41,1.7606498060,0.5698855273,4.6226797331,1.6466727377,0.3209021485,1.8978727204,0.6717096073,4.6289138521,1.7635307948,0.2526328452,0.000278623311578,198,180,False,3
42,1.8016170768,0.5577573243,4.6235985655,1.6900656021,0.3388637931,2.3961087545,0.8087352236,4.6386672020,2.2343617189,0.5096027221,0.000275031342901,184,194,False,4
43,1.9295558191,0.5831710334,4.6265931306,1.8129216092,0.4208222637,1.5301628317,0.6445106285,4.6173156375,1.4012607018,0.0759890776,0.000271187578947,181,197,True,0
44,1.8416987021,0.5570217712,4.6249419747,1.7302943279,0.3347659901,1.6728658165,0.6672620478,4.6230781646,1.5394134022,0.1642156633,0.000267099760545,180,198,False,1
45,1.7526928369,0.5054070672,4.6221711850,1.6516114644,0.3095205082,1.4818109342,0.5447707273,4.6175461179,1.3728568020,0.0621850612,0.000262776120018,186,192,True,0
46,1.6831453957,0.5098793396,4.6211839227,1.5811695024,0.2552319907,1.4449886174,0.5019246618,4.6170177868,1.3446036850,0.0577283598,0.000258225364602,173,205,True,0
47,1.7046820928,0.5359928580,4.6215293798,1.5974835126,0.2879726243,1.7053707713,0.6236254862,4.6246535982,1.5806456838,0.1811269607,0.000253456658913,188,190,False,1
48,1.8526237326,0.5629164140,4.6235519717,1.7400404057,0.3352147424,1.5718416157,0.6796488966,4.6184020996,1.4359118291,0.1082085209,0.000248479606489,188,190,False,2
49,1.7619135014,0.5453165716,4.6218066417,1.6528501769,0.2907861746,1.8799311729,0.6259880509,4.6266148658,1.7547335579,0.2372425456,0.000243304230452,170,208,False,3
50,1.7189948489,0.4773551413,4.6219439103,1.6235238143,0.2944710582,1.5463042441,0.5817472747,4.6199452355,1.4299547933,0.1079146269,0.000237940953321,202,176,False,4
51,1.8657533012,0.5805921867,4.6247437492,1.7496349225,0.3558375894,1.9615734123,0.7596397048,4.6293727602,1.8096454757,0.3451797051,0.000232400576021,192,186,False,5
52,1.8161638565,0.5489335970,4.6241228089,1.7063771751,0.3567380013,1.7037196443,0.5965752142,4.6245964913,1.5844045877,0.1792370945,0.000226694256136,202,176,False,6
53,1.8083491679,0.5502192413,4.6222882473,1.6983053167,0.3423714611,1.4826235317,0.6060200896,4.6172644206,1.3614195211,0.0793554666,0.000220833485433,182,196,False,7
54,1.6565709070,0.4778688709,4.6197448054,1.5609971853,0.2663325950,1.4827746721,0.6241704697,4.6166012673,1.3579405580,0.0667976512,0.000214830066727,190,188,False,8
55,1.6628485306,0.5213922524,4.6200041115,1.5585700753,0.2599102306,1.5165805521,0.5755684166,4.6179286457,1.4014668601,0.0868825922,0.000208696090101,199,179,False,9
56,1.7168928126,0.5261596206,4.6214234059,1.6116608753,0.2936236978,1.5231031145,0.5090250623,4.6183175723,1.4212980849,0.0945211887,0.00020244390857,210,168,False,10
