model,protocol,status,eval_val_model_mae,eval_val_chrom_mae,eval_test_model_mae,eval_test_chrom_mae,params,epochs_run,reach_samples,best_val_hr_mae
branch3_MMiUNet,old,ok,1.565547995497145,1.9867534268813078,,,42345,109,96,1.7083380123224285
branch3_MMiUNet,prism,ok,0.803563615585103,2.052269848240953,,,42345,109,96,1.7083380123224285
branch3_MMiUNet,toolbox,ok,0.4626365039963783,0.6642781291645468,,,42345,109,96,1.7083380123224285
three_branch_mi_static_linear,old,ok,1.6512248185282616,1.9867534268813078,,,169573,60,96,1.660556765559939
three_branch_mi_static_linear,prism,ok,1.7582186201813288,2.052269848240953,,,169573,60,96,1.660556765559939
three_branch_mi_static_linear,toolbox,ok,0.44820268027204596,0.6642781291645468,,,169573,60,96,1.660556765559939
three_branch_mmi_static_linear,old,ok,2.552044623521408,1.9867534268813078,,,43517,171,96,1.8474794734536828
three_branch_mmi_static_linear,prism,ok,7.1367347896845255,2.052269848240953,,,43517,171,96,1.8474794734536828
three_branch_mmi_static_linear,toolbox,ok,3.121421268247052,0.6642781291645468,,,43517,171,96,1.8474794734536828
