epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,2.8532954334,1.0075381386,4.6519357310,3.2042566210,1.0496594998,2.4217460651,0.9549649195,4.6467589032,2.7951677031,0.8331692126,1.27902315635e-05,324,70,65,70,67,272,True,0
1,2.7227126080,1.0002476673,4.6514291539,3.0983674510,0.9734793877,2.6099905101,0.9856153038,4.6501951465,2.9375605088,0.9440872437,1.5152253116e-05,308,73,57,74,84,288,False,1
2,2.7146437248,1.0123240820,4.6515978103,3.0966360825,0.9638608766,3.0055156776,0.9958504833,4.6522758348,3.2253602882,1.1936654913,1.90601404356e-05,297,79,68,88,64,299,False,2
3,2.6700852989,0.9922566766,4.6515604346,3.0736922162,0.9347877734,2.7303311546,0.9967797499,4.6509964497,3.0009031420,1.0305236795,2.44710027459e-05,294,70,78,72,82,302,False,3
4,2.5971984463,0.9970475851,4.6503374305,3.0067804132,0.8943987565,2.7341328472,0.9647840695,4.6508965245,3.0199558859,1.0311981765,3.13254534608e-05,306,75,69,73,73,290,False,4
5,2.5048183051,0.9954764091,4.6508825737,2.9813318605,0.8150570801,2.8243938576,0.9760838128,4.6507555169,2.9995744569,1.1293898728,3.95482619791e-05,305,77,70,70,74,291,False,5
6,2.5400919234,0.9841947940,4.6507396474,2.9873183110,0.8495938242,2.6109907101,0.9809691472,4.6491926119,2.8749152406,0.9773391996,4.90491793723e-05,296,67,77,70,86,300,False,6
7,2.7639773644,1.0097475788,4.6514776153,3.1199981958,1.0020287397,2.6075620992,0.9808479733,4.6491743311,2.8494817034,0.9866517666,5.97239289073e-05,305,84,61,73,73,291,False,7
8,2.6756897805,1.0186197958,4.6512796447,3.0813195225,0.9313060137,2.6068218528,0.9852792946,4.6495475397,2.9011762700,0.9591778470,7.14553505281e-05,296,89,74,67,70,300,False,8
9,2.6469562342,1.0142648124,4.6507806938,3.0234248590,0.9323908571,2.3074882030,0.9978638524,4.6471771946,2.6440582554,0.7858863341,8.41146867396e-05,289,81,80,80,66,307,True,0
10,2.7290929084,1.0247755947,4.6520818128,3.0948601185,0.9767077297,2.7459352636,0.9966271109,4.6497345095,3.0272113596,1.0330040811,9.75629957774e-05,291,83,83,65,74,305,False,1
11,2.6692607083,1.0369819931,4.6511314507,3.0840023972,0.9198630696,2.7759388050,0.9861320273,4.6505270562,3.0204948357,1.0684650254,0.000111652676554,302,64,86,81,63,294,False,2
12,2.4961076103,1.0272660911,4.6499687425,2.9228248244,0.8292420198,2.6141537505,1.0134307254,4.6497011804,2.8964621370,0.9632365286,0.000126229088647,290,87,89,63,67,306,False,3
13,2.5176353919,1.0387318654,4.6503322973,2.9413760604,0.8392010131,2.4974065663,1.0192653049,4.6477507244,2.7467339225,0.9201865862,0.000141132249543,309,70,80,78,59,287,False,4
14,2.3713008781,1.0426955991,4.6488083865,2.8126331272,0.7564452711,2.6376968731,1.0295577924,4.6484234736,2.8520641668,1.0057531069,0.000156198590517,291,77,60,82,86,305,False,5
15,2.4561531976,1.0244997692,4.6500751764,2.8935284839,0.8044890493,2.8963753093,1.0104476740,4.6512934883,3.1167829222,1.1358942459,0.000171262751874,285,72,87,75,77,311,False,6
16,2.5813480224,1.0264255088,4.6508114514,2.9894394907,0.8813431819,2.4478454683,0.9977572196,4.6482922814,2.7506387729,0.8729744902,0.000186159397838,303,74,74,80,65,293,False,7
17,2.4682342414,1.0604459871,4.6494198870,2.8904639827,0.8109130735,2.4277830464,1.0425790092,4.6467322746,2.6832684820,0.8776330003,0.00020072503119,307,55,81,73,80,289,False,8
18,2.7928325554,1.0525861907,4.6511015988,3.1424324464,1.0110990413,2.5356826658,0.9936339019,4.6483257591,2.8315603981,0.9211757113,0.000214799787717,294,69,85,79,69,302,False,9
19,2.3128677583,1.0996623631,4.6455220408,2.7092911189,0.7382897196,1.8994282964,1.1267329331,4.6381559124,2.1722044356,0.5879795056,0.000228229190798,323,66,65,68,74,273,True,0
20,2.1525358930,1.0328236354,4.6422797177,2.5380763992,0.6769329429,2.3608113574,0.8101243292,4.6439470997,2.5420276747,0.9277726706,0.000240865846846,295,74,69,82,76,301,False,1
21,1.9061475224,1.0255075485,4.6383232590,2.2990697310,0.5515111191,1.9506681461,1.0251873608,4.6379104404,2.1771372108,0.6570620885,0.000252571063021,314,72,72,69,69,282,False,2
22,1.8720363387,1.0622803013,4.6375010798,2.2270059234,0.5460772662,1.6800805841,1.1934532825,4.6309819469,1.9087344238,0.4870226356,0.000263216369444,299,64,78,72,83,297,True,0
