epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,1.7991504411,0.9798688586,4.6528470605,3.2063531813,1.2745875883,2.2702272620,1.0061263175,4.6574050086,4.1380039533,2.0765437277,1.27910408698e-05,190,47,36,48,57,188,True,0
1,1.7585560796,0.9886916232,4.6512248907,3.1216354257,1.2520296075,2.0687229315,1.0019761596,4.6565793991,3.7366553806,1.5470347666,1.51554725672e-05,200,37,56,49,36,178,True,0
2,1.7438749958,0.9815272386,4.6512874018,3.0951391187,1.1390286173,1.6995232832,0.9938212718,4.6515186446,3.0015180656,0.9300097038,1.90673178408e-05,196,45,54,38,45,182,True,0
3,1.7614253078,0.9894142223,4.6519891270,3.1270849225,1.2053525025,1.7398493619,0.9521889823,4.6527870950,3.0988231114,0.9602564037,2.44835985032e-05,182,53,50,43,50,196,False,1
4,1.6601620786,0.9813549853,4.6491495642,2.9277821634,1.0667087420,1.7205960694,0.9315705350,4.6522629238,3.0685639268,0.9557135921,3.13448076188e-05,178,40,56,51,53,200,False,2
5,1.6060748346,0.9566176253,4.6481944619,2.8295025624,1.0072372663,1.6978502296,0.9433400188,4.6516528039,3.0183644317,0.9240043542,3.95755632872e-05,197,47,43,43,48,181,True,0
6,1.6198014456,0.9596683140,4.6480680673,2.8557355896,0.9649736090,1.7643804323,0.9331975937,4.6524385770,3.1554818312,1.1043126384,4.908543684e-05,196,46,49,42,45,182,False,1
7,1.5338671920,0.9452098406,4.6468145986,2.6896504498,0.9595018717,1.7806873600,0.9637497936,4.6520350456,3.1758747839,1.1142392637,5.97699463517e-05,183,55,53,48,39,195,False,2
8,1.4027975823,0.8898798599,4.6419832694,2.4496432732,0.8304825285,1.4631075939,0.8860906249,4.6459208625,2.5717789082,0.6806087741,7.15117045486e-05,184,47,52,47,48,194,True,0
9,1.3415173620,0.8536082598,4.6407400717,2.3415913922,0.7774766513,1.3644792443,0.9003256968,4.6423372723,2.3688282092,0.5936181460,8.41817085055e-05,201,46,52,41,38,177,True,0
10,1.2345939357,0.8056531413,4.6373516845,2.1469265822,0.6670794509,1.2457701365,0.8474083435,4.6384776978,2.1525769393,0.4856928166,9.76407569592e-05,191,50,44,42,51,187,True,0
11,1.2270624707,0.7825783116,4.6359649260,2.1410936187,0.6108036856,1.1665542160,0.7817772337,4.6359760284,2.0203975178,0.3678055338,0.000111740979668,189,50,49,41,49,189,True,0
12,1.1592149511,0.7494762511,4.6341234994,2.0186394289,0.5435649180,1.1459296408,0.7671877083,4.6348942620,1.9849842367,0.3322494293,0.000126327462015,195,44,45,40,54,183,True,0
13,1.1651562547,0.7037290817,4.6336482088,2.0488208091,0.5640096497,1.2125385057,0.7814568769,4.6366756621,2.1124942768,0.4511424011,0.000141239947004,189,48,40,51,50,189,False,1
14,1.1223306952,0.7089685593,4.6323106100,1.9610739278,0.4911824156,1.0701281786,0.7956570341,4.6307853790,1.8219935463,0.2693788352,0.000156314595954,203,51,52,50,22,175,True,0
15,1.1235093061,0.6886421682,4.6310486970,1.9715617403,0.5324993007,1.1880374386,0.7082067246,4.6367000898,2.0927921897,0.5031096363,0.00017138578854,195,46,57,42,38,183,False,1
16,1.0634044954,0.6610467945,4.6299632289,1.8623902262,0.4225122180,1.3043275402,0.8559337809,4.6395306951,2.2662815457,0.5660399427,0.000186287942409,191,42,50,50,45,187,False,2
