model,prism,toolbox
G0_SE_mainP10_auxP,0.6463570292959805,0.32126206104270855
G1a_SE_mainP10C01_auxP,0.6803889975451292,0.3558309167941475
G1a_SL_mainP10C01_auxP,0.8083544495883835,0.3408580720716479
G1b_SE_mainP10C02_auxP,1.0846790806280573,0.29457347371061826
G1b_SL_mainP10C02_auxP,0.7234454912177611,0.33001607934488864
G1c_SE_mainP10C05_auxP,1.3425649937024096,0.43101326870151174
G1c_SL_mainP10C05_auxP,1.272974621667767,0.5262146066950635
G2a_SL_mainP10_auxPC05,1.3420201736707087,0.43900309620609224
