epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,4.8486109310,4.8486109310,0.0000000000,0.0000000000,4.8505791800,4.8505791800,0.0000000000,0.0000000000,1.27910408698e-05,190,188,True,0
1,4.8393539979,4.8393539979,0.0000000000,0.0000000000,4.8466761634,4.8466761634,0.0000000000,0.0000000000,1.51554725672e-05,177,201,True,0
2,4.8227323779,4.8227323779,0.0000000000,0.0000000000,4.8202624366,4.8202624366,0.0000000000,0.0000000000,1.90673178408e-05,187,191,True,0
3,4.8005483567,4.8005483567,0.0000000000,0.0000000000,4.8221037365,4.8221037365,0.0000000000,0.0000000000,2.44835985032e-05,175,203,False,1
4,4.7772110757,4.7772110757,0.0000000000,0.0000000000,4.7918506713,4.7918506713,0.0000000000,0.0000000000,3.13448076188e-05,185,193,True,0
5,4.7555615940,4.7555615940,0.0000000000,0.0000000000,4.7713118326,4.7713118326,0.0000000000,0.0000000000,3.95755632872e-05,198,180,True,0
6,4.7405576176,4.7405576176,0.0000000000,0.0000000000,4.7627714021,4.7627714021,0.0000000000,0.0000000000,4.908543684e-05,184,194,True,0
7,4.7279393307,4.7279393307,0.0000000000,0.0000000000,4.7507807005,4.7507807005,0.0000000000,0.0000000000,5.97699463517e-05,183,195,True,0
8,4.7114867407,4.7114867407,0.0000000000,0.0000000000,4.7667409624,4.7667409624,0.0000000000,0.0000000000,7.15117045486e-05,205,173,False,1
9,4.6993504706,4.6993504706,0.0000000000,0.0000000000,4.7321621350,4.7321621350,0.0000000000,0.0000000000,8.41817085055e-05,197,181,True,0
10,4.6836599168,4.6836599168,0.0000000000,0.0000000000,4.6987960588,4.6987960588,0.0000000000,0.0000000000,9.76407569592e-05,189,189,True,0
11,4.6944967981,4.6944967981,0.0000000000,0.0000000000,4.7081668218,4.7081668218,0.0000000000,0.0000000000,0.000111740979668,176,202,False,1
12,4.6791585488,4.6791585488,0.0000000000,0.0000000000,4.7043472335,4.7043472335,0.0000000000,0.0000000000,0.000126327462015,176,202,False,2
13,4.6836468909,4.6836468909,0.0000000000,0.0000000000,4.7047094708,4.7047094708,0.0000000000,0.0000000000,0.000141239947004,193,185,False,3
