epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
14,4.6882531580,4.6882531580,0.0000000000,0.0000000000,4.7315207799,4.7315207799,0.0000000000,0.0000000000,0.000156314595954,180,198,False,4
15,4.6877068540,4.6877068540,0.0000000000,0.0000000000,4.7196409997,4.7196409997,0.0000000000,0.0000000000,0.00017138578854,196,182,False,5
16,4.6761404749,4.6761404749,0.0000000000,0.0000000000,4.7376349722,4.7376349722,0.0000000000,0.0000000000,0.000186287942409,184,194,False,6
17,4.6745325674,4.6745325674,0.0000000000,0.0000000000,4.7099700973,4.7099700973,0.0000000000,0.0000000000,0.000200857332385,181,197,False,7
18,4.6661461093,4.6661461093,0.0000000000,0.0000000000,4.6725996426,4.6725996426,0.0000000000,0.0000000000,0.000214933889261,197,181,True,0
19,4.6640815205,4.6640815205,0.0000000000,0.0000000000,4.6798534166,4.6798534166,0.0000000000,0.0000000000,0.000228362958428,174,204,False,1
20,4.6728548121,4.6728548121,0.0000000000,0.0000000000,4.6961061387,4.6961061387,0.0000000000,0.0000000000,0.000240996999018,181,197,False,2
21,4.6644217375,4.6644217375,0.0000000000,0.0000000000,4.7073224931,4.7073224931,0.0000000000,0.0000000000,0.000252697204885,182,196,False,3
22,4.6645402025,4.6645402025,0.0000000000,0.0000000000,4.7101989156,4.7101989156,0.0000000000,0.0000000000,0.000263335029626,183,195,False,4
23,4.6624560861,4.6624560861,0.0000000000,0.0000000000,4.6742158390,4.6742158390,0.0000000000,0.0000000000,0.000272793598879,195,183,False,5
24,4.6570411839,4.6570411839,0.0000000000,0.0000000000,4.6840183076,4.6840183076,0.0000000000,0.0000000000,0.000280968994381,182,196,False,6
25,4.6520465190,4.6520465190,0.0000000000,0.0000000000,4.6663719132,4.6663719132,0.0000000000,0.0000000000,0.000287771395688,192,186,True,0
26,4.6534839257,4.6534839257,0.0000000000,0.0000000000,4.6699099768,4.6699099768,0.0000000000,0.0000000000,0.000293126067003,183,195,False,1
27,4.6556004620,4.6556004620,0.0000000000,0.0000000000,4.6733230591,4.6733230591,0.0000000000,0.0000000000,0.000296974178272,184,194,False,2
28,4.6606942636,4.6606942636,0.0000000000,0.0000000000,4.7734220096,4.7734220096,0.0000000000,0.0000000000,0.000299273451532,190,188,False,3
29,4.6585604728,4.6585604728,0.0000000000,0.0000000000,4.6697870345,4.6697870345,0.0000000000,0.0000000000,0.000299999737735,176,202,False,4
30,4.6592459376,4.6592459376,0.0000000000,0.0000000000,4.6823091234,4.6823091234,0.0000000000,0.0000000000,0.000299836114086,176,202,False,5
31,4.6551457990,4.6551457990,0.0000000000,0.0000000000,4.6770387377,4.6770387377,0.0000000000,0.0000000000,0.000299370741653,198,180,False,6
32,4.6503414452,4.6503414452,0.0000000000,0.0000000000,4.6630123547,4.6630123547,0.0000000000,0.0000000000,0.000298604557633,190,188,True,0
33,4.6547562206,4.6547562206,0.0000000000,0.0000000000,4.6587308929,4.6587308929,0.0000000000,0.0000000000,0.000297539105019,178,200,True,0
34,4.6545086992,4.6545086992,0.0000000000,0.0000000000,4.6520334108,4.6520334108,0.0000000000,0.0000000000,0.000296176529491,197,181,True,0
35,4.6478219032,4.6478219032,0.0000000000,0.0000000000,4.6616970925,4.6616970925,0.0000000000,0.0000000000,0.000294519575094,189,189,False,1
36,4.6480703884,4.6480703884,0.0000000000,0.0000000000,4.6684891383,4.6684891383,0.0000000000,0.0000000000,0.000292571578714,197,181,False,2
37,4.6475998964,4.6475998964,0.0000000000,0.0000000000,4.6635260128,4.6635260128,0.0000000000,0.0000000000,0.000290336463357,187,191,False,3
38,4.6493248056,4.6493248056,0.0000000000,0.0000000000,4.6567767597,4.6567767597,0.0000000000,0.0000000000,0.000287818730248,175,203,False,4
39,4.6494524138,4.6494524138,0.0000000000,0.0000000000,4.6600416683,4.6600416683,0.0000000000,0.0000000000,0.000285023449765,197,181,False,5
40,4.6512221886,4.6512221886,0.0000000000,0.0000000000,4.6798197973,4.6798197973,0.0000000000,0.0000000000,0.000281956251232,175,203,False,6
41,4.6498439955,4.6498439955,0.0000000000,0.0000000000,4.6675303459,4.6675303459,0.0000000000,0.0000000000,0.000278623311578,179,199,False,7
42,4.6470027096,4.6470027096,0.0000000000,0.0000000000,4.6606751351,4.6606751351,0.0000000000,0.0000000000,0.000275031342901,175,203,False,8
43,4.6479067298,4.6479067298,0.0000000000,0.0000000000,4.6590819313,4.6590819313,0.0000000000,0.0000000000,0.000271187578947,194,184,False,9
44,4.6445208454,4.6445208454,0.0000000000,0.0000000000,4.6544876462,4.6544876462,0.0000000000,0.0000000000,0.000267099760545,190,188,False,10
