epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,3.4535970145,0.9928535147,4.6522449741,3.1325867290,1.2243966312,4.2106458573,1.0093234494,4.6533876555,3.8406770570,1.6810414783,1.27910408698e-05,184,194,True,0
1,3.5339530751,0.9700018565,4.6522343020,3.2088173079,1.3113546567,3.8035327889,0.9687474154,4.6545803206,3.4750667686,1.3471652127,1.51554725672e-05,175,203,True,0
2,3.4414006995,0.9778021306,4.6522093753,3.1241179080,1.2172230488,3.4315366836,0.9639528479,4.6525117011,3.1415246419,0.9722145750,1.90673178408e-05,189,189,True,0
3,3.2187014433,0.9860869539,4.6500608303,2.9128764433,1.0860758342,3.5334328810,0.9789105347,4.6534679140,3.2372690587,1.0038170681,2.44835985032e-05,196,182,False,1
4,3.0884946301,0.9730984291,4.6483817529,2.7951278674,0.9874709870,3.2241912706,0.9683122794,4.6495328449,2.9384801365,0.9204867288,3.13448076188e-05,171,207,True,0
5,2.9340856693,0.9562776855,4.6450745719,2.6510610467,0.9176906202,2.9864174071,0.9367426032,4.6474619003,2.7175556546,0.8151323954,3.95755632872e-05,203,175,True,0
6,3.0121252007,0.9410072477,4.6459034284,2.7271367305,0.9678692073,2.8742883024,0.9152222832,4.6467227482,2.6247362829,0.6650756403,4.908543684e-05,189,189,True,0
7,2.8707892214,0.9248266848,4.6441463339,2.5912178067,0.9460612728,2.8277050450,0.9415638277,4.6467533202,2.5733860152,0.6600625633,5.97699463517e-05,188,190,True,0
8,2.7930484070,0.8947699004,4.6434831241,2.5295619548,0.8453248897,2.8987163862,0.8852970044,4.6460119792,2.6440984930,0.7755848416,7.15117045486e-05,176,202,False,1
9,2.5012115221,0.8507724095,4.6395503226,2.2583551911,0.7270180701,2.6976277964,0.9297682512,4.6437641235,2.4457575526,0.6591661421,8.41817085055e-05,181,197,True,0
10,2.5226785897,0.8462701825,4.6388025713,2.2824060740,0.7101845475,2.5277642137,0.9170995576,4.6420871417,2.2936913854,0.5065290286,9.76407569592e-05,209,169,True,0
11,2.7165427473,0.8427446920,4.6405758908,2.4640103333,0.8398344845,2.5360533782,0.9176119997,4.6412077495,2.2957660187,0.5676495443,0.000111740979668,186,192,False,1
12,2.5845998986,0.8265564830,4.6383975902,2.3450559775,0.7423267210,2.7476605438,0.9252277181,4.6444311732,2.4977413450,0.6487369596,0.000126327462015,189,189,False,2
13,2.5647563013,0.8320938541,4.6384449081,2.3265311800,0.7180638632,2.2859085605,0.8804959274,4.6357018698,2.0669587272,0.4285066161,0.000141239947004,187,191,True,0
14,2.3696074259,0.7975063302,4.6348531536,2.1508147540,0.5929141844,2.5272913115,0.8511862982,4.6387718337,2.2931814671,0.6387261304,0.000156314595954,202,176,False,1
15,2.3487712618,0.7894906121,4.6347652163,2.1326158917,0.5825725929,2.4310540812,0.8528430337,4.6385977200,2.2069455737,0.5353987334,0.00017138578854,180,198,False,2
16,2.0992840106,0.7425622003,4.6317540805,1.9002916485,0.5047990017,2.3923427922,0.8102985342,4.6384949412,2.1812635127,0.4901959607,0.000186287942409,200,178,False,3
17,2.2124267766,0.7243545197,4.6319672418,2.0133440640,0.5421185359,2.7267027083,0.8394235424,4.6429216839,2.4863569850,0.7246101831,0.000200857332385,196,182,False,4
18,2.0332984382,0.6924238593,4.6298614482,1.8527913737,0.4202230475,2.2755354177,0.7985225269,4.6352645738,2.0677821772,0.4804875737,0.000214933889261,206,172,True,0
19,2.1861670900,0.7113461504,4.6307594082,1.9966860057,0.4721185463,2.0804820356,0.7844371290,4.6328965460,1.8929353986,0.3065920692,0.000228362958428,185,193,True,0
20,2.1211493596,0.7048279416,4.6304134616,1.9313674440,0.4881632747,2.0283322641,0.7424809632,4.6315664337,1.8510539952,0.2878206893,0.000240996999018,197,181,True,0
21,2.1028172932,0.6713379319,4.6296742833,1.9242208893,0.4432876175,1.8367263045,0.7634898884,4.6263300033,1.6637541578,0.2027417702,0.000252697204885,199,179,True,0
22,1.8940182514,0.6436852157,4.6257208113,1.7308053428,0.3447585346,1.9751281250,0.7916696469,4.6277842476,1.7894398882,0.2735429310,0.000263335029626,174,204,False,1
23,2.1781009392,0.7506338282,4.6314828408,1.9769305035,0.5104376101,1.9312819583,0.7595192705,4.6282179106,1.7525924410,0.2678566000,0.000272793598879,176,202,False,2
24,2.0844433169,0.7011749804,4.6293177958,1.8992318691,0.4497640637,1.8307232948,0.7374733925,4.6254702931,1.6619807777,0.2124784352,0.000280968994381,199,179,True,0
25,2.0082543085,0.6974266698,4.6275477107,1.8240337763,0.4473515739,1.9791546481,0.7394092492,4.6299439430,1.7976153748,0.3365741440,0.000287771395688,197,181,False,1
26,1.9917695497,0.6388118390,4.6273224644,1.8211925686,0.4281458621,2.0605422633,0.7142961190,4.6318572226,1.8830203567,0.3466267808,0.000293126067003,188,190,False,2
