model,status,epochs_run,best_val_loss,best_val_hr_mae,params,reach_samples,eval_val_model_mae,eval_val_chrom_mae,eval_test_model_mae,eval_test_chrom_mae
tcn_rf31,ok,62,3.0081496086764132,3.7530904491034867,4257,29,,,,
tcn_rf61,ok,119,3.0156130068974734,3.6352147980058094,5857,61,,,,
tcn_rf121,ok,35,3.0572237302571006,4.663108962433519,7457,125,,,,
tcn_rf253,ok,35,3.0938687530095708,150.2824497455286,9057,253,,,,
tcn_rf31_causal,ok,62,3.0226598004928347,3.69266985997823,4257,29,,,,
tcn_rf61_causal,ok,32,3.075470890636855,4.838025373728787,5857,61,,,,
tcn_rf121_causal,ok,35,3.0689820074655234,4.7398112269350605,7457,125,,,,
tcn_rf253_causal,ok,53,4.804348992541669,35.90452281581875,9057,253,,,,
