epoch,training_total_loss,validation_total_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,is_best,epochs_without_improvement
0,4.8423493917,4.8345007029,1.27902315635e-05,324,70,65,70,67,True,0
1,4.8164184622,4.8073236044,1.5152253116e-05,308,73,57,74,84,True,0
2,4.7992894698,4.7895339929,1.90601404356e-05,297,79,68,88,64,True,0
3,4.7827112883,4.7767085657,2.44710027459e-05,294,70,78,72,82,True,0
4,4.7687920404,4.7547920710,3.13254534608e-05,306,75,69,73,73,True,0
5,4.7561131356,4.7523317151,3.95482619791e-05,305,77,70,70,74,True,0
6,4.7458094398,4.7506668475,4.90491793723e-05,296,67,77,70,86,True,0
7,4.7379575864,4.7497875845,5.97239289073e-05,305,84,61,73,73,True,0
