epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,4.7054010782,1.0062412024,4.6522616444,3.3226759578,1.1814769026,3.8108858319,1.0016737472,4.6466745525,2.8066536296,0.8038973793,1.27902315635e-05,313,74,61,71,77,283,True,0
1,4.5868654859,1.0044745647,4.6525872570,3.2842929091,1.1016776138,3.8790404797,1.0004831104,4.6473316465,2.8054731604,0.8734706578,1.5152253116e-05,293,81,70,63,89,303,False,1
2,4.5799629128,1.0032890515,4.6521528359,3.2677148333,1.1115902554,4.2754116089,1.0051455815,4.6495993664,3.0350662222,1.0393164444,1.90601404356e-05,276,73,84,88,75,320,False,2
3,4.5904377915,1.0004120137,4.6523631627,3.2793205728,1.1110347421,4.2940129398,0.9972787151,4.6500275414,3.0268356367,1.0677215604,2.44710027459e-05,310,77,62,75,72,286,False,3
4,4.2090709801,1.0051662002,4.6511358479,3.0895795934,0.9184581889,4.3555256856,1.0071693527,4.6509900774,3.0886654575,1.0654265509,3.13254534608e-05,289,80,68,82,77,307,False,4
5,4.2567260889,1.0171299589,4.6514233263,3.0917512906,0.9615488520,3.9364814975,0.9930114336,4.6491446990,2.8298705398,0.9080086660,3.95482619791e-05,317,73,66,74,66,279,False,5
6,4.4603952305,1.0010327253,4.6521117735,3.1885922579,1.0715964545,4.0987781395,0.9992419272,4.6514917906,2.9630182223,0.9359116941,4.90491793723e-05,304,77,64,78,73,292,False,6
7,4.1354276926,1.0120141914,4.6511362255,3.0217730551,0.9112517378,4.2961169249,1.0179656636,4.6514207790,3.0234738325,1.0690497694,5.97239289073e-05,284,86,75,57,94,312,False,7
8,4.1521616174,1.0164646582,4.6508152821,3.0568875354,0.8919811617,3.7988616429,1.0005416204,4.6469049144,2.7348517226,0.8639016275,7.14553505281e-05,275,86,75,83,77,321,True,0
9,4.1911872025,1.0136280796,4.6512778141,3.0733303800,0.9151311441,4.0629011656,0.9889332683,4.6487168832,2.8724863343,0.9926281997,8.41146867396e-05,297,73,59,95,72,299,False,1
10,4.0755911849,1.0132246610,4.6509019064,2.9835361298,0.8894101985,3.9440035851,1.0071081991,4.6495681552,2.8492091538,0.8933726797,9.75629957774e-05,302,57,75,86,76,294,False,2
