epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,8.0285388780,4.8502906441,3.1782482112,0.9911624982,8.6843470437,4.8557258878,3.8286212785,1.0073740755,1.27910408698e-05,201,177,True,0
1,7.8971168982,4.8520884993,3.0450284532,1.0044018592,8.3893337068,4.8503017970,3.5390319029,0.9752109607,1.51554725672e-05,189,189,True,0
2,7.8343295395,4.8526985279,2.9816310847,1.0117028185,7.8882348197,4.8514356568,3.0367992095,0.9967124315,1.90673178408e-05,178,200,True,0
3,7.9167551666,4.8550046033,3.0617505571,1.0212731916,8.1569326946,4.8556320145,3.3013007164,1.0072114865,2.44835985032e-05,180,198,False,1
4,7.7729386627,4.8494390886,2.9234996208,1.0009237351,8.0912514777,4.8526798067,3.2385716847,0.9995182843,3.13448076188e-05,194,184,False,2
5,7.7580528512,4.8472530400,2.9107998452,0.9914835127,7.9582508678,4.8481413614,3.1101095563,0.9832420417,3.95755632872e-05,207,171,False,3
6,7.8200120245,4.8499412612,2.9700709007,1.0017358443,7.7760468983,4.8510598319,2.9249870936,1.0069466159,4.908543684e-05,181,197,True,0
7,7.6303452613,4.8515122025,2.7788331294,1.0178624997,8.0270947138,4.8580389023,3.1690557412,1.0229932467,5.97699463517e-05,182,196,False,1
8,7.6542741331,4.8520242045,2.8022499589,1.0173174868,8.0442420869,4.8568317504,3.1874103092,1.0203231857,7.15117045486e-05,184,194,False,2
9,7.5887467949,4.8465972855,2.7421492710,1.0035358573,7.8602780024,4.8489844776,3.0112935395,0.9879506656,8.41817085055e-05,190,188,False,3
10,7.4946191828,4.8468084335,2.6478108540,1.0094050440,7.8022210939,4.8566592671,2.9455617916,1.0351484060,9.76407569592e-05,185,193,False,4
11,7.2771856091,4.8441903831,2.4329953080,1.0126816586,7.4457568668,4.8592133204,2.5865436088,1.0697330452,0.000111740979668,190,188,True,0
12,7.1923302015,4.8332029625,2.3591272213,0.9643452615,7.4471872920,4.8688825335,2.5783047903,1.1175754774,0.000126327462015,191,187,False,1
13,7.1345229250,4.8339828007,2.3005402139,0.9723963971,7.2451752027,4.8493955294,2.3957797312,1.0390723325,0.000141239947004,202,176,True,0
14,7.0139869458,4.8169443443,2.1970425371,0.8985014848,7.4795434906,4.8473791168,2.6321643727,1.0070457544,0.000156314595954,207,171,False,1
15,6.9568858550,4.8083806946,2.1485052664,0.8624461139,7.0592597416,4.8540415628,2.2052181607,1.0760583719,0.00017138578854,187,191,True,0
16,6.9772291890,4.8107178981,2.1665111976,0.8735651349,7.2064389501,4.8341788292,2.3722601391,0.9687990081,0.000186287942409,197,181,False,1
17,6.8909170438,4.8019864244,2.0889305576,0.8361967692,7.0248704502,4.8555374509,2.1693330254,1.0828043438,0.000200857332385,196,182,True,0
18,6.8885974430,4.7955836897,2.0930137880,0.8052049418,6.6791432154,4.8434756415,1.8356675988,1.0622409951,0.000214933889261,206,172,True,0
19,6.8678913848,4.7862770721,2.0816143940,0.7714440182,6.9741267658,4.8328177997,2.1413089809,0.9794140504,0.000228362958428,197,181,False,1
20,6.8411466180,4.7945507468,2.0465960578,0.8109455667,7.5593383290,4.8384504046,2.7208879664,0.9544875406,0.000240996999018,181,197,False,2
21,6.7431693935,4.8069904847,1.9361788356,0.8768586024,6.8386701675,4.8717216174,1.9669485444,1.1911614759,0.000252697204885,202,176,False,3
22,6.8763911560,4.8030176844,2.0733735732,0.8517489389,6.7210193271,4.8374960264,1.8835232235,1.0301705792,0.000263335029626,198,180,False,4
23,6.6411839894,4.7851901130,1.8559940025,0.7827650425,6.5323365348,4.7786619277,1.7536745934,0.7479885675,0.000272793598879,197,181,True,0
24,6.7864412252,4.7820652149,2.0043758955,0.7523678431,6.4066831407,4.7749064445,1.6317766371,0.7514214572,0.000280968994381,187,191,True,0
25,6.7843231221,4.7883380633,1.9959850639,0.7909769435,6.5114597139,4.8119938850,1.6994658504,0.9258372784,0.000287771395688,185,193,False,1
26,6.5962720598,4.7894661591,1.8068058882,0.8073704413,6.5252515248,4.8340393657,1.6912121898,1.0297894302,0.000293126067003,201,177,False,2
27,6.4754144174,4.7644264231,1.7109882163,0.6991421785,6.6142795290,4.8342990149,1.7799805391,1.0333832099,0.000296974178272,189,189,False,3
28,6.4996483995,4.7556908320,1.7439575366,0.6552759012,6.3998886108,4.7522642499,1.6476243405,0.6297099460,0.000299273451532,189,189,True,0
29,6.4109456098,4.7396454862,1.6713003778,0.5790204138,6.3615367526,4.7494139081,1.6121228320,0.6276569276,0.000299999737735,181,197,True,0
30,6.4046687928,4.7278839318,1.6767848188,0.5216553587,6.9994385129,4.7986071723,2.2008313838,0.8000490518,0.000299836114086,181,197,False,1
31,6.5718616052,4.7478904346,1.8239711592,0.6059795870,6.1896037828,4.7296412831,1.4599625326,0.5463628809,0.000299370741653,189,189,True,0
32,6.3241317058,4.7258490583,1.5982827011,0.5171811686,6.2011275155,4.7253412792,1.4757862522,0.5208621536,0.000298604557633,193,185,False,1
33,6.3622802452,4.7264560240,1.6358243334,0.5149691669,6.1527154014,4.7125691868,1.4401462464,0.4675736234,0.000297539105019,188,190,True,0
34,6.3657477016,4.7273003286,1.6384473516,0.5241573902,6.3102776754,4.7469696408,1.5633080153,0.6155026731,0.000296176529491,200,178,False,1
35,6.4254809460,4.7251251841,1.7003558332,0.5098067200,6.2534706343,4.7435229574,1.5099476871,0.6117243466,0.000294519575094,190,188,False,2
36,6.4230278686,4.7267031493,1.6963247723,0.5157022249,6.2457377615,4.7320701599,1.5136675596,0.5511545760,0.000292571578714,189,189,False,3
37,6.3896108355,4.7332106974,1.6564001022,0.5511439944,6.2840512230,4.7407796678,1.5432715620,0.5890084698,0.000290336463357,182,196,False,4
38,6.4912892599,4.7337138539,1.7575754779,0.5427353772,6.1663800330,4.7145497685,1.4518302702,0.4730106263,0.000287818730248,194,184,False,5
39,6.6240110675,4.7331457567,1.8908652244,0.5297223992,6.6990044548,4.7728254818,1.9261789890,0.6979607162,0.000285023449765,178,200,False,6
40,6.3973735224,4.7223586229,1.6750149771,0.4950047541,6.1216856094,4.7028685343,1.4188170376,0.4263347620,0.000281956251232,203,175,True,0
41,6.4572806005,4.7217582950,1.7355222860,0.4851271501,6.2018064771,4.7023790541,1.4994274242,0.4194247496,0.000278623311578,186,192,False,1
42,6.3918561456,4.7168800339,1.6749761212,0.4661019772,6.0685259319,4.6958680789,1.3726578962,0.3935868263,0.000275031342901,192,186,True,0
43,6.3539763557,4.7056829135,1.6482935198,0.4096656382,6.0953991845,4.7062036696,1.3891954706,0.4450477873,0.000271187578947,196,182,False,1
44,6.4113151535,4.7077975349,1.7035176836,0.4237251148,6.3368103572,4.7260645639,1.6107457990,0.5053806305,0.000267099760545,195,183,False,2
45,6.1561673079,4.6880932712,1.4680740152,0.3499304242,6.0201539130,4.6987890516,1.3213649193,0.4161239999,0.000262776120018,174,204,True,0
46,6.3570544505,4.7018138795,1.6552405742,0.3910366975,6.0209368206,4.6967395828,1.3241972651,0.4054890882,0.000258225364602,182,196,False,1
47,6.3762629474,4.7056224990,1.6706404535,0.4137450442,5.9469084013,4.6917667389,1.2551415795,0.3920011935,0.000253456658913,194,184,True,0
48,6.3049220736,4.7049770078,1.5999450608,0.4174381878,5.9573082061,4.6831657682,1.2741424515,0.3445413328,0.000248479606489,192,186,False,1
49,6.3113945603,4.7053089621,1.6060855382,0.4143790926,6.0319805236,4.6864250274,1.3455555291,0.3566180649,0.000243304230452,197,181,False,2
50,6.2822580893,4.6956612748,1.5865966845,0.3721524491,6.0319755100,4.6999872753,1.3319881723,0.4173715847,0.000237940953321,175,203,False,3
51,6.3248454755,4.7033083906,1.6215370357,0.4068111667,5.9932219278,4.7007446925,1.2924772104,0.4314419253,0.000232400576021,200,178,False,4
52,6.3791534383,4.7061486597,1.6730047565,0.4277564070,6.8026721546,4.7563513029,2.0463208392,0.6156358821,0.000226694256136,190,188,False,5
53,6.2239252323,4.6939898370,1.5299355309,0.3688866815,6.0352748644,4.6963238126,1.3389510314,0.4087570650,0.000220833485433,192,186,False,6
54,6.2989236489,4.7010437597,1.5978798696,0.4034071967,6.0424078714,4.6877675056,1.3546403442,0.3567780245,0.000214830066727,199,179,False,7
55,6.2657902607,4.7031419416,1.5626481828,0.4132002918,6.0055602982,4.7260820207,1.2794782809,0.5588865422,0.000208696090101,176,202,False,8
56,6.3169488882,4.7040072900,1.6129416574,0.4130548822,5.9846199399,4.6939053535,1.2907146136,0.3996227889,0.00020244390857,203,175,False,9
57,6.1521085911,4.6897008482,1.4624076388,0.3567041521,5.8904524622,4.6731820470,1.2172704333,0.3080499831,0.000196086113195,188,190,True,0
58,6.1768545146,4.6936640689,1.4831905239,0.3795985012,5.9263142631,4.6903716042,1.2359426623,0.3864784564,0.00018963550773,197,181,False,1
59,6.0768569714,4.6829479737,1.3939089731,0.3351122379,6.0929192861,4.6957705589,1.3971487136,0.3955819385,0.000183105082835,183,195,False,2
60,6.2889391253,4.7070442356,1.5818949503,0.4358659861,5.9045568739,4.6782865842,1.2262703214,0.3313888334,0.000176507989917,169,209,False,3
61,6.1379314554,4.6926874130,1.4452439212,0.3803420944,5.9520863578,4.6798282714,1.2722580694,0.3320631016,0.000169857514644,197,181,False,4
62,6.2050585343,4.6973048367,1.5077534756,0.3954898652,5.9136303175,4.6766131174,1.2370171513,0.3222671668,0.000163167050187,192,186,False,5
63,6.1751103704,4.6993912667,1.4757190066,0.4079079227,5.9397169885,4.6729785738,1.2667384261,0.2976450369,0.000156450070251,174,204,False,6
64,6.1423987762,4.6950770888,1.4473216395,0.3934888778,6.0148312977,4.6871179989,1.3277133238,0.3574327293,0.000149720101941,170,208,False,7
65,6.1713612597,4.6931203433,1.4782409252,0.3798985442,5.8957245690,4.6838126364,1.2119119417,0.3595053650,0.000142990698517,194,184,False,8
66,6.1487951985,4.6897301422,1.4590649447,0.3599818488,5.9887230283,4.6841530073,1.3045700561,0.3454929749,0.000136275412101,188,190,False,9
67,6.0663052488,4.6808095483,1.3854956967,0.3291193058,5.9165654954,4.6866651490,1.2299004282,0.3762767928,0.000129587766388,189,189,False,10
