epoch,training_total_loss,training_base_loss,training_harmonic_loss,validation_total_loss,validation_base_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,4.9632771159,4.8540793681,1.0919774435,4.9278613066,4.8427254565,0.8513573269,1.27902315635e-05,596,0,True,0
1,4.9519210790,4.8513478337,1.0057334020,4.9247472875,4.8425445557,0.8220272180,1.5152253116e-05,596,0,True,0
2,4.9496773169,4.8490240526,1.0065332427,4.9618047677,4.8480324374,1.1377241751,1.90601404356e-05,596,0,False,1
3,4.9462462176,4.8482806027,0.9796564195,4.9505971624,4.8430789786,1.0751801946,2.44710027459e-05,596,0,False,2
4,4.9361599532,4.8463387521,0.8982128785,4.9413291077,4.8432313622,0.9809756635,3.13254534608e-05,596,0,False,3
5,4.9373923500,4.8427036625,0.9468862154,4.9497177880,4.8466203553,1.0309755384,3.95482619791e-05,596,0,False,4
6,4.9186482077,4.8333113210,0.8533693552,4.9320069846,4.8366379738,0.9536898461,4.90491793723e-05,596,0,False,5
7,4.9016417913,4.8240514282,0.7759035152,4.9071333192,4.8296199650,0.7751316746,5.97239289073e-05,596,0,True,0
8,4.8865419106,4.8110946169,0.7544733910,4.8765160635,4.8033917662,0.7312455038,7.14553505281e-05,596,0,True,0
9,4.8579899129,4.7949434191,0.6304646498,4.8425394033,4.7831499608,0.5938961475,8.41146867396e-05,596,0,True,0
10,4.8340024692,4.7819495233,0.5205297400,4.8206571294,4.7706692869,0.4998802868,9.75629957774e-05,596,0,True,0
11,4.8314212793,4.7782676044,0.5315368308,4.8308320727,4.7738031846,0.5702902264,0.000111652676554,596,0,False,1
12,4.8107551792,4.7651157571,0.4563945592,4.8104225258,4.7598815460,0.5054097245,0.000126229088647,596,0,True,0
13,4.8095781883,4.7606022822,0.4897588769,4.7891261237,4.7479284831,0.4119744239,0.000141132249543,596,0,True,0
14,4.7985927691,4.7534173575,0.4517535949,4.7668069988,4.7306417428,0.3616535563,0.000156198590517,596,0,True,0
15,4.7825711013,4.7435845561,0.3898641816,4.7562859523,4.7245736803,0.3171257470,0.000171262751874,596,0,True,0
16,4.7724629345,4.7357669549,0.3669594235,4.7661357421,4.7300626396,0.3607304998,0.000186159397838,596,0,False,1
17,4.7557025020,4.7260151485,0.2968730889,4.7401961351,4.7129645595,0.2723150565,0.00020072503119,596,0,True,0
18,4.7514224916,4.7232155608,0.2820678410,4.8091853563,4.7607831645,0.4840204439,0.000214799787717,596,0,False,1
19,4.7611380167,4.7254454626,0.3569253840,4.7304680440,4.7048549281,0.2561318128,0.000228229190798,596,0,True,0
20,4.7282023014,4.7050156657,0.2318663123,4.7024875678,4.6894262054,0.1306142031,0.000240865846846,596,0,True,0
21,4.7328580722,4.7079332499,0.2492482576,4.7166155592,4.6949944372,0.2162151715,0.000252571063021,596,0,False,1
22,4.7474337904,4.7143889178,0.3304506618,4.7929670160,4.7452469367,0.4772024011,0.000263216369444,596,0,False,2
23,4.7307880421,4.7048959092,0.2589203608,4.6968221541,4.6858042866,0.1101776438,0.000272684929211,596,0,True,0
24,4.7297257225,4.7048793287,0.2484644315,4.7255675514,4.7057317139,0.1983569093,0.000280872820727,596,0,False,1
25,4.7385135625,4.7084700597,0.3004343544,4.8494545020,4.8065897830,0.4286468401,0.000287690178294,596,0,False,2
26,4.7220210709,4.6964733169,0.2554774887,4.6932788576,4.6798201660,0.1345861384,0.000293062178424,596,0,True,0
27,4.7207995133,4.6969721045,0.2382743814,4.6962522903,4.6818061370,0.1444590475,0.00029692986106,596,0,False,1
28,4.7135330687,4.6935188018,0.2001422000,4.6958440000,4.6833483275,0.1249572396,0.00029925077669,596,0,False,2
29,4.7081910396,4.6901017483,0.1808924137,4.6798532102,4.6698859636,0.0996725571,0.000299999895385,596,0,True,0
30,4.7054486819,4.6847590952,0.2068955930,4.6750763175,4.6635976952,0.1147888047,0.000299840907969,596,0,True,0
31,4.6952180030,4.6795648312,0.1565310576,4.6838475946,4.6739607538,0.0988694710,0.000299380162113,596,0,False,1
32,4.6918921631,4.6772679515,0.1462420080,4.6844850392,4.6751918917,0.0929337574,0.0002986185857,596,0,False,2
33,4.6940745731,4.6821334986,0.1194103930,4.6731494309,4.6613237393,0.1182573033,0.000297557712442,596,0,True,0
34,4.7007128440,4.6847563462,0.1595652256,4.6828412762,4.6749904868,0.0785087153,0.000296199678797,596,0,False,1
35,4.6993539189,4.6834042408,0.1594974417,4.6967602519,4.6821423630,0.1461772009,0.000294547219663,596,0,False,2
36,4.6907785723,4.6769588842,0.1381981972,4.7442495668,4.7270659967,0.1718389595,0.000292603662875,596,0,False,3
37,4.6910119089,4.6778115298,0.1320041360,4.6730184307,4.6642203950,0.0879809081,0.000290372922495,596,0,True,0
38,4.6961315110,4.6811654040,0.1496605187,4.7131770555,4.6979428019,0.1523439664,0.00028785949094,596,0,False,1
39,4.6847366615,4.6729426992,0.1179412378,4.6843547202,4.6735678153,0.1078675214,0.000285068429924,596,0,False,2
40,4.6820049414,4.6717468236,0.1025817093,4.6757849966,4.6650685645,0.1071640549,0.000282005360274,596,0,False,3
41,4.6817137635,4.6711129022,0.1060078884,4.6699539284,4.6613759685,0.0857822333,0.000278676450605,596,0,True,0
42,4.6845518759,4.6737087301,0.1084311180,4.6713565170,4.6622387403,0.0911788207,0.000275088404897,596,0,False,1
43,4.6787536800,4.6687782403,0.0997545421,4.6673585904,4.6604796633,0.0687876633,0.000271248448997,596,0,True,0
44,4.6783522984,4.6685443725,0.0980783489,4.6707368392,4.6633758731,0.0736095716,0.000267164316065,596,0,False,1
45,4.6827755806,4.6723196875,0.1045582274,4.6710578435,4.6644954991,0.0656237279,0.000262844231001,596,0,False,2
46,4.6833538017,4.6730562088,0.1029754396,4.6667077387,4.6601866933,0.0652096504,0.000258296893882,596,0,True,0
47,4.6720489944,4.6652463523,0.0680270958,4.6656392890,4.6572289033,0.0841027608,0.00025353146244,596,0,True,0
48,4.6666647188,4.6623865422,0.0427812141,4.6607538446,4.6539224649,0.0683143273,0.000248557533618,596,0,True,0
49,4.6671990100,4.6627239637,0.0447500349,4.6592085454,4.6520001610,0.0720844563,0.000243385124249,596,0,True,0
50,4.6654103874,4.6605158716,0.0489465389,4.6616035684,4.6540372526,0.0756619300,0.000238024650876,596,0,False,1
51,4.6630437646,4.6592164968,0.0382734345,4.6595225272,4.6534893296,0.0603327953,0.000232486908778,596,0,False,2
52,4.6727959038,4.6657097260,0.0708610598,4.6701245122,4.6627978783,0.0732677662,0.000226783050232,596,0,False,3
53,4.6680170066,4.6621669795,0.0584993961,4.7020706016,4.6821537204,0.1991675052,0.00022092456205,596,0,False,4
54,4.7122605375,4.6916245262,0.2063603812,4.6937909684,4.6813012098,0.1248995768,0.000214923242447,596,0,False,5
55,4.6965751072,4.6820064743,0.1456852172,4.6975944259,4.6884592168,0.0913492480,0.000208791177283,596,0,False,6
56,4.6886757108,4.6768244769,0.1185117199,4.6844719292,4.6738225206,0.1064926386,0.000202540715719,596,0,False,7
57,4.6809146804,4.6712967853,0.0961783732,4.6754161290,4.6623808006,0.1303525842,0.000196184445355,596,0,False,8
58,4.6770325379,4.6683155610,0.0871683266,4.6733690237,4.6642986582,0.0907061055,0.000189735166872,596,0,False,9
59,4.6709877565,4.6642479321,0.0673988953,4.6725391846,4.6640835118,0.0845560083,0.00018320586826,596,0,False,10
