epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,3.4185623691,0.9971029046,4.6519302522,3.2191417953,1.0708111029,2.9893423396,0.9731912350,4.6464865982,2.7947040657,0.8238752662,1.27902315635e-05,294,302,True,0
1,3.3696292583,0.9791740499,4.6517861353,3.1737943960,0.9845026571,3.2692832204,0.9802077807,4.6517833053,3.0732417974,1.0966589435,1.5152253116e-05,307,289,False,1
2,3.2913365188,0.9619418391,4.6511850901,3.0989481683,1.0227086192,3.1071060571,0.9854288117,4.6502266611,2.9100203948,1.0039817807,1.90601404356e-05,281,315,False,2
3,3.2573833274,0.9519529399,4.6500056990,3.0669927245,1.0222544082,3.1453212980,1.0087728609,4.6502210196,2.9435667403,1.0342645382,2.44710027459e-05,297,299,False,3
4,3.2070060800,0.9346775485,4.6494818534,3.0200705080,0.9765480433,3.1518097729,0.9681029498,4.6493999122,2.9581891716,1.0741221053,3.13254534608e-05,305,291,False,4
5,3.0339713065,0.9182921704,4.6479793971,2.8503128218,0.8546371428,2.9695044833,0.9354542827,4.6474257630,2.7824136715,0.9873484721,3.95482619791e-05,306,290,True,0
6,2.9870368042,0.8957361751,4.6467981371,2.8078894951,0.8452941651,2.7334347607,0.9251361102,4.6440975883,2.5484074896,0.8392661740,4.90491793723e-05,306,290,True,0
7,2.8227800955,0.8919772126,4.6450449092,2.6443846866,0.7185513047,2.7300544281,0.9099125065,4.6429038481,2.5480718891,0.9129927004,5.97239289073e-05,286,310,True,0
8,2.5976429434,0.8635015236,4.6410097724,2.4249426871,0.6023590717,2.4588295918,0.8885379480,4.6392215568,2.2811220435,0.6882405095,7.14553505281e-05,323,273,True,0
9,2.5788649425,0.8354337535,4.6411469607,2.4117781700,0.6079759398,2.4097531368,0.8356675993,4.6379197789,2.2426195826,0.6947441627,8.41146867396e-05,312,284,True,0
10,2.4140814199,0.8109472710,4.6381311545,2.2518920002,0.5185621229,2.3312043741,0.8438101511,4.6372440697,2.1624423544,0.6033172468,9.75629957774e-05,278,318,True,0
11,2.3970332722,0.7886922703,4.6371910876,2.2392947946,0.5084839495,2.2081125990,0.8627703275,4.6340705574,2.0355585922,0.5760757923,0.000111652676554,274,322,True,0
12,2.2916342220,0.7589534617,4.6357022676,2.1398435631,0.4532300330,2.3536355867,0.9289550425,4.6374592224,2.1678446098,0.5464031518,0.000126229088647,274,322,False,1
13,2.3565312800,0.7664597278,4.6368564311,2.2032393217,0.5263194412,2.1994474863,0.8253883131,4.6350062977,2.0343698960,0.5597308081,0.000141132249543,307,289,True,0
14,2.2533807979,0.7365592974,4.6352755527,2.1060689192,0.4455809571,2.1736658548,0.7621795566,4.6332140155,2.0212299576,0.5445068270,0.000156198590517,294,302,True,0
15,2.1465897696,0.7038887285,4.6326814786,2.0058120009,0.3994678117,1.9497554581,0.7065811978,4.6288249771,1.8084393848,0.4109354437,0.000171262751874,272,324,True,0
