epoch,training_loss,validation_loss,learning_rate,is_best,checkpoint
0,4.851643706124927,4.851046603066581,2.076440281009788e-05,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch0.pth
1,4.841514723641532,4.853208741687593,4.599073962070191e-05,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch1.pth
2,4.807609888611648,4.799066125778925,8.460826352582135e-05,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch2.pth
3,4.753883687276689,4.758988952636718,0.00013191614764999712,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch3.pth
4,4.73012515224477,4.720111374627976,0.00018215570654103882,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch4.pth
5,4.703823440289371,4.706317942483085,0.00022921138837779759,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch5.pth
6,4.69149276945326,4.696840517861503,0.0002673552077419238,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch6.pth
7,4.675443578649451,4.790410881950741,0.0002919440007775453,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch7.pth
8,4.670557614987489,4.681618236360096,0.00029999708595138694,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch8.pth
9,4.666801205387822,4.703872644333613,0.00029818239640100065,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch9.pth
10,4.663038099884356,4.706915537516276,0.00029305757038206357,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch10.pth
11,4.6776800609770275,4.69416348139445,0.00028473708803931864,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch11.pth
12,4.658168976899808,4.745862188793364,0.00027340681519911965,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch12.pth
13,4.656478662339468,4.673701672326951,0.0002593198514340044,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch13.pth
14,4.656423646936972,4.662692110879081,0.00024279087623647864,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch14.pth
15,4.655668167840867,4.679839715503511,0.0002241891195991457,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch15.pth
16,4.657161258515858,4.66684345063709,0.00020393011402680615,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch16.pth
17,4.656891858136213,4.6886415254502065,0.00018246641222694707,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch17.pth
18,4.650665056137812,4.668063072931199,0.00016027747783007776,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch18.pth
19,4.650400038118716,4.651890055338542,0.00013785897496451391,True,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch19.pth
20,4.649163281476056,4.654077652522496,0.00011571169593881147,False,/media/data/rPPG/Code/GitHub/Catch_The_Mamba/Mamba_Hunt/results/models/UBFC_CROSS_MATCHED_SEED101/UBFC_CROSS_MATCHED_SEED101_RhythmMamba_Epoch20.pth
