evaluation_run,checkpoint,dataset,protocol,aggregation,split_begin,split_end,number_of_recordings,number_of_measurements,mae_bpm,mae_standard_error_bpm,recording_macro_rmse_bpm,accuracy_within_5_bpm_percent,completion_status
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,BH-rPPG,Official,recording,0.0,1.0,105,105,8.003086022888004,0.9163225120369085,8.003086022888004,62.857142857142854,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,10.845148726157129,0.6966814902893722,15.460255476782617,56.54705992861169,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,9.371180943080358,0.7419118203753401,11.980406608482323,57.74378585086042,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,COHFACE,Official,recording,0.0,1.0,160,160,11.570657065706571,0.7375487110136812,11.570657065706571,35.625,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,COHFACE,Old,window_to_recording,0.0,1.0,160,8242,18.54783971070158,0.6156649433226333,23.977720085316243,30.975491385586025,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,14.531802586146762,0.6285841380254161,18.343401468245055,32.71604938271605,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,PURE,Official,recording,0.8,1.0,12,12,4.185418541854186,3.319444212784614,4.185418541854186,91.66666666666666,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,PURE,Old,window_to_recording,0.8,1.0,12,735,4.178935786653776,0.9912664757743808,7.729168803539834,83.94557823129252,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,PURE,PRISM,window_to_recording,0.8,1.0,12,77,3.1120845249720985,0.958103297878919,5.241027789011468,88.31168831168831,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,TokyoTech,Official,recording,0.0,1.0,9,9,4.56045604560456,3.604469213315598,4.56045604560456,88.88888888888889,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,6.567389875082182,3.221346373797783,8.786655169304272,77.31755424063115,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,TokyoTech,PRISM,window_to_recording,0.0,1.0,9,153,5.3244198069852935,2.916578457922635,7.094732555915404,80.3921568627451,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,UBFC-PHYS,Official,recording,0.0,1.0,60,60,10.252025202520253,1.3194528501447835,10.252025202520253,45.0,PASSED
evaluation_protocols_a4_loss_suite,PURE_A4_L1_OFFICIAL_HARMONIC,UBFC-PHYS,Old,window_to_recording,0.0,1.0,60,10140,19.74211045364892,1.272251487647075,25.289733278477392,32.938856015779095,PASSED
