evaluation_run,checkpoint,dataset,protocol,aggregation,split_begin,split_end,number_of_recordings,number_of_measurements,mae_bpm,mae_standard_error_bpm,recording_macro_rmse_bpm,accuracy_within_5_bpm_percent,completion_status
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,BH-rPPG,Official,recording,0.0,1.0,105,105,2.684839912562685,0.48136336068442037,2.684839912562685,91.42857142857143,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,7.618620781645991,0.9577395076184283,11.71762245273821,79.82340785271464,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,5.210501534598214,0.701309643905474,7.080628427851306,83.17399617590823,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,COHFACE,Official,recording,0.0,1.0,160,160,4.637713771377139,0.5459995802301884,4.637713771377139,75.0,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,COHFACE,Old,window_to_recording,0.0,1.0,160,8242,12.261213613072645,0.6021276762541856,17.529524286587453,51.50448920165008,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,9.509857177734375,0.591987421515247,12.413167829716322,56.04938271604938,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,PURE,Official,recording,0.8,1.0,12,12,0.3150315031503137,0.07685981672636931,0.3150315031503137,100.0,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,PURE,Old,window_to_recording,0.8,1.0,12,735,0.7835921606542189,0.08352549131189642,1.4640775221039755,99.45578231292517,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,PURE,PRISM,window_to_recording,0.8,1.0,12,77,0.792694091796875,0.15728478743890448,1.100836005607071,98.7012987012987,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,TokyoTech,Official,recording,0.0,1.0,9,9,0.9000900090009023,0.3175219095187021,0.9000900090009023,100.0,PASSED
evaluation_protocols_a4_loss_weight_tuning,PURE_A4_L3_C010,TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,4.27284681130835,0.7592891080951253,10.463242806932588,89.94082840236686,PASSED
