epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,0.3220675555,0.9715434862,4.6521371534,3.1559298316,1.2775885207,0.3458555608,0.9973803554,4.6544900622,3.8397326855,1.4637948385,1.27910408698e-05,378,0,True,0
1,0.3011789412,0.9512564496,4.6506505694,2.9926508558,1.1092764379,0.3148965688,0.9889230285,4.6534466743,3.2030969302,1.1711195740,1.51554725672e-05,378,0,True,0
2,0.3044624195,0.9421966830,4.6501505362,3.0086941076,1.1602308031,0.2761550524,0.9107637667,4.6498005277,2.9290009476,0.9400229284,1.90673178408e-05,378,0,True,0
3,0.2910863929,0.9282998149,4.6482411844,2.8392537927,1.0542642985,0.2939532518,0.9654888130,4.6525985672,3.2219997542,1.0085548574,2.44835985032e-05,378,0,False,1
4,0.2716849979,0.9054027011,4.6469914472,2.6762314246,0.9060445970,0.2817530199,0.9707006034,4.6499588285,2.8970981132,0.8761289245,3.13448076188e-05,378,0,False,2
5,0.2654349434,0.8662350868,4.6449984091,2.6210127016,0.9218792546,0.2738959325,0.9704094308,4.6497234254,2.8721586171,0.7981404137,3.95755632872e-05,378,0,True,0
6,0.2639119978,0.8446539454,4.6454500496,2.6959023627,0.9498120647,0.2513852557,0.8608297030,4.6475678262,2.7501903330,0.7921931094,4.908543684e-05,378,0,True,0
7,0.2448001382,0.8026922396,4.6430325281,2.4780160044,0.8426167732,0.2700577073,0.9163271745,4.6489281972,2.8514941533,0.8679226933,5.97699463517e-05,378,0,False,1
8,0.2370651815,0.7626710578,4.6421358548,2.4986888366,0.8453096605,0.2456217828,0.8205737262,4.6467865581,2.7362187703,0.8150703303,7.15117045486e-05,378,0,True,0
9,0.2022281455,0.7027210171,4.6361291446,2.1094065684,0.6168393846,0.2312993294,0.8172448488,4.6440018245,2.4971284208,0.6785035581,8.41817085055e-05,378,0,True,0
10,0.1887195527,0.6447181014,4.6351881406,2.1329544675,0.5977593041,0.1952132469,0.7280803936,4.6402140481,2.2571007729,0.4959716501,9.76407569592e-05,378,0,True,0
11,0.1984677561,0.6610359486,4.6381608393,2.3217656335,0.6626056925,0.2096643709,0.7290497768,4.6395887193,2.3377396198,0.6385440886,0.000111740979668,378,0,False,1
12,0.1909057165,0.6017467982,4.6355480719,2.2883302667,0.7055635517,0.1812709943,0.6890346629,4.6375234967,2.1267809187,0.4346405883,0.000126327462015,378,0,True,0
13,0.1771007246,0.5816483474,4.6348945476,2.1461420658,0.6077104952,0.2259424523,0.7944578199,4.6438803764,2.5072314989,0.6705088419,0.000141239947004,378,0,False,1
14,0.1550661927,0.5257171675,4.6314590974,2.0289298025,0.4992275880,0.1718618942,0.6795671032,4.6347556614,1.9812159084,0.3594847074,0.000156314595954,378,0,True,0
15,0.1458948993,0.5143905549,4.6308603413,1.9667896461,0.4301678286,0.1512371903,0.5866189503,4.6324402991,1.9193749496,0.3391339722,0.00017138578854,378,0,True,0
16,0.1220370748,0.3976592366,4.6267908389,1.8070964649,0.4250522281,0.1474985544,0.5963516122,4.6315489088,1.8286867471,0.2822822844,0.000186287942409,378,0,True,0
17,0.1539280562,0.5084989656,4.6309851086,2.0217669351,0.5222826326,0.1718370792,0.6351995548,4.6355760711,2.0477388064,0.4479716626,0.000200857332385,378,0,False,1
18,0.1123621811,0.3920950715,4.6257309510,1.7558149787,0.3394316488,0.1793524119,0.6728889164,4.6356953666,2.0641737711,0.4477462591,0.000214933889261,378,0,False,2
19,0.1319888502,0.4391594178,4.6270321589,1.9274486625,0.4415696478,0.1176398482,0.4922059042,4.6243936266,1.6242205722,0.1919866513,0.000228362958428,378,0,True,0
20,0.1290387939,0.4192305141,4.6278844006,1.8844266997,0.4519268946,0.2090474786,0.7701918273,4.6392037619,2.2477728208,0.5500910887,0.000240996999018,378,0,False,1
21,0.1229500190,0.4065727331,4.6281248804,1.9366675287,0.4163546901,0.1200513431,0.5231581728,4.6242170334,1.5850520372,0.1541970521,0.000252697204885,378,0,False,2
22,0.0920801046,0.3250919856,4.6211635928,1.6450498823,0.2706170681,0.1009264290,0.4324648454,4.6215869359,1.5198412452,0.1443345825,0.000263335029626,378,0,True,0
23,0.1187370501,0.3832985060,4.6264554104,1.8751087561,0.4207734107,0.1070690697,0.4759813632,4.6216064589,1.4934266669,0.1187279362,0.000272793598879,378,0,False,1
24,0.0962110697,0.3348387514,4.6222759832,1.7077919125,0.2924331811,0.1270995112,0.5446475483,4.6227285476,1.5476689384,0.1816999988,0.000280968994381,378,0,False,2
25,0.1060620754,0.3462989529,4.6236881150,1.7738655856,0.3680228064,0.0939267061,0.4124571437,4.6188055129,1.4202514660,0.1143527581,0.000287771395688,378,0,True,0
26,0.0941817466,0.3101845198,4.6221225123,1.6943962744,0.3214483753,0.1750647836,0.7408056123,4.6262369292,1.6976717177,0.2690365865,0.000293126067003,378,0,False,1
27,0.1010590295,0.3231383008,4.6250668758,1.8483798025,0.3643136756,0.1711077357,0.6774587643,4.6257278624,1.7956705570,0.3561598202,0.000296974178272,378,0,False,2
28,0.0882143429,0.3036183899,4.6213226041,1.6305101820,0.2749066357,0.0936104226,0.4052432179,4.6189103762,1.4544507345,0.1256177694,0.000299273451532,378,0,True,0
29,0.1131386378,0.3636482041,4.6235514015,1.8271557389,0.4040899534,0.2377680092,0.8130757689,4.6405671619,2.4139526560,0.7515285142,0.000299999737735,378,0,False,1
30,0.0868812184,0.2794547992,4.6207344368,1.6128762298,0.3099025926,0.0983296421,0.4427194380,4.6177148864,1.4167511849,0.0978575341,0.000299836114086,378,0,False,2
31,0.0946025745,0.2987499724,4.6236468825,1.7862074161,0.3485257604,0.1222961061,0.5240400592,4.6232552846,1.5724068222,0.1748809304,0.000299370741653,378,0,False,3
32,0.0906875968,0.2855649277,4.6230589978,1.8034897059,0.3357461074,0.1013709186,0.4819074148,4.6151773771,1.3314670302,0.0498943464,0.000298604557633,378,0,False,4
33,0.0742555633,0.2413218382,4.6194150385,1.5719944882,0.2599119248,0.0789397634,0.3775182304,4.6131056922,1.2585676761,0.0343611582,0.000297539105019,378,0,True,0
34,0.0810540978,0.2723436419,4.6200386254,1.6223073296,0.2658536809,0.1078507145,0.4570070727,4.6227192152,1.5562814951,0.1644929922,0.000296176529491,378,0,False,1
35,0.0780038723,0.2326625152,4.6209623952,1.6525180371,0.3147136793,0.0796657679,0.3785535460,4.6131867999,1.2643190940,0.0395505760,0.000294519575094,378,0,False,2
36,0.0806462027,0.2552599603,4.6206586601,1.6608344657,0.2959420806,0.0715558627,0.3446491843,4.6116924195,1.2298258305,0.0262602554,0.000292571578714,378,0,True,0
37,0.0843049968,0.2667660032,4.6217241615,1.7742633151,0.3095179579,0.0673035618,0.3199290173,4.6128019605,1.2459672258,0.0331775688,0.000290336463357,378,0,True,0
38,0.0800344233,0.2641789398,4.6212498650,1.6718360110,0.2719863663,0.0838712145,0.3903673263,4.6136856306,1.2945220096,0.0579774762,0.000287818730248,378,0,False,1
39,0.0918828010,0.2734685934,4.6212675281,1.7758013458,0.3718907798,0.0903030660,0.4306830849,4.6114910534,1.2250151089,0.0416644744,0.000285023449765,378,0,False,2
40,0.0858315671,0.2740416375,4.6214083086,1.7424386986,0.3102323586,0.0688905976,0.3332070300,4.6126933870,1.2577830667,0.0224919048,0.000281956251232,378,0,False,3
41,0.0692166544,0.2313519110,4.6186199163,1.5535765293,0.2294627014,0.0931506575,0.4182521831,4.6156926428,1.3800520148,0.0950021933,0.000278623311578,378,0,False,4
42,0.0659501703,0.2181185780,4.6195022946,1.5703413133,0.2232645514,0.0619372958,0.2999701534,4.6112025579,1.2203295220,0.0194326431,0.000275031342901,378,0,True,0
43,0.0836297116,0.2568090570,4.6223601160,1.7341335192,0.3226789872,0.0883724908,0.3961148586,4.6165898232,1.4380469697,0.0914951735,0.000271187578947,378,0,False,1
44,0.0768208081,0.2325984487,4.6226480701,1.7110350208,0.3030111605,0.0824574888,0.3797833857,4.6163744427,1.3990125520,0.0650081083,0.000267099760545,378,0,False,2
45,0.0767296615,0.2319768749,4.6195177780,1.6607931127,0.3033428627,0.2216274684,0.7913937205,4.6398006757,2.2804135595,0.6334871892,0.000262776120018,378,0,False,3
46,0.0731507898,0.2496721707,4.6183736842,1.5902722696,0.2321635362,0.0721487963,0.3371310910,4.6143441109,1.3263879356,0.0472257702,0.000258225364602,378,0,False,4
47,0.0703815698,0.2275296625,4.6187419538,1.5948799767,0.2487563770,0.0668993286,0.3268215452,4.6123633793,1.2275203716,0.0153501873,0.000253456658913,378,0,False,5
48,0.0747829514,0.2335435695,4.6196691473,1.6456090546,0.2807423655,0.1009280781,0.4917810639,4.6122447831,1.2385079952,0.0257186407,0.000248479606489,378,0,False,6
49,0.0740525527,0.2290085555,4.6204365700,1.6635230048,0.2825083985,0.0887450633,0.3942281127,4.6190362295,1.4475619430,0.0989943943,0.000243304230452,378,0,False,7
50,0.0663754811,0.2089809636,4.6180894816,1.5668288400,0.2457928829,0.0779863717,0.3828016996,4.6109626043,1.1855038552,0.0142602958,0.000237940953321,378,0,False,8
51,0.0674872382,0.2251023073,4.6180506106,1.5654693211,0.2246677491,0.0699669957,0.3390709167,4.6111132894,1.1900893109,0.0215281154,0.000232400576021,378,0,False,9
52,0.0696759128,0.2002206997,4.6210341958,1.6483922963,0.2963177334,0.0916214330,0.4457048496,4.6129496847,1.2353957562,0.0248046149,0.000226694256136,378,0,False,10
