model,prism,toolbox
SE_p05_c05,1.7480279919472914,0.6644096278348871
SE_p06_c04,1.0640024536177934,0.49098031829389355
SE_p07_c03,1.259931351952755,0.3581764029986793
SE_p08_c02,0.7077481472740628,0.34437111763222555
SE_p09_c01,1.41436630510809,0.39052461346898437
SE_p10_c01,0.6969574798707244,0.3154742889544074
