epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,0.5208751763,1.0018854837,4.6520281734,3.2049806102,1.0455633578,0.4714024109,0.9515870330,4.6469366086,2.8108499112,0.8348969043,1.27902315635e-05,324,70,65,70,67,272,True,0
1,0.5085985533,0.9787453805,4.6513779339,3.1284947683,0.9752397977,0.4674455349,0.9627369836,4.6459547575,2.7489812699,0.9221103338,1.5152253116e-05,308,73,57,74,84,288,True,0
2,0.5035128613,0.9505580872,4.6510433735,3.1340124015,1.0185450579,0.4850300624,0.9445203519,4.6500213858,2.9612600494,1.0799486033,1.90601404356e-05,297,79,68,88,64,299,False,1
3,0.4870499140,0.9259726409,4.6499762471,3.0185538042,0.9873257003,0.4667981731,0.9092450839,4.6480657094,2.8494914414,1.0919084363,2.44710027459e-05,294,70,78,72,82,302,True,0
4,0.4560001024,0.8706993401,4.6470875964,2.8186022739,0.8520225551,0.4476270312,0.8925847535,4.6447849459,2.6911008017,0.9190406753,3.13254534608e-05,306,75,69,73,73,290,True,0
5,0.4326322075,0.8251266247,4.6452724246,2.6760686676,0.7603947742,0.4174613984,0.8523813912,4.6428351836,2.4698511811,0.7822801773,3.95482619791e-05,305,77,70,70,74,291,True,0
6,0.4093241400,0.7826751107,4.6429618445,2.5278910438,0.6756825395,0.3889458555,0.8290068941,4.6397252269,2.2314447087,0.6437815970,4.90491793723e-05,296,67,77,70,86,300,True,0
7,0.4028862249,0.7734456258,4.6421207646,2.4819706990,0.6721829367,0.3520529657,0.7450311687,4.6349541491,2.0304671170,0.5389093919,5.97239289073e-05,305,84,61,73,73,291,True,0
8,0.3786819629,0.7217372824,4.6393721728,2.3433449684,0.5807881457,0.3442344135,0.7278555454,4.6340510071,1.9866329757,0.5248398185,7.14553505281e-05,296,89,74,67,70,300,True,0
9,0.3699574791,0.6974276340,4.6391287714,2.3047194257,0.5233140686,0.3220782199,0.6777494488,4.6309184966,1.8652832493,0.4697680110,8.41146867396e-05,289,81,80,80,66,307,True,0
10,0.3513385645,0.6604853436,4.6368123125,2.1924148838,0.4803352720,0.3148055723,0.6409055823,4.6303336404,1.8662444492,0.4353419012,9.75629957774e-05,291,83,83,65,74,305,True,0
11,0.3333291609,0.6113929036,4.6347294750,2.1105057585,0.4317337577,0.3043704606,0.6281455299,4.6284166249,1.7874132132,0.4336885469,0.000111652676554,302,64,86,81,63,294,True,0
12,0.3387391393,0.6189221328,4.6345254271,2.1495470393,0.4516716903,0.3032761383,0.6483393884,4.6267948398,1.7360825972,0.4015085693,0.000126229088647,290,87,89,63,67,306,True,0
13,0.3224396132,0.5906747642,4.6326888392,2.0430465273,0.4206391647,0.2727623245,0.5310554915,4.6245710571,1.6655121453,0.3683908586,0.000141132249543,309,70,80,78,59,287,True,0
14,0.3162885256,0.5600937029,4.6323434010,2.0426977497,0.4165243054,0.2709576584,0.5188032807,4.6247929226,1.6719699773,0.3808001287,0.000156198590517,291,77,60,82,86,305,True,0
15,0.2995406035,0.5277780648,4.6302769552,1.9398498559,0.3697608928,0.2387987249,0.4339440717,4.6202805754,1.5200991135,0.2817156816,0.000171262751874,285,72,87,75,77,311,True,0
16,0.2904402142,0.5051892988,4.6282461570,1.8940234328,0.3660793284,0.2911784254,0.5692798240,4.6261488184,1.7732244126,0.3837784660,0.000186159397838,303,74,74,80,65,293,False,1
17,0.2712096677,0.4727253086,4.6245164391,1.7666460012,0.2997871809,0.2128932571,0.3955393677,4.6099865591,1.3378537738,0.1558879552,0.00020072503119,307,55,81,73,80,289,True,0
18,0.2646470384,0.4616491958,4.6222655085,1.7231719638,0.2700193333,0.2406485886,0.4508818098,4.6181175864,1.5047221880,0.2647823537,0.000214799787717,294,69,85,79,69,302,False,1
19,0.2751991129,0.4652075576,4.6249012339,1.8215759457,0.3397859127,0.2506818969,0.5241504459,4.6161332069,1.4585180670,0.2200323942,0.000228229190798,323,66,65,68,74,273,False,2
20,0.2455888995,0.4174435415,4.6180601920,1.6210018548,0.2425606025,0.2163623059,0.4078456264,4.6128287315,1.3479317148,0.1943544365,0.000240865846846,295,74,69,82,76,301,False,3
21,0.2413862390,0.4123908401,4.6172818498,1.5890806497,0.2160333518,0.2094951609,0.3866064343,4.6093464579,1.3217386874,0.1480242007,0.000252571063021,314,72,72,69,69,282,True,0
22,0.2510006394,0.4218473642,4.6190153416,1.6663116289,0.2685366376,0.3167195719,0.7307193070,4.6258623817,1.7057570916,0.3430047267,0.000263216369444,299,64,78,72,83,297,False,1
23,0.2962831935,0.5145063420,4.6243444737,1.9338191628,0.4124084267,0.2317340362,0.4456989123,4.6158131934,1.4259425758,0.2370895259,0.000272684929211,314,66,82,67,67,282,False,2
24,0.2439868796,0.4095210339,4.6175505267,1.6208266796,0.2380777985,0.2006390162,0.3638369275,4.6077026578,1.2787162669,0.1147304128,0.000280872820727,281,83,72,82,78,315,True,0
25,0.2681445087,0.4526660550,4.6218223252,1.7761129541,0.3224247064,0.1895045756,0.3178553330,4.6065647509,1.2593350650,0.1174211420,0.000287690178294,320,67,71,80,58,276,True,0
26,0.2315560137,0.3863092885,4.6150021201,1.5429414775,0.2000415341,0.1921602598,0.3575666678,4.6051542728,1.2064692664,0.0900302147,0.000293062178424,294,79,74,83,66,302,False,1
27,0.2296394524,0.3701949616,4.6146290734,1.5560045818,0.2078987243,0.1883132318,0.3192101438,4.6059562819,1.2447120338,0.1063781155,0.00029692986106,335,54,72,72,63,261,True,0
28,0.2354159125,0.3954173667,4.6160128261,1.5633243570,0.1998129555,0.1848391989,0.2854178343,4.6049299674,1.2775562398,0.1101986363,0.00029925077669,279,90,76,76,75,317,True,0
29,0.2474506091,0.4039890088,4.6169930720,1.6665280009,0.2558484538,0.1945715986,0.3258926342,4.6071793507,1.2939308224,0.1293683387,0.000299999895385,287,78,76,85,70,309,False,1
30,0.2414528215,0.3831245265,4.6163486890,1.6482791221,0.2678605449,0.2111326183,0.3819964873,4.6125714376,1.3473332052,0.1912220317,0.000299840907969,321,74,78,59,64,275,False,2
31,0.2222349328,0.3611002216,4.6118691624,1.5001488388,0.1865578162,0.1938118706,0.3073723934,4.6072219750,1.3233739022,0.1602304082,0.000299380162113,314,66,76,69,71,282,False,3
32,0.2208809216,0.3538854252,4.6098650830,1.5010383817,0.1983498945,0.2048871227,0.3400694256,4.6094454171,1.3687322960,0.1838277896,0.0002986185857,280,77,89,73,77,316,False,4
33,0.2361892006,0.3916118801,4.6156171344,1.5786682359,0.2239396596,0.1811630422,0.2760506549,4.6066625707,1.2595290518,0.1163017344,0.000297557712442,294,61,74,88,79,302,True,0
34,0.2245758480,0.3678289620,4.6143428687,1.5101005735,0.1822735508,0.1712320252,0.2358503657,4.6071344351,1.2406194411,0.1212863540,0.000296199678797,317,58,83,69,69,279,True,0
35,0.2189413161,0.3641043280,4.6125488729,1.4612044824,0.1613533273,0.1699168372,0.2491109917,4.6047763948,1.2009464015,0.0883255059,0.000294547219663,314,83,66,65,68,282,True,0
36,0.2040851194,0.3283373545,4.6065884693,1.3841764711,0.1185852113,0.1711689394,0.2524412255,4.6042858966,1.2068069686,0.0927826998,0.000292603662875,284,82,75,76,79,312,False,1
37,0.2013805625,0.3297687647,4.6073280885,1.3542680868,0.1250599072,0.1704508128,0.2423217970,4.6051426615,1.2198644420,0.0963073775,0.000290372922495,291,90,66,78,71,305,False,2
38,0.2122843666,0.3386125301,4.6099494416,1.4456185591,0.1557188789,0.1769000437,0.2630313805,4.6059692309,1.2429376663,0.1117768053,0.00028785949094,294,86,72,70,74,302,False,3
39,0.2078381917,0.3427194101,4.6070389908,1.3929430406,0.1354461577,0.1895297125,0.3014542522,4.6055493417,1.2923885267,0.1147370493,0.000285068429924,312,72,77,74,61,284,False,4
40,0.2019013430,0.3302047141,4.6083025708,1.3586039887,0.1213621989,0.1766213844,0.2703221082,4.6047994750,1.2255695965,0.0854842525,0.000282005360274,300,61,82,69,84,296,False,5
41,0.2034321129,0.3296105706,4.6072169278,1.3750999286,0.1352186558,0.1917259544,0.3053349175,4.6098671393,1.3065897118,0.1606516287,0.000278676450605,285,85,82,73,71,311,False,6
42,0.2136722664,0.3577672267,4.6084008409,1.4211881321,0.1456915331,0.1858796696,0.2851186408,4.6094067995,1.2885593718,0.1486849746,0.000275088404897,286,80,73,81,76,310,False,7
43,0.2078364649,0.3393031733,4.6068514305,1.3997582973,0.1571768821,0.1746606802,0.2459124644,4.6052386482,1.2547818175,0.1064326367,0.000271248448997,279,85,85,75,72,317,False,8
44,0.2007993328,0.3333600830,4.6056279560,1.3412731254,0.1094390137,0.1684514282,0.2345886074,4.6054021228,1.2153369885,0.1022382479,0.000267164316065,294,58,77,65,102,302,True,0
45,0.1971045716,0.3256804949,4.6052565735,1.3196847095,0.0989295455,0.1728111860,0.2646707478,4.6046158679,1.1987703621,0.0837265783,0.000262844231001,314,67,75,77,63,282,False,1
46,0.2259716680,0.3830336586,4.6121933540,1.4936493627,0.1663254435,0.1785529486,0.2836900419,4.6063145724,1.2181492626,0.0988590989,0.000258296893882,301,71,68,84,72,295,False,2
47,0.2045315230,0.3415209819,4.6059232494,1.3622732098,0.1350873047,0.1804052973,0.2702880854,4.6093752663,1.2634767836,0.1465640858,0.00025353146244,320,62,67,82,65,276,False,3
48,0.1951837586,0.3325901376,4.6039215318,1.2866572990,0.0916248990,0.1774046454,0.2434087009,4.6058571741,1.2872290147,0.1580499233,0.000248557533618,296,80,65,71,84,300,False,4
49,0.1922140300,0.3129821506,4.6058038353,1.2961760063,0.0893525678,0.1714385645,0.2470685507,4.6044095151,1.2202486017,0.1045447787,0.000243385124249,297,78,74,74,73,299,False,5
50,0.1900264460,0.3156821220,4.6038956674,1.2689001864,0.0814821038,0.1659874264,0.2214834785,4.6067341148,1.2169072357,0.1039288258,0.000238024650876,309,67,68,74,78,287,True,0
51,0.1862170809,0.3128878451,4.6016499276,1.2363951078,0.0729598878,0.1636203239,0.2207868517,4.6042878906,1.1946294826,0.0833487729,0.000232486908778,291,81,86,74,64,305,True,0
52,0.1892244594,0.3029520433,4.6050179565,1.2863404535,0.0907219970,0.1672355477,0.2427902036,4.6041780695,1.1867750101,0.0816387571,0.000226783050232,314,76,65,67,74,282,False,1
53,0.1868653607,0.3072020916,4.6036083394,1.2542494431,0.0696529976,0.1694665859,0.2445970151,4.6052478320,1.2054718299,0.1029864944,0.00022092456205,304,82,76,65,69,292,False,2
54,0.1889448765,0.3058451078,4.6034307384,1.2777585327,0.0981541314,0.1672915145,0.2265855674,4.6061768532,1.2197439810,0.1126220420,0.000214923242447,322,58,80,57,79,274,False,3
55,0.1891705317,0.3076223451,4.6035417774,1.2764605748,0.0810244891,0.1662032693,0.2327088644,4.6041864606,1.1966149714,0.0887706647,0.000208791177283,299,77,90,63,67,297,False,4
56,0.1810940523,0.2984263927,4.6012802636,1.2140877039,0.0603196100,0.1654762525,0.2291042578,4.6036509353,1.1965539486,0.0845824625,0.000202540715719,298,80,58,78,82,298,False,5
57,0.1854567702,0.3079894830,4.6008504477,1.2385887188,0.0840441157,0.1647998594,0.2234091964,4.6052723488,1.2011801237,0.0986796247,0.000196184445355,293,85,83,69,66,303,False,6
58,0.1901197652,0.3111477318,4.6028247136,1.2789021818,0.0920470047,0.1695562351,0.2537007460,4.6038425743,1.1881608468,0.0832019154,0.000189735166872,279,86,74,85,72,317,False,7
59,0.1942579286,0.3222052081,4.6045450492,1.2981688736,0.1122579245,0.1782215042,0.2769156621,4.6061778688,1.2283836959,0.1095904477,0.00018320586826,298,75,79,71,73,298,False,8
