epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,4.4722486950,0.9796428968,4.6519484264,3.2317888321,1.0445313262,4.1167376382,0.9857628361,4.6495145327,2.9756329617,0.9439521672,1.27902315635e-05,296,78,81,74,67,300,True,0
1,4.3901475804,0.9771012716,4.6519861829,3.1491480322,1.0455792606,4.0008578084,0.9708801640,4.6484524058,2.8538841427,0.9527976559,1.5152253116e-05,296,71,77,84,68,300,True,0
2,4.3364080519,0.9847413597,4.6518062649,3.1232632455,1.0161965053,4.1579699671,1.0024833911,4.6500712494,2.9588027310,0.9986705153,1.90601404356e-05,311,67,69,72,77,285,False,1
3,4.2156237964,0.9960319900,4.6507330229,3.0542368665,0.9621804621,4.0537033917,0.9812890322,4.6490022176,2.8845734875,0.9728721605,2.44710027459e-05,308,73,70,72,73,288,False,2
4,4.0351607207,1.0068637509,4.6501282398,2.9539226654,0.8798652943,4.2571147293,0.9755627474,4.6496520476,3.0279860899,1.0340160348,3.13254534608e-05,303,61,84,78,70,293,False,3
5,4.1008795092,0.9990248064,4.6508524466,2.9918258814,0.9092486005,4.2597189878,0.9844175422,4.6496907024,3.0002179301,1.0626174722,3.95482619791e-05,294,68,91,79,64,302,False,4
6,3.9269732981,0.9926779366,4.6504657541,2.9110505517,0.8173871232,4.1833858335,0.9763401097,4.6488290390,2.9548765127,1.0332411419,4.90491793723e-05,327,68,77,57,67,269,False,5
7,3.9513115243,0.9912631320,4.6506507797,2.9238723508,0.8291865027,4.4612350278,0.9924858623,4.6503042679,3.1240830948,1.1386547135,5.97239289073e-05,273,83,85,73,82,323,False,6
8,4.0222767968,0.9949346701,4.6512143628,2.9781401381,0.8451496614,4.1977938615,0.9702435964,4.6497909001,2.9577798379,1.0459652984,7.14553505281e-05,292,75,93,74,62,304,False,7
9,3.9639870384,0.9752911049,4.6509508863,2.9404085275,0.8285203120,4.0740155678,0.9852782643,4.6486647036,2.8744965064,1.0024635947,8.41146867396e-05,296,71,84,66,79,300,False,8
10,3.9658550544,0.9687882554,4.6504835922,2.9196915242,0.8524057857,4.0085830874,0.9826723151,4.6475094139,2.8420642785,0.9699843255,9.75629957774e-05,292,87,80,68,69,304,False,9
11,3.7814392227,0.9705997909,4.6493818936,2.8295269172,0.7577923440,3.6871747568,0.9696648926,4.6459285934,2.6591744516,0.8340672704,0.000111652676554,268,89,95,74,70,328,True,0
12,3.6742798338,0.9751996418,4.6492115891,2.7572123508,0.7220276090,3.6385315579,0.9740470152,4.6456687419,2.6252951622,0.8184270410,0.000126229088647,293,78,71,73,81,303,True,0
13,3.7240966662,0.9479110697,4.6485409129,2.7840818079,0.7504326357,3.3145467368,0.9220038467,4.6427784957,2.4377589257,0.6923871830,0.000141132249543,291,68,76,79,82,305,True,0
14,3.7240934532,0.8984752437,4.6472759791,2.7636777875,0.7807205923,3.2795199729,0.9481093729,4.6421907351,2.3928639239,0.6970340648,0.000156198590517,286,81,75,87,67,310,True,0
15,4.2505994579,0.9760362158,4.6499953526,3.0447301305,1.0106620957,3.7830321015,0.9895589816,4.6458613346,2.6919586380,0.8931616483,0.000171262751874,306,68,71,70,81,290,False,1
16,3.6921777021,0.9351863765,4.6460519253,2.7228555215,0.7822849126,3.1904851059,0.9028527636,4.6396522336,2.3346299258,0.6752845978,0.000186159397838,292,64,78,73,89,304,True,0
17,3.2797025546,0.8886170179,4.6426082233,2.4821386577,0.6198405491,3.4374941386,1.0030464754,4.6443501386,2.5051780955,0.7317066533,0.00020072503119,300,76,68,68,84,296,False,1
18,3.7657152198,0.9636265087,4.6483348808,2.7877514138,0.7852385528,3.0578620248,0.9816670170,4.6389200223,2.2447384859,0.6167900942,0.000214799787717,318,77,64,59,78,278,True,0
19,3.0690008890,0.9134325693,4.6392501793,2.3223451888,0.5639691857,2.6748469805,0.8788674242,4.6335743433,1.9781222374,0.5209511906,0.000228229190798,317,61,76,65,77,279,True,0
20,2.8727871060,0.8337492539,4.6365483015,2.2028601706,0.5031770955,2.7068540090,0.8551670870,4.6325498804,1.9715859178,0.5642347471,0.000240865846846,303,71,71,78,73,293,False,1
21,2.8839042123,0.8222722899,4.6372883368,2.2179205306,0.5015292274,2.5724196496,0.9377483695,4.6322412181,1.8862580727,0.4986117726,0.000252571063021,284,87,79,86,60,312,True,0
22,2.7569722105,0.8197418551,4.6348117822,2.1386196885,0.4544041491,2.2877492007,0.7640016876,4.6282991682,1.7527848823,0.3821640108,0.000263216369444,288,84,85,75,64,308,True,0
23,2.7685861380,0.8445442451,4.6354406536,2.1346280471,0.4650492025,2.4851387940,0.8922326526,4.6297153560,1.8413544042,0.4653379035,0.000272684929211,297,78,77,70,74,299,False,1
24,2.5178208671,0.7912304409,4.6325135199,1.9901740807,0.3694007165,2.3175793654,0.8661318390,4.6274269463,1.7291735209,0.4151794643,0.000280872820727,308,71,74,66,77,288,False,2
25,2.8056243186,0.8394879391,4.6362633129,2.1604628259,0.4772639347,2.2361780359,0.7876474548,4.6265262381,1.7066381891,0.3720103466,0.000287690178294,268,82,80,71,95,328,True,0
26,2.5116474956,0.7790978251,4.6314056320,1.9765912686,0.3792365945,2.0201765314,0.7410105598,4.6215953951,1.5668346077,0.3051397828,0.000293062178424,298,79,82,73,64,298,True,0
27,2.2209388474,0.7371900682,4.6267921397,1.8001158541,0.2733850283,1.8962604938,0.6972844307,4.6204289833,1.4869028299,0.2699008426,0.00029692986106,308,78,74,71,65,288,True,0
