epoch,lr,train_loss,val_loss,val_hr_mae
1,0.0003,3.345617824625746,3.0355887520279747,3.2724846645058485
2,0.0003,3.0670109288046294,3.034688440347902,3.5562957372191697
3,0.0003,3.043053929248703,3.0346760439224743,3.7070534736504595
4,0.0003,3.0383957682814553,3.024589298368059,3.493207537357005
5,0.0003,3.0353936870967115,3.018365966122957,3.4566435286567496
6,0.0003,3.035130557479145,3.015321265455709,3.5397176331410143
7,0.0003,3.0342940840320054,3.0097099476700757,3.3239185584407043
8,0.0003,3.0328764471606675,3.011597040778806,3.400737614081972
9,0.0003,3.031385473625682,3.00692357900775,3.3659895223887477
10,0.0003,3.032931307142026,3.0079904520969696,3.3588568312940805
11,0.0003,3.0312921797672163,3.0097763697008384,3.37291550032983
12,0.0003,3.0335167745786293,3.00872720751454,3.422119155372541
13,0.0003,3.031392090521126,3.0082677483223486,3.422119155372541
14,0.0003,3.030122667205668,3.0079750695179417,3.380157103802181
15,0.00015,3.0311941512277194,3.009820457027689,3.429148208793347
16,0.00015,3.032943372369927,3.007102710907998,3.408060486336791
17,0.00015,3.0342922001241526,3.0069656081588443,3.415089820854666
18,0.00015,3.0308427662715736,3.0059136879589365,3.394002660592248
19,0.00015,3.0319501917830136,3.005923320337669,3.394002660592248
20,0.00015,3.033781389521661,3.0092875007836755,3.415089820854666
21,0.00015,3.030938884699456,3.0085281436423217,3.415089820854666
22,0.00015,3.0312707150539504,3.0074733152720228,3.408060486336791
23,0.00015,3.0332714538039447,3.0069459215323278,3.3660989969605692
24,7.5e-05,3.0316052912774487,3.007140244517018,3.3660989969605692
25,7.5e-05,3.0316664965798923,3.0088155486366968,3.415089820854666
26,7.5e-05,3.0333054685147007,3.007688483682434,3.408060486336791
27,7.5e-05,3.0319038915188514,3.0082962072778217,3.3731280503813754
28,7.5e-05,3.0341386101624677,3.007616360833294,3.415089820854666
29,7.5e-05,3.0325201661118837,3.0078379026393303,3.408060486336791
30,3.75e-05,3.0324182285772308,3.007994226126774,3.415089820854666
31,3.75e-05,3.0305267230595385,3.0081132238114563,3.408060486336791
32,3.75e-05,3.0294354812229907,3.007982030357282,3.408060486336791
33,3.75e-05,3.031655551429107,3.0075824656213905,3.415089820854666
34,3.75e-05,3.0321951505179716,3.008041645057199,3.408060486336791
35,3.75e-05,3.03121263807065,3.0072957506331752,3.415089820854666
36,1.875e-05,3.031295384558562,3.0080513701666822,3.415089820854666
37,1.875e-05,3.032169847755789,3.0078471515819976,3.415089820854666
38,1.875e-05,3.029992667670562,3.0078846744655334,3.415089820854666
39,1.875e-05,3.0308958091914096,3.0076394472149004,3.408060486336791
40,1.875e-05,3.030942714815942,3.0079808098865426,3.408060486336791
41,1.875e-05,3.033902645556726,3.0074188403135835,3.415089820854666
42,1e-05,3.0318488231551983,3.007673750665552,3.415089820854666
43,1e-05,3.034226817282561,3.007767399114879,3.408060486336791
44,1e-05,3.033474208439622,3.00750549172506,3.415089820854666
45,1e-05,3.0330402743259324,3.0075746478605403,3.408060486336791
46,1e-05,3.0321310949771205,3.0075424555427244,3.408060486336791
47,1e-05,3.032315047344315,3.0076203238997596,3.415089820854666
48,1e-05,3.0285387204072185,3.0075609507466883,3.408060486336791
