evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,other_large_error_count
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,BH-rPPG,Official,recording,105,95,3,0,0,7
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,BH-rPPG,Old,window,5323,4112,137,54,61,959
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,BH-rPPG,PRISM,window,523,420,15,6,1,81
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,COHFACE,Official,recording,160,114,9,1,1,35
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,COHFACE,Old,window,8242,3985,409,147,444,3257
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,COHFACE,PRISM,window,810,452,43,14,20,281
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,PURE,Old,window,735,733,0,0,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,PURE,PRISM,window,77,76,1,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,TokyoTech,Old,window,1521,1342,2,0,20,157
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,TokyoTech,PRISM,window,153,139,0,0,2,12
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,UBFC-PHYS,Official,recording,60,36,6,1,0,17
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,UBFC-PHYS,Old,window,10102,3951,1075,1382,328,3366
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,UBFC-PHYS,PRISM,window,1017,442,119,101,25,330
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,UBFC-rPPG,Official,recording,42,39,0,0,0,3
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,UBFC-rPPG,Old,window,2267,2112,2,4,6,143
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED100,UBFC-rPPG,PRISM,window,239,225,1,0,1,12
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,BH-rPPG,Official,recording,105,96,2,0,0,7
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,BH-rPPG,Old,window,5322,4058,124,63,105,972
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,BH-rPPG,PRISM,window,523,440,11,3,4,65
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,COHFACE,Official,recording,160,114,5,0,3,38
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,COHFACE,Old,window,8242,3902,234,43,706,3357
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,COHFACE,PRISM,window,810,439,22,5,36,308
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,PURE,Old,window,735,732,0,0,0,3
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,PURE,PRISM,window,77,77,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,TokyoTech,Old,window,1521,1400,0,0,1,120
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,TokyoTech,PRISM,window,153,146,0,0,0,7
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,UBFC-PHYS,Official,recording,60,37,7,0,0,16
