evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,other_large_error_count
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,UBFC-PHYS,Old,window,10076,3863,1105,1184,504,3420
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,UBFC-PHYS,PRISM,window,1020,435,125,89,45,326
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,UBFC-rPPG,Old,window,2278,2210,1,0,4,63
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED101,UBFC-rPPG,PRISM,window,239,236,0,0,1,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,BH-rPPG,Official,recording,105,92,3,3,0,7
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,BH-rPPG,Old,window,5323,3716,354,556,11,686
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,BH-rPPG,PRISM,window,523,397,37,32,0,57
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,COHFACE,Official,recording,160,105,19,3,1,32
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,COHFACE,Old,window,8242,3117,1126,1191,208,2600
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,COHFACE,PRISM,window,810,365,114,77,6,248
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,PURE,Old,window,735,732,0,0,0,3
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,PURE,PRISM,window,77,76,0,0,0,1
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,TokyoTech,Official,recording,9,8,0,0,0,1
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,TokyoTech,Old,window,1521,1300,5,88,1,127
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,TokyoTech,PRISM,window,153,136,0,5,0,12
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,UBFC-PHYS,Official,recording,60,37,8,1,0,14
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,UBFC-PHYS,Old,window,10123,3925,1239,1720,210,3029
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,UBFC-PHYS,PRISM,window,1020,439,158,122,12,289
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,UBFC-rPPG,Old,window,2280,2189,7,19,2,63
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED102,UBFC-rPPG,PRISM,window,239,228,0,0,0,11
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,BH-rPPG,Official,recording,105,102,1,0,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,BH-rPPG,Old,window,5323,4269,161,49,32,812
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,BH-rPPG,PRISM,window,523,429,16,2,1,75
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,COHFACE,Official,recording,160,117,6,0,3,34
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,COHFACE,Old,window,8242,3979,360,113,341,3449
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,COHFACE,PRISM,window,810,463,37,7,22,281
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,PURE,Old,window,735,732,0,1,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,PURE,PRISM,window,77,76,0,0,0,1
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,TokyoTech,Old,window,1521,1380,0,21,0,120
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,TokyoTech,PRISM,window,153,145,0,0,0,8
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,UBFC-PHYS,Official,recording,60,40,6,1,0,13
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,UBFC-PHYS,Old,window,10118,4001,1204,1365,270,3278
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,UBFC-PHYS,PRISM,window,1020,431,138,108,21,322
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,UBFC-rPPG,Old,window,2280,2215,1,0,0,64
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED103,UBFC-rPPG,PRISM,window,239,230,1,0,0,8
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,BH-rPPG,Official,recording,105,98,1,2,0,4
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,BH-rPPG,Old,window,5323,4029,177,142,60,915
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,BH-rPPG,PRISM,window,523,420,14,13,0,76
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,COHFACE,Official,recording,160,124,6,0,1,29
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,COHFACE,Old,window,8242,4318,234,28,483,3179
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,COHFACE,PRISM,window,810,486,35,2,20,267
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,PURE,Old,window,735,732,0,1,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,PURE,PRISM,window,77,76,0,0,0,1
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,TokyoTech,Old,window,1521,1369,2,19,2,129
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,TokyoTech,PRISM,window,153,142,0,0,0,11
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,UBFC-PHYS,Official,recording,60,39,8,0,0,13
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,UBFC-PHYS,Old,window,10106,4000,1175,1248,344,3339
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,UBFC-PHYS,PRISM,window,1019,439,132,96,27,325
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,UBFC-rPPG,Old,window,2280,2206,3,0,1,70
evaluation_protocols_pure_a4_pilot,PURE_A4_L0_SEED104,UBFC-rPPG,PRISM,window,239,232,0,0,0,7
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,BH-rPPG,Official,recording,105,97,2,2,0,4
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,BH-rPPG,Old,window,5323,4096,166,295,19,747
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,BH-rPPG,PRISM,window,523,433,18,15,1,56
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,COHFACE,Official,recording,160,94,9,0,10,47
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,COHFACE,Old,window,8242,3011,132,11,1506,3582
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,COHFACE,PRISM,window,810,409,52,0,43,306
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,PURE,Official,recording,59,59,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,PURE,Old,window,3555,3320,24,51,22,138
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,PURE,PRISM,window,374,345,3,6,3,17
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,TokyoTech,Old,window,1521,1321,2,6,18,174
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,TokyoTech,PRISM,window,153,143,0,0,1,9
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,UBFC-PHYS,Official,recording,60,38,7,1,0,14
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,UBFC-PHYS,Old,window,10120,3844,1273,1515,286,3202
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,UBFC-PHYS,PRISM,window,1020,418,122,124,20,336
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,UBFC-rPPG,Old,window,497,490,0,0,1,6
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED100,UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,BH-rPPG,Official,recording,105,78,6,0,0,21
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,BH-rPPG,Old,window,5323,3332,195,218,115,1463
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,BH-rPPG,PRISM,window,523,357,17,13,6,130
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,COHFACE,Official,recording,160,67,37,3,2,51
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,COHFACE,Old,window,8242,2720,659,536,554,3773
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,COHFACE,PRISM,window,810,323,92,32,27,336
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,PURE,Official,recording,59,53,1,2,0,3
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,PURE,Old,window,3534,2988,33,101,33,379
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,PURE,PRISM,window,372,313,4,20,4,31
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,TokyoTech,Official,recording,9,8,0,0,0,1
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,TokyoTech,Old,window,1521,1249,1,5,60,206
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,TokyoTech,PRISM,window,153,128,0,0,6,19
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,UBFC-PHYS,Official,recording,60,34,6,0,1,19
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,UBFC-PHYS,Old,window,10106,3292,1250,1116,666,3782
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,UBFC-PHYS,PRISM,window,1020,346,128,101,45,400
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,UBFC-rPPG,Old,window,497,478,0,0,11,8
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED101,UBFC-rPPG,PRISM,window,52,50,0,0,1,1
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,BH-rPPG,Official,recording,105,92,5,0,0,8
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,BH-rPPG,Old,window,5323,3675,267,181,78,1122
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,BH-rPPG,PRISM,window,523,383,24,18,3,95
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,COHFACE,Official,recording,160,137,5,0,3,15
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,COHFACE,Old,window,8242,5417,124,11,362,2328
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,COHFACE,PRISM,window,810,569,14,0,21,206
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,PURE,Official,recording,59,53,1,2,0,3
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,PURE,Old,window,3524,3147,46,81,46,204
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,PURE,PRISM,window,373,327,5,15,6,20
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,TokyoTech,Old,window,1521,1343,1,5,14,158
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,TokyoTech,PRISM,window,153,141,0,0,1,11
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,UBFC-PHYS,Official,recording,60,38,8,0,1,13
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,UBFC-PHYS,Old,window,10118,3838,1219,1431,319,3311
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,UBFC-PHYS,PRISM,window,1020,419,129,115,30,327
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,UBFC-rPPG,Old,window,497,492,0,0,0,5
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED102,UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,BH-rPPG,Official,recording,105,92,1,1,1,10
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,BH-rPPG,Old,window,5323,3965,183,268,32,875
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,BH-rPPG,PRISM,window,523,417,14,16,5,71
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,COHFACE,Official,recording,160,128,8,0,2,22
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,COHFACE,Old,window,8242,5058,320,52,293,2519
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,COHFACE,PRISM,window,810,547,30,3,16,214
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,PURE,Official,recording,59,57,1,0,0,1
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,PURE,Old,window,3555,3200,36,63,27,229
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,PURE,PRISM,window,373,338,4,14,5,12
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,TokyoTech,Old,window,1520,1260,1,20,28,211
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,TokyoTech,PRISM,window,153,134,0,0,2,17
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,UBFC-PHYS,Official,recording,60,37,6,1,0,16
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,UBFC-PHYS,Old,window,10102,3863,1216,1402,355,3266
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,UBFC-PHYS,PRISM,window,1020,421,129,116,21,333
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,UBFC-rPPG,Old,window,497,488,1,0,0,8
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED103,UBFC-rPPG,PRISM,window,52,51,0,0,0,1
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,BH-rPPG,Official,recording,105,87,6,0,0,12
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,BH-rPPG,Old,window,5323,3664,266,322,50,1021
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,BH-rPPG,PRISM,window,523,383,34,21,2,83
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,COHFACE,Official,recording,160,136,4,0,0,20
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,COHFACE,Old,window,8242,5187,216,33,275,2531
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,COHFACE,PRISM,window,810,554,26,1,18,211
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,PURE,Official,recording,59,56,1,1,0,1
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,PURE,Old,window,3560,3207,34,74,16,229
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,PURE,PRISM,window,374,340,1,11,1,21
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,TokyoTech,Old,window,1521,1411,0,0,0,110
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,TokyoTech,PRISM,window,153,146,0,0,0,7
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,UBFC-PHYS,Official,recording,60,39,5,0,0,16
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,UBFC-PHYS,Old,window,10119,3891,1225,1309,353,3341
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,UBFC-PHYS,PRISM,window,1020,436,132,100,21,331
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,UBFC-rPPG,Old,window,497,493,0,0,0,4
evaluation_protocols_ubfc_a4_pilot,UBFC_A4_L0_SEED104,UBFC-rPPG,PRISM,window,52,51,0,0,0,1
