evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,harmonic_0p333x_count,other_large_error_count
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,BH-rPPG,Old,window,5323,4237,70,49,33,0,934
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,BH-rPPG,PRISM,window,523,441,8,3,3,0,68
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,COHFACE,Official,recording,160,107,18,0,0,0,35
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,COHFACE,Old,window,8242,4642,536,58,180,0,2826
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,COHFACE,PRISM,window,810,488,64,2,7,0,249
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,PURE,Official,recording,59,53,1,1,2,0,2
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,PURE,Old,window,3576,3170,78,25,46,40,217
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,PURE,PRISM,window,374,334,7,5,4,1,23
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,TokyoTech,Old,window,1521,1397,0,0,5,0,119
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,TokyoTech,PRISM,window,153,146,0,0,0,0,7
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,UBFC-PHYS,Official,recording,60,33,7,0,0,0,20
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,UBFC-PHYS,Old,window,10140,3661,1241,1082,371,17,3768
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,UBFC-PHYS,PRISM,window,1020,398,128,83,27,0,384
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,UBFC-rPPG,Old,window,497,485,0,0,4,0,8
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L3_C050,UBFC-rPPG,PRISM,window,52,52,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,BH-rPPG,Official,recording,105,65,18,0,0,0,22
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,BH-rPPG,Old,window,5323,2148,494,322,168,0,2191
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,BH-rPPG,PRISM,window,523,271,63,14,0,0,175
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,COHFACE,Official,recording,160,42,45,1,0,0,72
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,COHFACE,Old,window,8242,1689,553,107,1151,0,4742
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,COHFACE,PRISM,window,810,235,119,13,19,0,424
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,PURE,Official,recording,59,45,0,6,4,0,4
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,PURE,Old,window,3576,2373,75,24,116,92,896
