evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,harmonic_0p333x_count,other_large_error_count
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,PURE,PRISM,window,374,260,17,5,11,5,76
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,TokyoTech,Official,recording,9,5,0,0,0,0,4
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,TokyoTech,Old,window,1521,1064,19,15,40,0,383
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,TokyoTech,PRISM,window,153,121,1,0,1,0,30
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,UBFC-PHYS,Official,recording,60,27,6,0,0,0,27
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,UBFC-PHYS,Old,window,10140,1714,1051,589,1443,52,5291
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,UBFC-PHYS,PRISM,window,1020,219,120,45,74,0,562
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,UBFC-rPPG,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,UBFC-rPPG,Old,window,497,319,0,0,71,9,98
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H100,UBFC-rPPG,PRISM,window,52,37,0,0,4,0,11
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,BH-rPPG,Official,recording,105,85,6,1,0,0,13
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,BH-rPPG,Old,window,5323,2044,10,2,876,4,2387
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,BH-rPPG,PRISM,window,523,302,4,0,29,0,188
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,COHFACE,Official,recording,160,85,19,0,0,0,56
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,COHFACE,Old,window,8242,1714,14,0,2281,0,4233
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,COHFACE,PRISM,window,810,321,3,1,72,0,413
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,PURE,Official,recording,59,27,9,9,3,0,11
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,PURE,Old,window,3576,1096,0,0,385,302,1793
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,PURE,PRISM,window,374,218,0,0,24,16,116
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,TokyoTech,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,TokyoTech,Old,window,1521,819,0,0,410,3,289
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,TokyoTech,PRISM,window,153,110,0,0,18,0,25
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,UBFC-PHYS,Official,recording,60,34,7,0,0,0,19
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,UBFC-PHYS,Old,window,10140,2814,396,197,2435,260,4038
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,UBFC-PHYS,PRISM,window,1020,327,62,18,150,2,461
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,UBFC-rPPG,Official,recording,9,6,0,0,0,0,3
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,UBFC-rPPG,Old,window,497,23,0,0,219,146,109
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C025_H200,UBFC-rPPG,PRISM,window,52,19,0,0,19,0,14
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,BH-rPPG,Official,recording,105,85,5,0,0,0,15
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,BH-rPPG,Old,window,5323,3305,123,26,138,0,1731
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,BH-rPPG,PRISM,window,523,355,14,3,8,0,143
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,COHFACE,Official,recording,160,122,5,1,0,0,32
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,COHFACE,Old,window,8242,4217,203,29,481,0,3312
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,COHFACE,PRISM,window,810,462,32,3,16,0,297
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,PURE,Official,recording,59,52,2,0,5,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,PURE,Old,window,3576,2670,60,30,143,74,599
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,PURE,PRISM,window,374,292,12,2,23,2,43
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,TokyoTech,Old,window,1521,1228,13,0,44,0,236
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,TokyoTech,PRISM,window,153,129,0,0,2,0,22
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,UBFC-PHYS,Official,recording,60,33,5,0,0,0,22
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,UBFC-PHYS,Old,window,10140,3131,1050,671,925,43,4320
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,UBFC-PHYS,PRISM,window,1020,358,103,54,63,0,442
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,UBFC-rPPG,Old,window,497,448,0,0,23,0,26
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H100,UBFC-rPPG,PRISM,window,52,48,0,0,1,0,3
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,BH-rPPG,Official,recording,105,92,3,0,0,0,10
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,BH-rPPG,Old,window,5323,3254,195,77,109,1,1687
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,BH-rPPG,PRISM,window,523,377,23,2,1,0,120
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,COHFACE,Official,recording,160,127,5,0,0,0,28
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,COHFACE,Old,window,8242,3999,153,20,684,0,3386
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,COHFACE,PRISM,window,810,459,22,4,25,0,300
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,PURE,Official,recording,59,47,2,4,1,0,5
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,PURE,Old,window,3576,2356,111,131,100,71,807
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,PURE,PRISM,window,374,248,23,19,17,4,63
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,TokyoTech,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,TokyoTech,Old,window,1521,1160,12,0,46,0,303
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,TokyoTech,PRISM,window,153,121,2,0,4,0,26
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,UBFC-PHYS,Official,recording,60,34,6,0,0,0,20
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,UBFC-PHYS,Old,window,10140,3190,994,670,952,38,4296
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,UBFC-PHYS,PRISM,window,1020,380,105,52,61,0,422
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,UBFC-rPPG,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,UBFC-rPPG,Old,window,497,450,0,0,13,0,34
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C050_H200,UBFC-rPPG,PRISM,window,52,51,0,0,0,0,1
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,BH-rPPG,Official,recording,105,103,0,0,0,0,2
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,BH-rPPG,Old,window,5323,4183,57,13,50,0,1020
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,BH-rPPG,PRISM,window,523,431,6,1,4,0,81
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,COHFACE,Official,recording,160,105,15,0,0,0,40
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,COHFACE,Old,window,8242,3587,188,8,704,0,3755
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,COHFACE,PRISM,window,810,422,43,2,13,0,330
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,PURE,Official,recording,59,53,1,0,2,0,3
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,PURE,Old,window,3576,2975,61,12,99,45,384
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,PURE,PRISM,window,374,317,9,4,14,2,28
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,TokyoTech,Old,window,1521,1305,0,0,33,0,183
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,TokyoTech,PRISM,window,153,137,0,0,2,0,14
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,UBFC-PHYS,Official,recording,60,34,4,0,0,0,22
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,UBFC-PHYS,Old,window,10140,3679,1054,811,687,33,3876
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,UBFC-PHYS,PRISM,window,1020,385,114,66,51,0,404
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,UBFC-rPPG,Old,window,497,465,0,0,7,0,25
evaluation_protocols_a4_loss_weight_tuning,UBFC_A4_L4_C100_H200,UBFC-rPPG,PRISM,window,52,51,0,0,0,0,1
