evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,other_large_error_count
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,COHFACE,Old,window,8242,3456,369,104,667,3646
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,COHFACE,PRISM,window,810,410,37,6,32,325
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,PURE,Old,window,735,730,0,1,0,4
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,PURE,PRISM,window,77,77,0,0,0,0
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,TokyoTech,Old,window,1521,1380,2,1,9,129
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,TokyoTech,PRISM,window,153,144,0,0,0,9
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,UBFC-PHYS,Official,recording,60,39,5,1,0,15
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,UBFC-PHYS,Old,window,10098,3949,1165,1249,445,3290
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,UBFC-PHYS,PRISM,window,1017,430,132,99,30,326
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,UBFC-rPPG,Official,recording,42,39,0,0,0,3
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,UBFC-rPPG,Old,window,2277,2176,0,0,12,89
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,UBFC-rPPG,PRISM,window,239,229,0,0,1,9
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,BH-rPPG,Official,recording,105,77,13,7,0,8
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,BH-rPPG,Old,window,5323,2917,445,1379,6,576
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,BH-rPPG,PRISM,window,523,325,48,95,0,55
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,COHFACE,Official,recording,160,78,33,5,0,44
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,COHFACE,Old,window,8242,2603,1402,1778,167,2292
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,COHFACE,PRISM,window,810,294,155,133,7,221
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,PURE,Official,recording,59,42,2,15,0,0
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,PURE,Old,window,3575,2411,64,958,1,141
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,PURE,PRISM,window,374,263,6,91,0,14
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,TokyoTech,Old,window,1521,1338,11,32,2,138
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,TokyoTech,PRISM,window,153,146,0,0,0,7
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,UBFC-PHYS,Official,recording,60,34,11,0,0,15
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,UBFC-PHYS,Old,window,10134,3727,1479,1878,170,2880
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,UBFC-PHYS,PRISM,window,1020,412,149,143,14,302
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,UBFC-rPPG,Old,window,497,490,0,0,1,6
evaluation_protocols_harmonic_rank_stage3,UBFC_A2_HARMONIC_RANK,UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,BH-rPPG,Official,recording,105,93,6,0,0,6
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,BH-rPPG,Old,window,5323,3831,260,162,55,1015
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,BH-rPPG,PRISM,window,523,405,24,5,2,87
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,COHFACE,Official,recording,160,104,14,0,0,42
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,COHFACE,Old,window,8242,2903,937,435,417,3550
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,COHFACE,PRISM,window,810,329,111,28,23,319
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,PURE,Old,window,735,726,1,0,0,8
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,PURE,PRISM,window,77,77,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,TokyoTech,Old,window,1521,1291,1,0,32,197
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,TokyoTech,PRISM,window,153,127,0,0,4,22
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,UBFC-PHYS,Official,recording,60,35,8,1,0,16
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,UBFC-PHYS,Old,window,10116,4016,1232,1643,235,2990
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,UBFC-PHYS,PRISM,window,1019,461,144,122,19,273
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,UBFC-rPPG,Official,recording,42,39,0,0,0,3
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,UBFC-rPPG,Old,window,2272,2108,2,0,15,147
evaluation_protocols_loss_suite_stage2,PURE_A0_L2_HARMONIC_REPLACE,UBFC-rPPG,PRISM,window,239,224,0,0,0,15
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,BH-rPPG,Official,recording,105,95,6,0,0,4
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,BH-rPPG,Old,window,5322,3874,308,332,26,782
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,BH-rPPG,PRISM,window,523,413,35,18,0,57
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,COHFACE,Official,recording,160,100,17,2,0,41
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,COHFACE,Old,window,8242,2631,802,401,655,3753
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,COHFACE,PRISM,window,810,347,98,29,7,329
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,PURE,Old,window,735,705,4,7,0,19
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,PURE,PRISM,window,77,73,1,0,0,3
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,TokyoTech,Old,window,1521,1398,2,1,10,110
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,TokyoTech,PRISM,window,153,144,0,0,1,8
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,UBFC-PHYS,Official,recording,60,35,6,1,0,18
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,UBFC-PHYS,Old,window,10097,3628,1208,1242,573,3446
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,398,141,90,30,361
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,UBFC-rPPG,Official,recording,42,34,0,0,0,8
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,UBFC-rPPG,Old,window,2255,1793,6,3,144,309
evaluation_protocols_loss_suite_stage2,PURE_A0_L3_CONCENTRATION,UBFC-rPPG,PRISM,window,239,195,1,0,6,37
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,BH-rPPG,Official,recording,105,94,3,0,0,8
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,BH-rPPG,Old,window,5323,3805,156,129,43,1190
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,BH-rPPG,PRISM,window,523,412,15,5,2,89
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,COHFACE,Official,recording,160,81,29,3,1,46
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,COHFACE,Old,window,8242,2902,1016,451,378,3495
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,COHFACE,PRISM,window,810,331,120,38,18,303
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,PURE,Old,window,735,724,0,4,0,7
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,PURE,PRISM,window,77,76,0,0,0,1
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,TokyoTech,Official,recording,9,8,0,0,0,1
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,TokyoTech,Old,window,1521,1210,15,20,12,264
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,TokyoTech,PRISM,window,153,126,2,0,1,24
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Official,recording,60,39,9,0,0,12
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Old,window,10114,3836,1195,1410,303,3370
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,PRISM,window,1020,431,141,110,25,313
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Official,recording,42,39,0,0,0,3
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Old,window,2274,2119,1,2,16,136
evaluation_protocols_loss_suite_stage2,PURE_A0_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,PRISM,window,239,226,0,0,0,13
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,BH-rPPG,Official,recording,105,101,2,0,0,2
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,BH-rPPG,Old,window,5323,3935,244,295,10,839
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,BH-rPPG,PRISM,window,523,427,19,12,0,65
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,COHFACE,Official,recording,160,103,10,1,0,46
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,COHFACE,Old,window,8242,3221,759,357,512,3393
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,COHFACE,PRISM,window,810,354,87,37,21,311
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,PURE,Old,window,735,695,4,27,0,9
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,PURE,PRISM,window,77,71,0,5,0,1
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,TokyoTech,Old,window,1521,1280,10,24,18,189
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,TokyoTech,PRISM,window,153,137,1,0,1,14
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,UBFC-PHYS,Official,recording,60,37,9,1,0,13
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,UBFC-PHYS,Old,window,10117,3516,1376,1750,252,3223
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,401,154,130,25,310
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,UBFC-rPPG,Official,recording,42,35,0,0,0,7
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,UBFC-rPPG,Old,window,2276,1941,18,29,30,258
evaluation_protocols_loss_suite_stage2,PURE_A0_L5_CE_CONCENTRATION,UBFC-rPPG,PRISM,window,239,211,3,1,0,24
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,BH-rPPG,Official,recording,105,98,1,2,0,4
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,BH-rPPG,Old,window,5323,4126,169,346,14,668
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,BH-rPPG,PRISM,window,523,440,24,17,0,42
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,COHFACE,Official,recording,160,121,6,0,1,32
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,COHFACE,Old,window,8242,3946,693,597,309,2697
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,COHFACE,PRISM,window,810,447,81,34,15,233
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,PURE,Old,window,735,729,0,0,0,6
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,PURE,PRISM,window,77,76,0,0,0,1
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,TokyoTech,Old,window,1521,1384,3,7,6,121
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,TokyoTech,PRISM,window,153,144,0,0,0,9
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,UBFC-PHYS,Official,recording,60,39,7,3,0,11
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,UBFC-PHYS,Old,window,10119,4008,1241,1550,283,3037
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,UBFC-PHYS,PRISM,window,1020,453,129,126,18,294
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,UBFC-rPPG,Old,window,2277,2193,1,2,9,72
evaluation_protocols_loss_suite_stage2,PURE_A2_L2_HARMONIC_REPLACE,UBFC-rPPG,PRISM,window,239,232,0,0,0,7
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,BH-rPPG,Official,recording,105,89,10,2,0,4
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,BH-rPPG,Old,window,5323,3685,364,553,2,719
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,BH-rPPG,PRISM,window,523,396,42,27,0,58
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,COHFACE,Official,recording,160,117,6,1,0,36
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,COHFACE,Old,window,8242,3608,915,563,297,2859
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,COHFACE,PRISM,window,810,407,109,39,13,242
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,PURE,Old,window,735,731,1,0,0,3
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,PURE,PRISM,window,77,76,0,0,0,1
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,TokyoTech,Old,window,1521,1186,24,58,9,244
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,TokyoTech,PRISM,window,153,131,2,3,0,17
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,UBFC-PHYS,Official,recording,60,37,6,1,0,16
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,UBFC-PHYS,Old,window,10113,3786,1274,1396,317,3340
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,426,135,117,30,312
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,UBFC-rPPG,Official,recording,42,39,0,0,0,3
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,UBFC-rPPG,Old,window,2279,2126,8,0,10,135
evaluation_protocols_loss_suite_stage2,PURE_A2_L3_CONCENTRATION,UBFC-rPPG,PRISM,window,239,226,0,0,0,13
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,BH-rPPG,Official,recording,105,95,3,1,0,6
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,BH-rPPG,Old,window,5323,3470,321,517,31,984
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,BH-rPPG,PRISM,window,523,388,35,24,0,76
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,COHFACE,Official,recording,160,124,7,2,0,27
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,COHFACE,Old,window,8242,4326,447,282,341,2846
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,COHFACE,PRISM,window,810,452,59,10,8,281
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,PURE,Old,window,735,713,5,4,0,13
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,PURE,PRISM,window,77,74,1,1,0,1
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,TokyoTech,Old,window,1521,1217,19,39,34,212
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,TokyoTech,PRISM,window,153,130,1,0,4,18
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Official,recording,60,33,10,0,0,17
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Old,window,10103,3475,1224,1381,529,3494
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,PRISM,window,1020,399,135,90,33,363
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Official,recording,42,37,0,0,0,5
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Old,window,2279,1962,52,23,10,232
evaluation_protocols_loss_suite_stage2,PURE_A2_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,PRISM,window,239,217,2,0,0,20
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,BH-rPPG,Official,recording,105,88,8,0,0,9
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,BH-rPPG,Old,window,5323,3860,282,117,18,1046
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,BH-rPPG,PRISM,window,523,408,34,6,1,74
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,COHFACE,Official,recording,160,108,18,1,1,32
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,COHFACE,Old,window,8242,3757,810,386,227,3062
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,COHFACE,PRISM,window,810,435,72,25,17,261
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,PURE,Old,window,735,729,1,0,0,5
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,PURE,PRISM,window,77,75,0,0,0,2
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,TokyoTech,Old,window,1521,1305,4,3,17,192
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,TokyoTech,PRISM,window,153,142,0,0,2,9
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,UBFC-PHYS,Official,recording,60,35,6,1,0,18
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,UBFC-PHYS,Old,window,10121,3806,1231,1420,289,3375
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,435,131,109,20,325
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,UBFC-rPPG,Official,recording,42,40,1,0,0,1
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,UBFC-rPPG,Old,window,2279,2125,22,0,10,122
evaluation_protocols_loss_suite_stage2,PURE_A2_L5_CE_CONCENTRATION,UBFC-rPPG,PRISM,window,239,225,3,0,0,11
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,BH-rPPG,Official,recording,105,92,4,0,0,9
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,BH-rPPG,Old,window,5323,3972,80,86,136,1049
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,BH-rPPG,PRISM,window,523,416,16,3,2,86
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,COHFACE,Official,recording,160,122,7,0,4,27
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,COHFACE,Old,window,8242,4197,192,21,641,3191
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,COHFACE,PRISM,window,810,472,30,3,24,281
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,PURE,Official,recording,59,56,0,0,1,2
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,PURE,Old,window,3553,3122,32,10,34,355
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,PURE,PRISM,window,374,334,4,4,2,30
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,TokyoTech,Official,recording,9,8,0,0,0,1
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,TokyoTech,Old,window,1521,1250,2,5,50,214
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,TokyoTech,PRISM,window,153,129,0,0,4,20
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,UBFC-PHYS,Official,recording,60,37,6,0,0,17
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,UBFC-PHYS,Old,window,10118,3753,1192,1138,576,3459
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,UBFC-PHYS,PRISM,window,1020,397,131,102,31,359
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,UBFC-rPPG,Old,window,497,473,0,0,5,19
evaluation_protocols_loss_suite_stage2,UBFC_A0_L2_HARMONIC_REPLACE,UBFC-rPPG,PRISM,window,52,51,0,0,0,1
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,BH-rPPG,Official,recording,105,92,4,0,0,9
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,BH-rPPG,Old,window,5321,2721,37,6,462,2095
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,BH-rPPG,PRISM,window,523,328,8,0,16,171
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,COHFACE,Official,recording,160,116,11,0,0,33
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,COHFACE,Old,window,8242,2693,37,3,1244,4265
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,COHFACE,PRISM,window,810,382,7,2,41,378
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,PURE,Official,recording,59,43,5,3,3,5
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,PURE,Old,window,3337,1852,17,0,214,1254
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,PURE,PRISM,window,365,264,3,1,14,83
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,TokyoTech,Old,window,1521,1160,3,0,74,284
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,TokyoTech,PRISM,window,153,125,0,0,3,25
