evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,other_large_error_count
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),BH-rPPG,Old,window,5323,3923,194,251,59,896
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),BH-rPPG,PRISM,window,523,407,19,13,1,83
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),COHFACE,Official,recording,160,86,29,0,3,42
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),COHFACE,Old,window,8242,2888,574,261,800,3719
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),COHFACE,PRISM,window,810,369,107,12,24,298
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),PURE,Official,recording,59,57,0,0,0,2
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),PURE,Old,window,3544,3280,27,17,26,194
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),PURE,PRISM,window,371,346,2,2,3,18
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),TokyoTech,Old,window,1520,1190,2,27,52,249
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),TokyoTech,PRISM,window,153,125,0,0,4,24
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),UBFC-PHYS,Official,recording,60,36,6,0,1,17
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),UBFC-PHYS,Old,window,10110,3759,1296,1345,424,3286
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),UBFC-PHYS,PRISM,window,1020,421,130,106,24,339
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),UBFC-rPPG,Old,window,497,488,0,0,0,9
evaluation_protocols_cross_matched,Our UBFC cross-matched (seed 100),UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,BH-rPPG,Official,recording,105,98,1,0,0,6
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,BH-rPPG,Old,window,5323,4023,198,268,10,824
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,BH-rPPG,PRISM,window,523,425,18,15,0,65
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,COHFACE,Official,recording,160,103,15,1,0,41
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,COHFACE,Old,window,8242,3420,786,373,472,3191
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,COHFACE,PRISM,window,810,392,92,21,16,289
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,PURE,Old,window,735,726,1,0,0,8
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,PURE,PRISM,window,77,77,0,0,0,0
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,TokyoTech,Old,window,1521,1353,10,0,12,146
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,TokyoTech,PRISM,window,153,140,0,0,0,13
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,UBFC-PHYS,Official,recording,60,35,6,3,0,16
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,UBFC-PHYS,Old,window,10109,3962,1206,1623,265,3053
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,UBFC-PHYS,PRISM,window,1020,444,146,128,21,281
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,UBFC-rPPG,Official,recording,42,38,0,0,0,4
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,UBFC-rPPG,Old,window,2275,2136,4,0,28,107
evaluation_protocols_harmonic_loss,PURE_A0_HARMONIC,UBFC-rPPG,PRISM,window,239,225,0,0,2,12
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,BH-rPPG,Official,recording,105,99,1,0,0,5
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,BH-rPPG,Old,window,5323,4038,192,154,26,913
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,BH-rPPG,PRISM,window,523,427,21,10,0,65
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,COHFACE,Official,recording,160,102,11,0,0,47
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,COHFACE,Old,window,8242,3389,817,511,456,3069
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,COHFACE,PRISM,window,810,398,80,39,21,272
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,PURE,Official,recording,12,12,0,0,0,0
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,PURE,Old,window,735,724,1,1,0,9
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,PURE,PRISM,window,77,74,0,0,0,3
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,TokyoTech,Old,window,1521,1312,6,6,17,180
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,TokyoTech,PRISM,window,153,135,1,0,2,15
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,UBFC-PHYS,Official,recording,60,37,7,2,0,14
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,UBFC-PHYS,Old,window,10103,3968,1187,1491,302,3155
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,UBFC-PHYS,PRISM,window,1019,451,144,116,25,283
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,UBFC-rPPG,Old,window,2276,2168,3,3,6,96
evaluation_protocols_harmonic_loss,PURE_A2_HARMONIC,UBFC-rPPG,PRISM,window,239,223,0,0,0,16
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,BH-rPPG,Official,recording,105,83,5,0,1,16
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,BH-rPPG,Old,window,5323,3400,77,3,115,1728
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,BH-rPPG,PRISM,window,523,367,6,0,7,143
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,COHFACE,Official,recording,160,122,7,0,1,30
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,COHFACE,Old,window,8241,3772,235,49,672,3513
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,COHFACE,PRISM,window,810,454,42,4,34,276
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,PURE,Official,recording,59,52,1,0,3,3
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,PURE,Old,window,3494,2912,55,15,77,435
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,PURE,PRISM,window,371,317,11,1,13,29
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,TokyoTech,Official,recording,9,5,0,0,0,4
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,TokyoTech,Old,window,1521,1155,6,3,39,318
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,TokyoTech,PRISM,window,153,125,0,0,4,24
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,UBFC-PHYS,Official,recording,60,40,5,0,0,15
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,UBFC-PHYS,Old,window,10092,3786,1002,923,666,3715
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,UBFC-PHYS,PRISM,window,1018,415,113,75,46,369
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,UBFC-rPPG,Old,window,497,472,0,0,12,13
evaluation_protocols_harmonic_loss,UBFC_A0_HARMONIC,UBFC-rPPG,PRISM,window,52,50,0,0,1,1
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,BH-rPPG,Official,recording,105,92,2,0,0,11
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,BH-rPPG,Old,window,5323,3933,78,21,65,1226
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,BH-rPPG,PRISM,window,523,423,6,1,2,91
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,COHFACE,Official,recording,160,130,6,0,4,20
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,COHFACE,Old,window,8242,5231,201,29,332,2449
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,COHFACE,PRISM,window,810,561,17,3,20,209
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,PURE,Official,recording,59,54,0,0,1,4
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,PURE,Old,window,3528,2996,66,19,61,386
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,PURE,PRISM,window,374,320,8,2,5,39
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,TokyoTech,Old,window,1521,1296,0,0,23,202
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,TokyoTech,PRISM,window,153,135,0,0,2,16
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,UBFC-PHYS,Official,recording,60,33,5,0,0,22
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,UBFC-PHYS,Old,window,10107,3623,1057,911,661,3855
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,UBFC-PHYS,PRISM,window,1019,375,113,71,44,416
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,UBFC-rPPG,Old,window,497,480,0,0,7,10
evaluation_protocols_harmonic_loss,UBFC_A2_HARMONIC,UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,BH-rPPG,Official,recording,105,98,1,0,0,6
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,BH-rPPG,Old,window,5323,4099,184,118,29,893
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,BH-rPPG,PRISM,window,523,426,18,9,0,70
evaluation_protocols_harmonic_rank_stage3,PURE_A2_HARMONIC_RANK,COHFACE,Official,recording,160,111,6,0,1,42
