epoch,lr,train_loss,val_loss,val_hr_mae
1,0.0003,3.2960560185441348,3.079854123035992,143.60657873886595
2,0.0003,3.141638715155771,3.0700155987064752,6.787511369281543
3,0.0003,3.1110417752845265,3.054538504476288,5.892928895262099
4,0.0003,3.0993304787395157,3.0589477691900653,4.285308639916059
5,0.0003,3.0947593673813008,3.051193262777713,4.821670140299489
6,0.0003,3.0880758616188975,3.0524529065612107,4.619086964954923
7,0.0003,3.0828458090808906,3.052024578757675,4.41251840653996
8,0.0003,3.077996315555038,3.0529194414448044,4.5251778023423945
9,0.0003,3.068262838827115,3.0458206777384937,4.055679101416634
10,0.0003,3.0560508726244775,3.048244337333958,4.609274650133986
11,0.0003,3.048851508113825,3.0337855297489043,4.146270945905633
12,0.0003,3.0466784106459572,3.0359005456565136,4.173589012392682
13,0.0003,3.046561350688756,3.0337589099905484,4.160660753545073
14,0.0003,3.0405294544897346,3.0321326193233014,4.062222288608998
15,0.0003,3.041270811580052,3.038193396351107,4.236975696674551
16,0.0003,3.0439826116829276,3.0475268080174196,4.461585283502867
17,0.0003,3.0435108444178214,3.0314606409153315,4.005953427666018
18,0.0003,3.041583358105098,3.0324445038950096,3.9558005717276634
19,0.0003,3.0403267348815346,3.041125334415239,4.108402383137554
20,0.0003,3.0421218309669853,3.0381966955547814,4.2215573016795025
21,0.0003,3.039252151863597,3.033792606557544,4.151816217052456
22,0.0003,3.039571857719778,3.0403758639359766,4.362759532052552
23,0.00015,3.045217099590836,3.0377343648376036,4.095760500978507
24,0.00015,3.037161539648181,3.036344935319752,3.9730388767381863
25,0.00015,3.036495601083631,3.038591098651332,4.006818744548593
26,0.00015,3.037041155556652,3.039099707598986,4.00630386096915
27,0.00015,3.0359570316065136,3.0391018321386762,4.19431786014303
28,0.00015,3.03837264355098,3.0386012440657324,4.076476350496502
29,7.5e-05,3.035189498295294,3.0366243475938135,3.9648646758668535
30,7.5e-05,3.0340954567561638,3.0365319853088177,4.052045284528652
31,7.5e-05,3.0335002724478177,3.0372351482859705,4.117192962399798
32,7.5e-05,3.0329877720592178,3.0379284724188165,4.048015592247946
33,7.5e-05,3.0343405539075903,3.0362484475218925,3.97761036462614
34,7.5e-05,3.0346227288468977,3.0356281764505058,3.993048448929076
35,3.75e-05,3.0345419881054174,3.0401481098400285,4.057064927842087
36,3.75e-05,3.034233755753419,3.0362762278670337,3.9142537335983034
37,3.75e-05,3.0338780135751886,3.0373702838025367,3.824579385026326
38,3.75e-05,3.03342766120055,3.0361665626944174,4.03822643196013
39,3.75e-05,3.0332429800300953,3.0382541980046254,3.9373183237020393
40,3.75e-05,3.034244145188376,3.039251382482756,3.965052113984384
41,1.875e-05,3.0344069020993243,3.036960924018066,3.97045040800958
42,1.875e-05,3.033069009602627,3.036971382482541,3.879134172798879
43,1.875e-05,3.035462632134696,3.037113184111076,4.005494859582817
44,1.875e-05,3.034660432583818,3.03694777904321,4.026219307650107
45,1.875e-05,3.033293323605974,3.036842544389419,3.8937857215831295
46,1.875e-05,3.03389965859529,3.036504307079226,3.8251525352463727
47,1e-05,3.0350081982122403,3.0379669905379205,3.930344201296205
