epoch,lr,train_loss,val_loss,val_hr_mae
1,0.0003,3.1230446493189024,2.8538220894244652,3.4442449707261873
2,0.0003,3.085448594998308,2.9368549183669574,4.292259653193895
3,0.0003,3.0826077319937992,2.8507536604072694,2.918508285956761
4,0.0003,3.082931985865687,2.869713338858509,3.3841479635794838
5,0.0003,3.0825888256915532,2.8590283441645417,3.287878140843872
6,0.0003,3.080016568445339,2.8565969236069013,3.063804545464413
7,0.0003,3.076950200733943,2.8566400668333958,2.9799127153365585
8,0.0003,3.074382412049932,2.8573758701238607,3.832322072332591
9,0.00015,3.057536834987763,2.9426717034345073,21.270830120577372
10,0.00015,3.0262414399315327,2.81879727562719,2.82235516353411
11,0.00015,3.0170827228935657,2.8104181948486797,2.8621390170214385
12,0.00015,3.00931660808813,2.803154588861968,2.778435472864734
13,0.00015,3.026449301610644,2.817534591169688,2.8075905586475804
14,0.00015,3.0151183813711118,2.810520956585594,2.7287914320148428
15,0.00015,3.0157073932270895,2.8204506325255636,2.5014896583964483
16,0.00015,3.0116399377617533,2.8104431411795807,2.7089239524388833
17,0.00015,3.01119176656107,2.8087549450872604,2.4934112587369914
18,7.5e-05,3.008879234417694,2.809269068608128,2.4707182648735366
19,7.5e-05,3.0066131562689167,2.8064947523114245,2.6613909454402105
20,7.5e-05,3.005989473747228,2.8055383818713984,2.342572046849887
21,7.5e-05,3.0036488182669077,2.8105617154696234,2.515040151430935
22,7.5e-05,3.002050020480394,2.8113944018554937,2.6409871437601686
23,7.5e-05,3.003471188645781,2.8037411190908452,2.651066382608528
24,3.75e-05,3.0012686880791226,2.8051383730733415,2.417659215706214
25,3.75e-05,3.000622392679822,2.8045961908152757,2.356141012526115
26,3.75e-05,3.0023510821254615,2.804399150138969,2.43476566775632
27,3.75e-05,2.9992916364384015,2.8049751107516854,2.430646976422692
28,3.75e-05,2.9996450463886664,2.803667567174619,2.2966583059870866
29,3.75e-05,2.9975279176671816,2.8079420354970672,2.4552449177340447
30,1.875e-05,2.998116881574828,2.8031756343249326,2.3203748360200334
31,1.875e-05,2.9962709557599947,2.8024633746635197,2.335103714938075
32,1.875e-05,2.997272927118062,2.80142826240443,2.280321379727833
33,1.875e-05,2.9961700609336286,2.800544635991422,2.3517189513918253
34,1.875e-05,2.996266317102938,2.803350622673154,2.321342186953647
