epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,1.7265881458,0.9952886672,4.6508147729,3.0550608055,1.1923166110,2.0898484798,0.9926465193,4.6546717280,3.7826383772,1.3305586855,1.27910408698e-05,187,51,52,47,41,191,True,0
1,1.7262152900,0.9946439862,4.6507135825,3.0545729619,1.1927632548,1.9230330422,1.0008670716,4.6552950587,3.4457192716,1.0939291572,1.51554725672e-05,176,54,57,47,44,202,True,0
2,1.6779335037,0.9922552850,4.6501144858,2.9589649975,1.1027056890,1.6877750692,0.9751184305,4.6507210096,2.9855027789,0.9195826658,1.90673178408e-05,187,46,59,42,44,191,True,0
3,1.6560393540,0.9814142386,4.6487828083,2.9195130603,1.0763272760,1.6692830801,1.0051191886,4.6503072012,2.9365185011,0.8724060407,2.44835985032e-05,165,52,59,45,57,213,True,0
4,1.5931927514,0.9812783987,4.6477855198,2.7938741881,0.9898779184,1.5571922666,1.0030041399,4.6469825381,2.7131828467,0.7750248520,3.13448076188e-05,185,47,43,53,50,193,True,0
5,1.5147998011,0.9579301319,4.6458852077,2.6464275279,0.9316859668,1.4526504959,0.9959706017,4.6437117440,2.5069127469,0.6242435108,3.95755632872e-05,193,37,53,43,52,185,True,0
6,1.4322519656,0.9281903348,4.6434585102,2.4932278149,0.8113477760,1.4007900323,0.9693460714,4.6434047336,2.4138416313,0.5394395895,4.908543684e-05,193,35,58,47,45,185,True,0
7,1.3769685453,0.9049663821,4.6414476021,2.3919505518,0.8036027549,1.3108450640,0.9747380132,4.6409924280,2.2317949204,0.4447287004,5.97699463517e-05,183,51,55,43,46,195,True,0
8,1.3137988249,0.8728172041,4.6394817060,2.2784707357,0.7172328316,1.2681821210,0.9583433151,4.6397926376,2.1530269214,0.4109090476,7.15117045486e-05,190,41,40,46,61,188,True,0
9,1.2376008009,0.8413542146,4.6374920537,2.1386598897,0.5964107655,1.2524698337,0.9489635706,4.6370675223,2.1253542684,0.4539706077,8.41817085055e-05,201,44,46,54,33,177,True,0
10,1.1267203219,0.7875544561,4.6331833103,1.9384188665,0.5168472248,1.1721101346,0.9050955432,4.6348373640,1.9821820441,0.3560401355,9.76407569592e-05,197,41,40,49,51,181,True,0
11,1.1767528997,0.7581380495,4.6340030211,2.0502506558,0.5817112158,1.1726750221,0.9264663117,4.6347981680,1.9747635285,0.3603927990,0.000111740979668,192,36,43,48,59,186,False,1
12,1.1311558116,0.7360805771,4.6324395932,1.9678793717,0.5113536306,1.1696460871,0.8606200445,4.6346145721,1.9950441701,0.3980812225,0.000126327462015,178,50,35,59,56,200,True,0
13,1.1398828906,0.6983096937,4.6318551624,2.0004418842,0.5062244378,1.1110123328,0.8927368584,4.6316967101,1.8649299043,0.2816247556,0.000141239947004,200,44,29,52,53,178,True,0
14,1.1985568735,0.7611000472,4.6349838171,2.0926737249,0.5978666509,1.0983215644,0.8723706404,4.6324652853,1.8476948693,0.2971408722,0.000156314595954,180,46,43,54,55,198,True,0
15,1.1545226732,0.7367756714,4.6336364822,2.0143350672,0.5202781187,1.0658837148,0.7919793169,4.6306205205,1.8149756897,0.3110327442,0.00017138578854,186,45,51,45,51,192,True,0
16,1.1041426223,0.6896781224,4.6305652270,1.9324139748,0.4831436403,1.1651278950,0.8003477375,4.6354649362,2.0101166952,0.4151242577,0.000186287942409,180,64,48,43,43,198,False,1
17,1.1694787249,0.6901666251,4.6325902762,2.0628908248,0.5455254580,1.2240018197,0.8126742477,4.6377252079,2.1229339475,0.4362951339,0.000200857332385,185,57,55,44,37,193,False,2
18,1.0194640283,0.6353783841,4.6276181110,1.7847767147,0.4195184080,1.0408200820,0.7161641796,4.6300841559,1.7951744772,0.2792920348,0.000214933889261,183,39,56,51,49,195,True,0
19,1.0087243161,0.5483512528,4.6272433851,1.7981081255,0.3993382126,1.0328348886,0.6668302604,4.6300182978,1.7989376863,0.2689033932,0.000228362958428,174,53,53,44,54,204,True,0
20,1.0715092733,0.6159846133,4.6289934103,1.8966247121,0.4654737326,0.9558978717,0.6262877033,4.6246373131,1.6612806649,0.1989421885,0.000240996999018,191,41,54,54,38,187,True,0
21,1.0079658624,0.5551179772,4.6271291687,1.7938845605,0.3834027810,0.9692429037,0.6005867328,4.6262061982,1.6982511112,0.2332718141,0.000252697204885,187,51,47,48,45,191,False,1
22,1.1044384638,0.5805817041,4.6302007872,1.9766442240,0.5146129198,1.0922362589,0.7979512328,4.6312664622,1.8652920337,0.3216577467,0.000263335029626,182,59,64,35,38,196,False,2
23,1.0828529953,0.6338018321,4.6292440071,1.9121852520,0.4572068807,0.9955953116,0.6566289448,4.6273516292,1.7285390468,0.2593546743,0.000272793598879,174,54,50,45,55,204,False,3
24,1.0040888654,0.5450980887,4.6261310048,1.7901385076,0.3901928403,0.9076434942,0.5937330484,4.6235056832,1.5777937639,0.1757012894,0.000280968994381,198,39,52,46,43,180,True,0
