epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
29,2.4192208247,1.0207669275,4.6343890977,2.2150674705,0.6936867070,2.9218538148,0.9959564311,4.6484682901,2.7226625374,0.7485875699,0.000299999737735,378,0,False,1
30,2.0491053566,0.8869385622,4.6298855398,1.8717176511,0.4753397829,1.8957590750,0.8109464186,4.6290420805,1.7335697730,0.2657213868,0.000299836114086,378,0,False,2
31,1.9768952100,0.8412999706,4.6274430336,1.8086352178,0.4187827404,1.7172984702,0.8532041561,4.6234805334,1.5466576588,0.1498329854,0.000299370741653,378,0,True,0
32,1.9314526711,0.7773325137,4.6261024753,1.7759861738,0.3719483772,1.6964279288,0.8328353677,4.6235026859,1.5298608644,0.1409545032,0.000298604557633,378,0,True,0
33,1.7632616557,0.7229141479,4.6226095220,1.6186788618,0.2995358592,1.5792494479,0.6903334510,4.6194595655,1.4411827576,0.0910448154,0.000297539105019,378,0,True,0
34,1.8271070094,0.7181175405,4.6233760264,1.6834835060,0.3394231739,1.7674925429,0.9298158600,4.6245880309,1.5815293664,0.1485202896,0.000296176529491,378,0,False,1
35,1.8329503404,0.7237545053,4.6244199894,1.6881994432,0.3635076958,2.8153941540,0.8627188376,4.6462127595,2.6428503740,0.7367286197,0.000294519575094,378,0,False,2
36,2.0580114751,0.7204759774,4.6278446995,1.9139163141,0.4898758780,2.2553129696,1.0266739073,4.6349394117,2.0499781745,0.4203685957,0.000292571578714,378,0,False,3
37,2.3108865180,0.8667072865,4.6339674223,2.1375451517,0.6053739925,1.8833629722,1.1942878541,4.6237653778,1.6445054077,0.2165500845,0.000290336463357,378,0,False,4
38,1.9632536059,1.0086362457,4.6292473046,1.7615263241,0.3914570998,2.2120158332,1.1221700873,4.6347941853,1.9875818048,0.4008323394,0.000287818730248,378,0,False,5
39,2.0414381481,0.9011527603,4.6280563319,1.8612075804,0.4770421998,2.3349228723,1.0855808741,4.6367231187,2.1178066867,0.4213929000,0.000285023449765,378,0,False,6
40,2.0506298466,0.8898465867,4.6291611838,1.8726605196,0.4604286602,1.7415149973,1.1086435466,4.6223396256,1.5197862932,0.1292218760,0.000281956251232,378,0,False,7
41,1.7809756780,0.7670927915,4.6232376780,1.6275571049,0.3212813422,1.9588859308,1.1902134305,4.6270715441,1.7208432345,0.2723370418,0.000278623311578,378,0,False,8
42,1.7942550813,0.8077582310,4.6226484057,1.6327033812,0.3233342593,1.6834155151,1.2184482347,4.6203246616,1.4397258702,0.0796527221,0.000275031342901,378,0,False,9
43,1.8631004360,0.8845556322,4.6250798639,1.6861892951,0.3637091513,1.7892560062,1.1560021877,4.6233985265,1.5580555677,0.1352168850,0.000271187578947,378,0,False,10
