epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,3.2960112814,0.9775628498,4.6517574547,3.1004986523,1.2178354598,4.1054957617,1.0022883614,4.6539127532,3.9050380798,1.7802233594,1.27910408698e-05,378,0,True,0
1,3.2797090831,0.9755497338,4.6514931835,3.0845990597,1.2014500861,3.6001644203,0.9880262784,4.6545412926,3.4025591669,1.2774416133,1.51554725672e-05,378,0,True,0
2,3.2096806784,0.9997677983,4.6507160903,3.0097271437,1.1126156402,3.3129637854,0.9628197568,4.6528333028,3.1203998089,1.0474423049,1.90673178408e-05,378,0,True,0
3,3.0436876224,1.0161506032,4.6486669293,2.8404574987,1.0091354847,3.2262326672,1.0094717957,4.6509141831,3.0243383226,0.9579656452,2.44835985032e-05,378,0,True,0
4,2.9238075819,1.0168449778,4.6469763776,2.7204385523,0.9602009476,3.2224365439,1.0165555420,4.6512301309,3.0191254252,0.8914471841,3.13448076188e-05,378,0,True,0
5,2.9783696220,1.0324345285,4.6466872806,2.7718827813,1.0002675397,3.0441541377,1.0094701835,4.6482436770,2.8422601064,0.9065085583,3.95755632872e-05,378,0,True,0
6,2.9512872633,1.0733506276,4.6466639105,2.7366171804,0.9743208787,2.8778373900,1.0289819207,4.6463306382,2.6720409938,0.7984124950,4.908543684e-05,378,0,True,0
7,2.6277458479,1.0739083587,4.6420176723,2.4129642141,0.8124500567,2.7541336309,1.0194828533,4.6457199324,2.5502370993,0.6916001916,5.97699463517e-05,378,0,True,0
8,2.6526046821,1.0718807304,4.6417332881,2.4382284659,0.7640415216,2.5905472937,1.0291579337,4.6437586739,2.3847156933,0.6160150716,7.15117045486e-05,378,0,True,0
9,2.4288560158,1.1092975026,4.6387666420,2.2069964831,0.6847311200,2.6412888799,1.0166740134,4.6428501356,2.4379540648,0.6505369731,8.41817085055e-05,378,0,False,1
10,2.4625723084,1.1389989071,4.6381202577,2.2347725258,0.6856578116,2.9276218301,1.0051762558,4.6471068155,2.7265865916,0.8141102127,9.76407569592e-05,378,0,False,2
11,2.6639124691,1.1093875813,4.6413234352,2.4420349989,0.7904731035,2.6651041599,1.0926877033,4.6426202093,2.4465666726,0.7332460452,0.000111740979668,378,0,False,3
12,2.4746414814,1.1023380952,4.6367882698,2.2541738704,0.7033352279,2.5519031229,1.0434707676,4.6404761769,2.3432090021,0.6087791659,0.000126327462015,378,0,True,0
13,2.3438289235,1.1100045291,4.6350496484,2.1218279979,0.6265172383,2.2826443354,1.0577429840,4.6358610834,2.0710957459,0.4352253964,0.000141239947004,378,0,True,0
14,2.2753442772,1.1133600410,4.6336792285,2.0526722651,0.5584314800,2.5065283843,1.0508200861,4.6387818609,2.2963643642,0.6545954442,0.000156314595954,378,0,False,1
15,2.2364004352,1.1003642095,4.6332234806,2.0163275558,0.5198102281,2.3376076562,1.0759788229,4.6362825439,2.1224119050,0.5071499032,0.00017138578854,378,0,False,2
16,2.0630584962,1.1325863751,4.6295942957,1.8365412086,0.4788370836,2.1502132620,1.0450296402,4.6335652942,1.9412073431,0.3639177132,0.000186287942409,378,0,True,0
17,2.1370921053,1.1036158762,4.6301865754,1.9163689607,0.4931906591,2.1394560791,1.0250863098,4.6344280652,1.9344388008,0.2990623696,0.000200857332385,378,0,True,0
18,1.9801468155,1.1094550184,4.6282757880,1.7582558267,0.3722270090,2.0563389596,1.0486293384,4.6298437028,1.8466130983,0.3316209287,0.000214933889261,378,0,True,0
19,2.2041729544,1.0963242439,4.6308648826,1.9849080636,0.5058336893,2.3879507519,1.0013957512,4.6389658201,2.1876715524,0.4753693314,0.000228362958428,378,0,False,1
20,2.1414474999,1.1016161890,4.6304491765,1.9211242174,0.5076155089,1.9552366529,1.0334159987,4.6286670185,1.7485534554,0.2602987960,0.000240996999018,378,0,True,0
21,2.3828000682,1.0736963049,4.6357626738,2.1680608073,0.5842546083,2.7697215375,1.0209458612,4.6436979884,2.5655323642,0.7975371538,0.000252697204885,378,0,False,1
22,1.9284851488,1.1266338239,4.6250723430,1.7031583244,0.3375961237,2.0933140425,1.1009731338,4.6309875125,1.8731194292,0.3193872818,0.000263335029626,378,0,False,2
23,2.0538951398,1.1182868840,4.6284090426,1.8302377134,0.4109675536,2.0109345686,1.0525634811,4.6297046434,1.8004218692,0.2726084413,0.000272793598879,378,0,False,3
24,1.9991443965,1.1082257316,4.6275414941,1.7774992696,0.3622097600,2.2826289495,1.0458294006,4.6341681026,2.0734630460,0.4456176693,0.000280968994381,378,0,False,4
25,2.0128599248,1.1158021001,4.6267805453,1.7896994693,0.3896719424,2.3984390463,1.0118341616,4.6373460860,2.1960722038,0.5259797920,0.000287771395688,378,0,False,5
26,1.9967747195,1.1087299598,4.6272903649,1.7750287050,0.4185415711,1.8832731429,1.0341025125,4.6273699988,1.6764526469,0.2414015584,0.000293126067003,378,0,True,0
27,2.0465329803,1.1102244469,4.6275099371,1.8244880696,0.4226220824,1.8135389930,1.1089289688,4.6237018585,1.5917531910,0.1816275036,0.000296974178272,378,0,True,0
28,1.8532105514,1.0740376547,4.6244548969,1.6384030486,0.3570743023,1.7281553246,1.1214457807,4.6203804334,1.5038661571,0.1060202357,0.000299273451532,378,0,True,0
