epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,5.9260459627,0.9799666553,4.6522240210,3.1746928364,1.2776799681,7.5046966553,1.0065306913,4.6534484455,3.8351855164,1.7341025046,1.27910408698e-05,202,47,40,42,47,176,True,0
1,5.8136710994,0.9599213253,4.6519213051,3.1232439122,1.2492214889,6.5013212840,0.9739834621,4.6552330971,3.5535494963,1.3764875565,1.51554725672e-05,189,36,51,54,48,189,True,0
2,5.4155079726,0.9572249673,4.6509940385,3.0095250796,1.1072689257,5.9379902249,0.9757287786,4.6540976978,3.3607884362,1.1910280113,1.90673178408e-05,188,56,38,42,54,190,True,0
3,5.1668642412,0.9628186850,4.6493670776,2.8883996287,1.0429504738,5.5262918540,1.0089704014,4.6535055024,3.1972500642,1.0636238427,2.44835985032e-05,193,38,44,46,57,185,True,0
4,5.3121408432,0.9688777119,4.6498427492,2.9325486996,1.0929082963,5.6725096339,0.9897078060,4.6529003007,3.2704470090,1.1020605009,3.13448076188e-05,196,46,59,41,36,182,False,1
5,5.0781415127,0.9678432654,4.6482999741,2.8592264463,1.0126731793,5.3388638451,1.0005787475,4.6528206825,3.1401888166,0.9992796394,3.95755632872e-05,202,51,45,40,40,176,True,0
6,4.9242499064,0.9294003277,4.6475148024,2.7943465760,0.9720116649,5.6458057267,0.9753013713,4.6513791811,3.1788719041,1.1359367531,4.908543684e-05,195,39,46,54,44,183,False,1
7,4.8621117501,0.9225594010,4.6454244846,2.6940737452,0.9917631354,4.5471396582,0.9874635220,4.6495374135,2.8018182800,0.7739143712,5.97699463517e-05,196,55,49,42,36,182,True,0
8,4.6711292204,0.9147873584,4.6445042015,2.6773429415,0.9054143903,4.7455635298,0.9400038186,4.6497840563,2.8855866705,0.8359880596,7.15117045486e-05,198,46,46,40,48,180,False,1
9,4.0709522691,0.9158979377,4.6415885718,2.3745378628,0.7566174026,4.7369044849,0.9427012239,4.6496412641,2.8672265961,0.8405688135,8.41817085055e-05,199,56,45,38,40,179,False,2
10,4.1032392878,0.9062982233,4.6409423238,2.4052561894,0.7583617108,4.9197891462,0.9554777509,4.6492114294,2.9187225001,0.9049855472,9.76407569592e-05,170,56,55,54,43,208,False,3
11,4.5297743177,0.8922022994,4.6429456731,2.5844303817,0.8834517841,4.0904893512,0.9289674691,4.6444786344,2.5325668585,0.6860645075,0.000111740979668,185,47,49,48,49,193,True,0
12,4.1947913246,0.8563945104,4.6401364311,2.4557493969,0.7838814725,4.1354635829,0.9237970897,4.6461887814,2.5870783829,0.6818128969,0.000126327462015,180,53,56,45,44,198,False,1
13,3.9638917143,0.8612192428,4.6386655853,2.3116174041,0.7400152111,3.5621794292,0.9187710353,4.6421988306,2.3131997267,0.5326127428,0.000141239947004,196,47,43,50,42,182,True,0
14,3.6763202438,0.7931692641,4.6364483631,2.2176671457,0.6500096665,3.7719468026,0.8728743973,4.6440043404,2.4165505205,0.5904106779,0.000156314595954,196,44,42,51,45,182,False,1
15,3.4766507073,0.7905471893,4.6354423982,2.1792921648,0.5696245295,4.4858088085,0.9125790868,4.6454497837,2.6276404517,0.8378262782,0.00017138578854,198,44,46,45,45,180,False,2
16,3.1911558827,0.7326290756,4.6323957746,1.9761127366,0.5342586668,3.2012359142,0.8027325642,4.6360523860,2.1002965745,0.4701964205,0.000186287942409,177,46,35,62,58,201,True,0
17,3.2418930455,0.7262753567,4.6326387219,2.0181258274,0.5392560889,3.4838551975,0.8074199313,4.6388969921,2.2590514910,0.5316598771,0.000200857332385,198,51,38,43,48,180,False,1
18,3.0268634652,0.6834520237,4.6316492368,1.9543933200,0.4678898592,3.8910334996,0.8011134823,4.6403810955,2.3822925772,0.6742591066,0.000214933889261,194,41,45,44,54,184,False,2
19,3.5731522028,0.7482442859,4.6340184161,2.1871374864,0.6181829168,4.3452537446,0.9538563683,4.6468582153,2.6496452945,0.7524185918,0.000228362958428,181,44,59,53,41,197,False,3
20,3.4444321753,0.7461061156,4.6340284676,2.1177647139,0.5887231827,4.4658656870,0.8503524684,4.6462435495,2.6784868240,0.8086541868,0.000240996999018,195,53,49,42,39,183,False,4
21,3.3894077293,0.7150112384,4.6330770866,2.1295276004,0.5584389840,3.2262468202,0.7600147020,4.6382561411,2.1437592802,0.4652423044,0.000252697204885,193,44,48,52,41,185,False,5
