epoch,lr,train_loss,val_loss,val_hr_mae
1,0.0003,1.521427883186298,0.6086556407761766,4.3428097357200794
2,0.0003,1.1828806390772915,0.42682272179169434,2.5269590544352023
3,0.0003,1.0763016758960042,0.4098520848048777,2.469807777887341
4,0.0003,1.0356011564935352,0.37470373371776655,2.207383448254676
5,0.0003,1.0194094667424107,0.35121994878694657,2.249585018812856
6,0.0003,1.00944575210258,0.3567379643632329,2.203729465008957
7,0.0003,0.994362237662507,0.33849868627336394,2.084208400648608
8,0.0003,0.9853646982258618,0.36964010023142446,2.132228556144643
9,0.0003,0.9789900500290137,0.34288866719295574,2.037347625781304
10,0.0003,0.9736597968259212,0.34887623933808093,2.0374035196819777
11,0.0003,0.9685432314343511,0.3400404255182966,2.19757437153718
12,0.0003,0.9662731457232899,0.33421847907236024,2.0224000578426424
13,0.0003,0.9634124258646822,0.3330706696175816,1.9484466169979922
14,0.0003,0.9595985039489779,0.32720364481626873,2.0189412610370656
15,0.0003,0.9569847389013733,0.31746352223196855,1.9336543350319997
16,0.0003,0.9532948493163673,0.32016169686064416,1.878462477859966
17,0.0003,0.9496669078640615,0.31701155171637974,1.9545925972162845
18,0.0003,0.9450047345854731,0.323561297294168,1.815638948744186
19,0.0003,0.945475444465578,0.332314571440073,1.7355573084508333
20,0.0003,0.9409057316055044,0.3164820626429468,1.8217927031237366
21,0.0003,0.939220215107307,0.30824682374530893,1.7035476605606643
22,0.0003,0.9333275588318193,0.3155424897064026,1.662859924990731
23,0.0003,0.9335997600798867,0.30687440086981727,1.7010583579882976
24,0.0003,0.9300441559887885,0.3076786377442888,1.7395102475221
25,0.0003,0.9254033165951813,0.3054502562719044,1.839315933489498
26,0.0003,0.9256110045806681,0.30116635431733374,1.72965926483227
27,0.0003,0.9231156715410002,0.310581666986128,1.7109057382740605
28,0.0003,0.920495912158132,0.30803287843970883,1.924364746351322
29,0.0003,0.9159982905932986,0.3035011210914745,2.0879686158024975
30,0.0003,0.9131523493524397,0.3068962115087551,1.546068669540533
31,0.0003,0.9107381922158762,0.3030470050436847,1.7170458446293997
32,0.0003,0.9101214233831348,0.29686013471714007,1.673002984579784
33,0.0003,0.9066718264769238,0.3081211258923653,1.635457209889008
34,0.0003,0.9013130946905579,0.30684661949446623,1.6862373752352717
35,0.0003,0.9031294571837363,0.30489117063793697,1.6505415532435026
36,0.0003,0.8992783571983151,0.29834123544550417,1.564241915750292
37,0.0003,0.8986715876434276,0.2990237695449715,1.839037176539241
38,0.00015,0.8945969355622354,0.3000064839650125,1.6901793246475252
39,0.00015,0.8883822367802576,0.2951751761744327,1.6313408265976321
40,0.00015,0.8853463528026619,0.2988068788866701,1.6132852546644265
41,0.00015,0.8825181956296491,0.29755999190242927,1.5916339988012864
42,0.00015,0.8834356097084833,0.300875763108191,1.5719004416869196
43,0.00015,0.8819478325256365,0.3004243707194672,1.5876597561467276
44,0.00015,0.8796765905373898,0.2983413530195094,1.607351152145238
45,7.5e-05,0.8764835139887447,0.2986147910165575,1.551534955247353
46,7.5e-05,0.871809292818677,0.2980704639509078,1.5827249079203398
47,7.5e-05,0.8728058868587083,0.2965820683366817,1.5334407371782954
48,7.5e-05,0.8710441208044511,0.30283481335040674,1.670473166438028
49,7.5e-05,0.8695399328288969,0.30127451561620244,1.543276386658938
50,7.5e-05,0.868614581157841,0.2986042782730396,1.6840442158777529
51,3.75e-05,0.8687269441163236,0.29555267144526404,1.607625356463938
52,3.75e-05,0.865480169842431,0.30215053347231463,1.5904033574561327
53,3.75e-05,0.8654532040660574,0.3010145068384067,1.5465837731352772
54,3.75e-05,0.8646984379114242,0.29888378461437,1.5851909784097986
55,3.75e-05,0.863985470688171,0.30234503149692504,1.6082189846493173
56,3.75e-05,0.8648849171353763,0.29740643232977604,1.5731411377393065
57,1.875e-05,0.8632829059109703,0.3032289251075583,1.595036996493928
58,1.875e-05,0.8615966663244164,0.29672288856464046,1.5515227060864785
59,1.875e-05,0.8604312424125206,0.30070505136140796,1.590943924797488
60,1.875e-05,0.8631371432747877,0.2983429766805845,1.5552315450329606
61,1.875e-05,0.8609364425434786,0.30156802759982104,1.5687593899083407
62,1.875e-05,0.8629653650171617,0.3007248510021049,1.655029869753288
63,1e-05,0.8593652445785742,0.3006412639922651,1.6020459379099343
64,1e-05,0.8594344930828742,0.2992810953695511,1.6156043651481167
65,1e-05,0.8589483925557957,0.29914134513652246,1.6624230559831459
66,1e-05,0.8584220851301221,0.2971609490971779,1.5761764203462183
67,1e-05,0.8614144515779518,0.29869144963027416,1.5490618159427458
68,1e-05,0.8605914379992046,0.2996020580289868,1.5663113655158014
69,1e-05,0.8568771376064694,0.301008461153094,1.5835620709509024
