epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,2.2015259405,0.9749335987,4.6519079738,3.1280728585,1.2245210315,2.9803804795,1.0060077792,4.6538784708,3.8691318058,1.8118959901,1.27910408698e-05,202,47,40,42,47,176,True,0
1,2.1997193193,0.9730218009,4.6520762141,3.1503941168,1.2175164507,2.6143018745,0.9797229631,4.6559371540,3.5900874002,1.5208354422,1.51554725672e-05,189,36,51,54,48,189,True,0
2,2.1105477116,0.9817077823,4.6510127032,3.0421863574,1.1536595784,1.8496142728,0.9726523467,4.6517531077,3.0526242869,0.8919277300,1.90673178408e-05,188,56,38,42,54,190,True,0
3,2.0903794576,0.9896087073,4.6500593947,2.9736576219,1.1490433203,2.0363363118,1.0244627521,4.6538254738,3.2602362746,1.0163846995,2.44835985032e-05,193,38,44,46,57,185,False,1
4,2.0832164275,0.9923840184,4.6502650150,2.9899537576,1.1372511828,2.0731952962,1.0040342456,4.6533685275,3.2408706279,1.0621707879,3.13448076188e-05,196,46,59,41,36,182,False,2
5,1.9180444555,1.0038666041,4.6481117445,2.8299004149,1.0097960139,2.2009438191,1.0092669215,4.6533726465,3.2942095893,1.1755380419,3.95755632872e-05,202,51,45,40,40,176,False,3
6,1.9403882323,0.9768862885,4.6473076861,2.8403654578,1.0349196104,2.0335488092,1.0062008858,4.6513203303,3.1277987594,1.0503589248,4.908543684e-05,195,39,46,54,44,183,False,4
7,1.7999739817,0.9592051970,4.6461896518,2.7036347427,0.9322242475,1.8636245353,1.0248396124,4.6517639887,3.0347429412,0.8999708897,5.97699463517e-05,196,55,49,42,36,182,False,5
8,1.7183461139,0.9400548591,4.6446415508,2.6662774906,0.8637658083,2.2091657389,1.0062848568,4.6531085423,3.2910900298,1.1851362694,7.15117045486e-05,198,46,46,40,48,180,False,6
9,1.6362299881,0.9402628522,4.6443819899,2.5367509133,0.8139897042,1.6746217205,1.0164220220,4.6476451147,2.6867614337,0.7996469515,8.41817085055e-05,199,56,45,38,40,179,True,0
