epoch,lr,train_loss,val_loss,val_hr_mae
1,0.0003,2.0941469938720636,1.5739064031738512,3.1422651076093575
2,0.0003,1.8548302811867123,1.5538905753434458,2.976907483889431
3,0.0003,1.8478422005353836,1.5485727866921535,2.9819272662376326
4,0.0003,1.8481177153253925,1.5423732809740784,2.8811172708925286
5,0.0003,1.8476569663141993,1.5421539240915905,2.9119622951386614
6,0.0003,1.8479972489269143,1.5466918886951455,2.9592141523058824
7,0.0003,1.8466381494530562,1.5423366648625598,2.903336568362062
8,0.0003,1.8494353963055965,1.5422177534885197,2.8959437640249504
9,0.0003,1.8463916370791944,1.5396424400526372,2.8774153377419527
10,0.0003,1.8470194269629086,1.5385488978116917,2.8589172829386245
11,0.0003,1.8492060537475856,1.5411030117741198,2.8922473618563944
12,0.0003,1.8475450713679475,1.5377311975238788,2.840381689840924
13,0.0003,1.8466775872466568,1.5368057605529706,2.8095779442446402
14,0.0003,1.8472449047583983,1.540069680819473,2.882343873966694
15,0.0003,1.847984623882535,1.5385491441814736,2.857685148882439
16,0.0003,1.84900410593416,1.541324113181841,2.9045687024182474
17,0.0003,1.8486633804344574,1.5413049525847982,2.894711629968765
18,0.0003,1.8488819224985273,1.539726404754403,2.8761832036857675
19,0.00015,1.8468245342225003,1.5418383994086027,2.8910152278002093
20,0.00015,1.8468124363186886,1.5418199836395048,2.9045687024182474
21,0.00015,1.8461766024408541,1.5417909474918872,2.8910152278002093
22,0.00015,1.8452452357416016,1.5420813681124779,2.894711629968765
23,0.00015,1.8472916426854447,1.5398744855272528,2.8774153377419527
24,0.00015,1.8470308601260848,1.5402026288474508,2.8737189355733967
25,7.5e-05,1.8454268825967093,1.5424610440790194,2.898408032137321
26,7.5e-05,1.8462326251970942,1.5430955875090275,2.9245046492141515
27,7.5e-05,1.845505208471639,1.5404474206877123,2.897130481045646
28,7.5e-05,1.8462810217077275,1.5404721743096579,2.897130481045646
29,7.5e-05,1.845693424989063,1.5401146466339948,2.8909688123599913
30,7.5e-05,1.8473653423667087,1.5421729615037423,2.910729372699174
31,3.75e-05,1.8455923394013722,1.54035861241087,2.898361616697103
32,3.75e-05,1.8473271346647917,1.5408593084261064,2.8922473618563944
33,3.75e-05,1.8472577097677894,1.5410112713443562,2.9045687024182474
34,3.75e-05,1.847258006983936,1.5400115032393453,2.8737189355733967
35,3.75e-05,1.844465371003823,1.5418508021882824,2.8910152278002093
36,3.75e-05,1.8444416417133531,1.540764773481484,2.8983626151018314
37,1.875e-05,1.8499499671070214,1.5406059068824263,2.897130481045646
38,1.875e-05,1.8455002579122748,1.5422665242081854,2.913193640811545
39,1.875e-05,1.8442283344586337,1.5420185522784813,2.894711629968765
40,1.875e-05,1.8479328822877907,1.5408436361744973,2.8922473618563944
41,1.875e-05,1.8467131424161887,1.5413032139740066,2.894711629968765
42,1.875e-05,1.8463380038804404,1.541743826862233,2.8910152278002093
43,1e-05,1.8467278260369677,1.541595788234675,2.8910152278002093
