epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,8.0857770139,1.0090919789,4.6521274003,3.2318311746,1.0464433568,7.7090632389,0.9562211640,4.6485750892,2.8692440398,0.8994437433,1.27902315635e-05,596,0,True,0
1,7.9984512905,0.9902805338,4.6515345701,3.1488606658,1.0018800773,7.7251635527,0.9929824448,4.6487779865,2.8777890143,0.9281190936,1.5152253116e-05,596,0,False,1
2,7.9535248072,0.9749596087,4.6511414995,3.1073912630,0.9987456663,7.8295154819,0.9915824192,4.6512332210,2.9799657549,1.0216119940,1.90601404356e-05,596,0,False,2
3,7.8938540132,0.9830993494,4.6504355245,3.0467987541,0.9818812733,7.6780854262,0.9898402714,4.6478063843,2.8323114630,0.9803601132,2.44710027459e-05,596,0,True,0
4,7.9030166280,0.9968620075,4.6506831342,3.0529609191,0.9403668642,7.6410980906,0.9726177516,4.6482387704,2.7983360383,0.8491918166,3.13254534608e-05,596,0,True,0
5,7.8713144392,0.9934168758,4.6504340780,3.0221970817,0.9295410194,7.7428352244,0.9773266888,4.6497206378,2.8976490188,0.9854965721,3.95482619791e-05,596,0,False,1
6,7.7242910398,0.9846112016,4.6495836949,2.8777851658,0.8319197817,7.8999009999,0.9656883850,4.6508755065,3.0558879314,1.1054711024,4.90491793723e-05,596,0,False,2
7,7.8221468157,0.9705475861,4.6502981986,2.9777392509,0.9190091047,7.8395057963,0.9569126677,4.6508943818,2.9972286906,1.0709633657,5.97239289073e-05,596,0,False,3
8,7.7858122627,0.9744712002,4.6502962080,2.9406216449,0.8683539405,7.9099800432,0.9655166787,4.6514359511,3.0654405928,1.1095093303,7.14553505281e-05,596,0,False,4
9,7.7550891006,0.9611103943,4.6494540272,2.9134129374,0.8473284581,7.6016110507,0.9051342506,4.6478586445,2.7727254892,0.9787794259,8.41146867396e-05,596,0,True,0
10,7.7083634626,0.8889242891,4.6481960220,2.8823825113,0.8893747338,7.7719116830,0.8627934417,4.6499246560,2.9494282704,1.0791865370,9.75629957774e-05,596,0,False,1
11,7.4827256171,0.7862971797,4.6450376703,2.6804283961,0.7749265188,7.2239563868,0.8232656942,4.6422459615,2.4170570033,0.7275944174,0.000111652676554,596,0,True,0
12,7.3005779254,0.7515491335,4.6416987509,2.5085692358,0.6771710535,7.0657501654,0.8429103269,4.6391963587,2.2579718162,0.6963696340,0.000126229088647,596,0,True,0
13,7.0127078255,0.7141651067,4.6373318186,2.2325429956,0.5087535349,6.7138706988,0.7347107739,4.6329283467,1.9339999255,0.4758713354,0.000141132249543,596,0,True,0
14,7.0318211677,0.7240640357,4.6376394777,2.2493688436,0.5316822776,6.9639145058,0.8613073044,4.6378416767,2.1538115012,0.6665922132,0.000156198590517,596,0,False,1
15,6.9158657797,0.6974149470,4.6360296371,2.1403532044,0.4564667265,6.6198410059,0.7057343412,4.6300009133,1.8486931169,0.4440169652,0.000171262751874,596,0,True,0
16,6.8259076240,0.7043705103,4.6341751534,2.0508583416,0.4221715294,6.7772174810,0.8077649211,4.6324674309,1.9831971472,0.5548682101,0.000186159397838,596,0,False,1
17,6.7269087958,0.6895419845,4.6316418808,1.9573584019,0.3788274989,6.8229262612,0.8301825361,4.6340789423,2.0228109081,0.5764371375,0.00020072503119,596,0,False,2
18,6.6937538825,0.6486320160,4.6303990863,1.9336283591,0.3841689888,6.5687265953,0.7273463437,4.6289305563,1.7943269278,0.4577232129,0.000214799787717,596,0,True,0
19,6.7947816433,0.6659551391,4.6322311715,2.0293596143,0.4175312541,6.7319546551,0.8165500218,4.6308730794,1.9377714380,0.4705356197,0.000228229190798,596,0,False,1
20,6.6431551652,0.6505463971,4.6286904444,1.8843554186,0.3359696657,6.3643422870,0.6306257271,4.6238499617,1.6143673844,0.3165665482,0.000240865846846,596,0,True,0
21,6.5702758411,0.6313520450,4.6263715885,1.8176338385,0.3098638172,6.7904278210,0.8212404956,4.6333165045,1.9928631597,0.4791781747,0.000252571063021,596,0,False,1
22,6.6292687550,0.6207604312,4.6273087783,1.8778080092,0.3666131525,6.2672114248,0.5652420196,4.6192816140,1.5348812125,0.2622942455,0.000263216369444,596,0,True,0
