epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,0.5118959518,0.9761659159,4.6522461422,3.1666276594,1.2620233386,0.5915368245,1.0045918431,4.6538907278,3.9061844031,1.7940306964,1.27910408698e-05,202,47,40,42,47,176,True,0
1,0.4947960728,0.9564455833,4.6508132718,3.0350694303,1.1885984464,0.5342758116,0.9804944879,4.6552560170,3.3817690236,1.2355942772,1.51554725672e-05,189,36,51,54,48,189,True,0
2,0.4821067971,0.9298472881,4.6495564249,2.9613733178,1.1296691636,0.4730868158,0.9121697920,4.6494291169,2.9065285251,0.8583159196,1.90673178408e-05,188,56,38,42,54,190,True,0
3,0.4594702765,0.9013784140,4.6479508309,2.7919459103,1.0336296205,0.4780199857,0.9208212364,4.6501253128,2.9385572797,0.8717043429,2.44835985032e-05,193,38,44,46,57,185,False,1
4,0.4398895168,0.8758727694,4.6452341837,2.6471496499,0.9468708155,0.4630370100,0.9005405154,4.6495153654,2.8292890231,0.7541491544,3.13448076188e-05,196,46,59,41,36,182,True,0
5,0.4219672289,0.8436883483,4.6438157697,2.5322955210,0.8868120672,0.4301620086,0.8421357132,4.6461396581,2.6173486165,0.7767867459,3.95755632872e-05,202,51,45,40,40,176,True,0
6,0.4213227852,0.8052414561,4.6435130664,2.6027448821,0.8937492629,0.4616732955,0.8696160305,4.6489805403,2.8775008111,0.9017149434,4.908543684e-05,195,39,46,54,44,183,False,1
7,0.3944321953,0.7702181434,4.6412434452,2.4038856585,0.8164702178,0.4226646165,0.8089680025,4.6447370529,2.6087100801,0.7811969513,5.97699463517e-05,196,55,49,42,36,182,True,0
8,0.3822607570,0.7300375665,4.6397455382,2.3625323520,0.7385769206,0.4356839600,0.8026508161,4.6458255859,2.7515378680,0.8991945988,7.15117045486e-05,198,46,46,40,48,180,False,1
9,0.3433624869,0.6695733588,4.6355869757,2.0944781688,0.6159684472,0.3776996513,0.7529022506,4.6403102421,2.2711919285,0.5027053413,8.41817085055e-05,199,56,45,38,40,179,True,0
10,0.3427551376,0.6501087168,4.6354881418,2.1273338681,0.5984253468,0.3857623370,0.7693580923,4.6415614946,2.3189070997,0.5834732574,9.76407569592e-05,170,56,55,54,43,208,False,1
11,0.3654588363,0.6609702902,4.6378312691,2.3326477336,0.7243729092,0.3684764167,0.7178096919,4.6399343945,2.2491447176,0.5114295944,0.000111740979668,185,47,49,48,49,193,True,0
12,0.3479826676,0.6135320749,4.6359358086,2.2527624930,0.6648802391,0.3675599544,0.7014251618,4.6402430307,2.2727491856,0.5796966876,0.000126327462015,180,53,56,45,44,198,True,0
13,0.3206894300,0.5822236719,4.6326954377,2.0424468397,0.5519592311,0.3485140301,0.6571526862,4.6374620937,2.1708348501,0.4913637557,0.000141239947004,196,47,43,50,42,182,True,0
14,0.3125338749,0.5298036596,4.6320029163,2.0657313021,0.5132431749,0.3973287265,0.7600744276,4.6428602219,2.4531383128,0.6842287882,0.000156314595954,196,44,42,51,45,182,False,1
15,0.3039839247,0.5261855867,4.6312486608,1.9874680143,0.4516808140,0.3736675376,0.7670718624,4.6392157736,2.2025315784,0.4487003337,0.00017138578854,198,44,46,45,45,180,False,2
16,0.2799155001,0.4639659322,4.6286374854,1.8712230738,0.4821488905,0.2928992677,0.5594125668,4.6298601196,1.8101675045,0.2889893910,0.000186287942409,177,46,35,62,58,201,True,0
17,0.2878564226,0.4831370538,4.6287055722,1.9122900774,0.4875752298,0.3320949884,0.6484027970,4.6348414239,2.0241442374,0.3985044400,0.000200857332385,198,51,38,43,48,180,False,1
18,0.2490322199,0.3872761991,4.6258507935,1.7157697615,0.3603403887,0.2741861599,0.5096514662,4.6276471410,1.7225586187,0.2538654638,0.000214933889261,194,41,45,44,54,184,True,0
19,0.2781761916,0.4367340814,4.6277737718,1.9082936528,0.4473073061,0.2557053383,0.4951381042,4.6236117272,1.5667771249,0.1220231204,0.000228362958428,181,44,59,53,41,197,True,0
20,0.2754978427,0.4351561246,4.6285034008,1.8846661653,0.4716199129,0.3673019631,0.7059237860,4.6388647488,2.2611720085,0.5644000445,0.000240996999018,195,53,49,42,39,183,False,1
21,0.2737745230,0.3981066155,4.6282948413,1.9415319906,0.4534196527,0.2403255314,0.4328042978,4.6212200392,1.5376466649,0.1583453762,0.000252697204885,193,44,48,52,41,185,True,0
22,0.2343683085,0.3490677963,4.6226681275,1.6455473919,0.3041994804,0.2373157953,0.4434287979,4.6206828299,1.4863003163,0.1430375676,0.000263335029626,183,49,48,45,53,195,True,0
23,0.2524532085,0.3613271532,4.6258154748,1.8018778108,0.3854397605,0.2722611463,0.5711427041,4.6234749976,1.5803260043,0.1521522338,0.000272793598879,185,56,42,53,42,193,False,1
24,0.2385471455,0.3426074597,4.6235141426,1.7002564675,0.3152207783,0.2381711246,0.4291098782,4.6212205614,1.5234914439,0.1311881227,0.000280968994381,203,40,40,49,46,175,False,2
25,0.2441797390,0.3582665959,4.6234497469,1.7252640863,0.3826057564,0.3032152809,0.5973920578,4.6301204454,1.8373686495,0.2975398433,0.000287771395688,192,49,46,48,43,186,False,3
26,0.2401986137,0.3428442101,4.6228385754,1.7162977142,0.3883115536,0.2483298214,0.4886209335,4.6206489336,1.5060563042,0.1257254692,0.000293126067003,190,47,36,52,53,188,False,4
27,0.2544600326,0.3672767488,4.6256790540,1.8100467094,0.3981117671,0.2380522051,0.4276025880,4.6219359761,1.5253168322,0.1258778248,0.000296974178272,184,60,51,45,38,194,False,5
28,0.2268172801,0.3316146782,4.6214507295,1.6049433884,0.2897289416,0.2123062078,0.3581887489,4.6173954964,1.4066845440,0.0858729145,0.000299273451532,195,45,43,47,48,183,True,0
29,0.2569181370,0.3575688883,4.6243688947,1.8540435720,0.4489453747,0.2296706918,0.4330921360,4.6184783391,1.4305225758,0.1181144353,0.000299999737735,175,51,60,54,38,203,False,1
30,0.2150556242,0.2953139894,4.6199373089,1.5599282217,0.3069125240,0.3204056604,0.8919211620,4.6175587291,1.4202142386,0.1348922549,0.000299836114086,179,47,45,58,49,199,False,2
31,0.2496499220,0.3544320570,4.6250302451,1.7876349826,0.3900852027,0.2576877134,0.5305950046,4.6210119429,1.5156870967,0.1540636104,0.000299370741653,172,52,43,59,52,206,False,3
32,0.2379979490,0.3137288296,4.6231327662,1.7525217716,0.3634370892,0.2291667236,0.4566356523,4.6183207694,1.3783958832,0.0759111558,0.000298604557633,177,52,47,60,42,201,False,4
33,0.2088811498,0.2680751926,4.6198526690,1.5526611092,0.2798751164,0.1985076348,0.3344333331,4.6156670162,1.3162096353,0.0515079899,0.000297539105019,190,56,44,43,45,188,True,0
34,0.2206889534,0.3044063972,4.6203578666,1.5980766501,0.2905638369,0.2239520280,0.3854983091,4.6184019770,1.4685236409,0.1199080966,0.000296176529491,212,40,35,39,52,166,False,1
35,0.2145304270,0.2619180862,4.6210504133,1.6214680665,0.3449070894,0.2262608615,0.4463267678,4.6176202774,1.3699550402,0.0772761011,0.000294519575094,167,49,53,57,52,211,False,2
36,0.2187407956,0.2763127934,4.6212531019,1.6347823477,0.3042521007,0.2227601962,0.4286426419,4.6177281016,1.3703166371,0.0697998393,0.000292571578714,201,31,47,47,52,177,False,3
37,0.2299918641,0.2881407706,4.6214186704,1.7236370939,0.3538529271,0.1881802899,0.3203169272,4.6130842708,1.2411690303,0.0237292706,0.000290336463357,182,39,63,53,41,196,True,0
38,0.2295991070,0.3109235015,4.6228614030,1.6741439722,0.3211852815,0.2363663601,0.4911697819,4.6171110562,1.3813239972,0.0788577591,0.000287818730248,174,45,49,53,57,204,False,1
39,0.2212156722,0.2742829189,4.6210318570,1.6635908954,0.3560269322,0.2089495466,0.3737216291,4.6163504010,1.3420521623,0.0619677963,0.000285023449765,191,50,48,48,41,187,False,2
40,0.2196188262,0.2669649640,4.6214638816,1.6622582882,0.3101692818,0.1976007907,0.3472601306,4.6137615113,1.2814876352,0.0399058661,0.000281956251232,190,38,47,52,51,188,False,3
41,0.2036551918,0.2522059030,4.6187893777,1.5321400872,0.2572507239,0.2190862714,0.4294997136,4.6156239918,1.3318632239,0.0530350095,0.000278623311578,191,52,34,51,50,187,False,4
42,0.1995581165,0.2354687681,4.6192114088,1.5246435921,0.2310380734,0.1857475516,0.3130881230,4.6120304971,1.2312992471,0.0259159253,0.000275031342901,192,49,51,37,49,186,True,0
43,0.2158244698,0.2633660045,4.6213539265,1.6315126570,0.3187184022,0.2104103256,0.4097393166,4.6148061707,1.2846245993,0.0444520654,0.000271187578947,190,45,45,40,58,188,False,1
44,0.2178267098,0.2792115238,4.6217382648,1.6198439674,0.3022248884,0.2266670539,0.4931212005,4.6139858700,1.2804280837,0.0496601223,0.000267099760545,185,58,49,39,47,193,False,2
45,0.2040241749,0.2408521313,4.6185834849,1.5585373646,0.2926097001,0.3126022035,0.7056611515,4.6266890798,1.7146996725,0.2931298485,0.000262776120018,181,39,53,54,51,197,False,3
46,0.2075748576,0.2585592165,4.6177560791,1.5586301271,0.2718330778,0.1911042693,0.3310032913,4.6127566928,1.2490360760,0.0330120104,0.000258225364602,174,54,50,57,43,204,False,4
47,0.2029477484,0.2439914070,4.6188881713,1.5414946811,0.2633036470,0.1960091648,0.3575965189,4.6122368131,1.2448985622,0.0267338607,0.000253456658913,173,53,46,45,61,205,False,5
48,0.2150710281,0.2525594294,4.6196603296,1.6455913486,0.3203053836,0.2169764842,0.3889623023,4.6159974779,1.3918402047,0.0734083511,0.000248479606489,189,35,54,57,43,189,False,6
49,0.2126622517,0.2708991108,4.6199157225,1.5848242827,0.2710379311,0.3210142922,0.8741521637,4.6210255214,1.4618386007,0.1075910771,0.000243304230452,180,53,44,54,47,198,False,7
50,0.2036458692,0.2497444750,4.6193733619,1.5369697286,0.2784536551,0.2165252642,0.4021279432,4.6154158910,1.3609967323,0.0811524623,0.000237940953321,193,40,50,44,51,185,False,8
51,0.2115622289,0.2576035817,4.6190805713,1.6004151036,0.2987593095,0.1861924560,0.3372951053,4.6110413324,1.1873343116,0.0189577075,0.000232400576021,197,49,42,52,38,181,False,9
52,0.1969529815,0.2150846934,4.6198654705,1.5393604059,0.2671234184,0.1775921565,0.2860256161,4.6110956964,1.2038702897,0.0157349377,0.000226694256136,202,38,45,44,49,176,True,0
53,0.2130890082,0.2420335555,4.6210932833,1.6468229117,0.3447225819,0.1718877144,0.2558576697,4.6106926555,1.2071617876,0.0158153220,0.000220833485433,183,50,39,49,57,195,True,0
54,0.1874576044,0.2157675976,4.6162484411,1.4430407923,0.2028847887,0.2107493428,0.4214643615,4.6131296476,1.2645646515,0.0343806304,0.000214830066727,186,49,41,54,48,192,False,1
55,0.1866314116,0.2186043507,4.6159864254,1.4291053518,0.1948634950,0.1696351528,0.2485080316,4.6106909706,1.1993354366,0.0134999136,0.000208696090101,193,44,43,50,48,185,True,0
56,0.1866499643,0.2161334619,4.6161772814,1.4342327326,0.1997472248,0.2093516543,0.4218464738,4.6126169931,1.2498235793,0.0260831056,0.00020244390857,186,46,58,52,36,192,False,1
57,0.1848747001,0.2108087557,4.6160249205,1.4271294295,0.1895944726,0.1789490118,0.2978157725,4.6107457206,1.1938585463,0.0159491578,0.000196086113195,196,50,32,49,51,182,False,2
58,0.1869920643,0.2080600485,4.6155414354,1.4538005363,0.2555457453,0.1838770282,0.3181865488,4.6109635171,1.2023971580,0.0218455236,0.00018963550773,191,44,54,42,47,187,False,3
59,0.1977051306,0.2193454014,4.6176442318,1.5383604721,0.2736146090,0.1867745868,0.3308168871,4.6107871010,1.2061120533,0.0222120863,0.000183105082835,196,55,38,34,55,182,False,4
60,0.1955315743,0.2122609697,4.6164890521,1.5307937539,0.2707251856,0.1857204219,0.3254035598,4.6116719700,1.2063970736,0.0216906937,0.000176507989917,187,54,43,46,48,191,False,5
61,0.1982604454,0.2158126516,4.6183725312,1.5509791822,0.2838236258,0.1752846394,0.2839434629,4.6106115205,1.1849594377,0.0115764715,0.000169857514644,170,45,50,57,56,208,False,6
62,0.1945248838,0.2216954369,4.6175142445,1.5018579310,0.2453769652,0.1748195679,0.2785897442,4.6108190536,1.1910161620,0.0132299708,0.000163167050187,184,49,45,50,50,194,False,7
63,0.1824562421,0.2063570274,4.6154690874,1.4118483338,0.1988697182,0.1804746905,0.3156365344,4.6101172266,1.1734738214,0.0096016696,0.000156450070251,183,42,47,54,52,195,False,8
64,0.1965044962,0.2117414906,4.6176176248,1.5415619410,0.2823399437,0.1812516207,0.3268870501,4.6096044677,1.1587420747,0.0102685064,0.000149720101941,181,50,49,49,49,197,False,9
