epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,1.8002601370,0.9769978971,4.6516698328,3.2097211805,1.3105238386,2.0717350619,1.0023166611,4.6545787857,3.7425434567,1.3601366931,1.27910408698e-05,189,46,45,48,50,189,True,0
1,1.7174162858,0.9859666446,4.6503467333,3.0404458828,1.1606709598,1.8348478385,0.9567340209,4.6543189503,3.2870020866,1.0299040550,1.51554725672e-05,185,51,51,51,40,193,True,0
2,1.6666576995,0.9898913686,4.6500474789,2.9373588701,1.0707913713,1.7005055984,0.9831968614,4.6515811466,3.0077324674,0.9320020812,1.90673178408e-05,187,53,43,47,48,191,True,0
3,1.7195074035,0.9983406262,4.6504170554,3.0396785257,1.1321771675,1.8078861396,1.0031019120,4.6539394333,3.2145315170,1.0259448122,2.44835985032e-05,198,52,55,31,42,180,False,1
4,1.6650487695,0.9822186768,4.6489088977,2.9372100048,1.1018989092,1.7535673403,0.9723455872,4.6519940785,3.1181964057,0.9654742560,3.13448076188e-05,196,49,38,51,44,182,False,2
5,1.6272957375,0.9592798103,4.6488576289,2.8708794420,1.0655585348,1.6830480042,0.9631783945,4.6508562996,2.9808246227,0.9663626970,3.95755632872e-05,192,49,52,37,48,186,True,0
6,1.5385667451,0.9684784438,4.6462007755,2.6897422738,0.9771212390,1.8221206007,0.9359610887,4.6525521596,3.2698567663,1.0924277994,4.908543684e-05,190,64,45,43,36,188,False,1
7,1.4256387230,0.9890195324,4.6435567235,2.4556696137,0.8016124828,1.5397689922,0.9295906839,4.6471669878,2.7077017012,0.7385446116,5.97699463517e-05,180,48,47,42,61,198,True,0
8,1.4455264132,0.9976611087,4.6428655796,2.4919883738,0.8730620691,1.4324041974,0.9341207794,4.6435599917,2.4911600919,0.5839391502,7.15117045486e-05,190,46,37,54,51,188,True,0
9,1.3886673860,1.0050868748,4.6411588331,2.3753000479,0.7467745041,1.4600123161,0.9342570532,4.6447896185,2.5463218223,0.6477905381,8.41817085055e-05,195,33,49,50,51,183,False,1
10,1.4121765270,1.0117464573,4.6403954395,2.4196544438,0.8176369118,1.4354078304,0.8879799525,4.6448102679,2.5156236944,0.5741927534,9.76407569592e-05,189,39,49,46,55,189,False,2
11,1.4553041326,1.0038342728,4.6432288034,2.5090745391,0.8571800892,1.6390022278,0.9515653928,4.6501314890,2.8973782857,0.8702093087,0.000111740979668,191,56,46,45,40,187,False,3
12,1.2873618521,1.0296510565,4.6378465935,2.1628632457,0.6485461290,1.2753821884,0.9422244095,4.6381545294,2.1738745712,0.4777650308,0.000126327462015,195,49,43,48,43,183,True,0
13,1.3290365468,1.0069186315,4.6385513033,2.2553056245,0.7266845296,1.4948097172,1.0053614128,4.6458501680,2.5874748730,0.6681893936,0.000141239947004,209,39,37,51,42,169,False,1
14,1.3396705730,1.0424247930,4.6385997414,2.2623711686,0.7043713166,1.2311407294,0.9685588468,4.6362584614,2.0748579162,0.3683600879,0.000156314595954,188,45,53,47,45,190,True,0
15,1.2485589312,1.0619306608,4.6356943247,2.0723455261,0.6215491279,1.1156281080,0.9749036062,4.6304960841,1.8412947575,0.3023144738,0.00017138578854,184,51,43,51,49,194,True,0
16,1.2489765264,1.0245576684,4.6355558981,2.0881299720,0.6146117157,1.1140289397,0.9883883039,4.6302307538,1.8327025584,0.2929817989,0.000186287942409,207,46,46,36,43,171,True,0
17,1.1984531173,1.0495555754,4.6332399050,1.9770839940,0.5222140793,1.1152488203,0.9815626008,4.6304569653,1.8378726074,0.2873392178,0.000200857332385,197,45,46,49,41,181,False,1
18,1.2216164523,1.0610229452,4.6331005778,2.0188238047,0.5756359234,1.1168497403,0.9915245448,4.6299743107,1.8370896589,0.2880738812,0.000214933889261,201,44,38,38,57,177,False,2
19,1.1704829629,1.0536805095,4.6309817758,1.9194937629,0.5283632589,1.1696599359,0.9882618575,4.6329452151,1.9440150976,0.3499705958,0.000228362958428,196,46,35,52,49,182,False,3
20,1.1751688271,1.0468518091,4.6307747831,1.9315969061,0.5106266832,1.1211183718,0.9735011345,4.6306995165,1.8528362592,0.2761694326,0.000240996999018,197,46,44,54,37,181,False,4
21,1.1232491530,1.0365955874,4.6296771266,1.8318599986,0.4626879282,1.1456672237,0.9808707101,4.6312515849,1.8989861511,0.3604076773,0.000252697204885,206,43,36,46,47,172,False,5
22,1.1990633768,0.9906364872,4.6315901191,2.0018721333,0.5387987337,1.0488802206,1.0633499770,4.6271992048,1.6724204359,0.2172033521,0.000263335029626,182,43,62,48,43,196,True,0
23,1.0823543002,1.0428469424,4.6276303650,1.7475698335,0.3793659407,1.1228049908,0.9977709691,4.6307616415,1.8465015990,0.2882482310,0.000272793598879,182,56,49,55,36,196,False,1
24,1.1955801015,0.9786625675,4.6315023407,1.9996952039,0.5458331619,1.0484828790,0.9864849176,4.6272066389,1.7023717767,0.2283234822,0.000280968994381,175,51,51,42,59,203,True,0
25,1.2682751726,1.0084959117,4.6335290929,2.1331520371,0.6185594125,1.2632969913,0.9967185174,4.6369477726,2.1279065632,0.4841694596,0.000287771395688,190,49,49,45,45,188,False,1
26,1.2459326390,1.0325926599,4.6343882803,2.0788282068,0.6222546358,1.0248340226,0.9661302901,4.6262190228,1.6632159074,0.1809066034,0.000293126067003,182,60,40,52,44,196,True,0
27,1.1391085872,1.0541746755,4.6293430606,1.8565473575,0.4945283824,1.0276099063,1.0262591992,4.6248777798,1.6447161345,0.2272370242,0.000296974178272,192,41,50,47,48,186,False,1
28,1.1168245686,1.0535335572,4.6278779217,1.8122356632,0.4430855442,0.9561937446,1.0041260191,4.6218568893,1.5107370763,0.1389200522,0.000299273451532,188,40,51,41,58,190,True,0
29,1.0762468400,1.0435024998,4.6261507544,1.7350926443,0.3892711395,1.0211874207,1.0956121467,4.6248077756,1.6041299797,0.1884385994,0.000299999737735,183,55,42,52,46,195,False,1
30,1.0696127210,1.0573783599,4.6267775455,1.7162740666,0.3771032702,0.9969151673,1.0948645785,4.6226061140,1.5558844748,0.1593549495,0.000299836114086,196,36,41,42,63,182,False,2
31,1.1345064243,1.0058580807,4.6284221745,1.8666696536,0.4752620370,1.0461177985,1.0282555217,4.6248905681,1.6809333881,0.1969874327,0.000299370741653,200,52,44,33,49,178,False,3
32,1.0232418385,1.0364868805,4.6240989519,1.6318889491,0.3252543148,0.9498689345,1.0325006508,4.6207303093,1.4867375828,0.1162121685,0.000298604557633,196,47,51,38,46,182,True,0
33,1.0522805925,1.0249437693,4.6253605545,1.6945836166,0.3622408366,0.9126076959,1.0606137537,4.6176999001,1.4009698936,0.0913161397,0.000297539105019,184,46,50,51,47,194,True,0
34,1.0303642620,0.9653869192,4.6244796849,1.6745737280,0.3634509482,0.8937729887,1.0044797676,4.6178616206,1.3857540494,0.0610175645,0.000296176529491,201,38,47,51,41,177,True,0
35,1.0354614545,0.9254304678,4.6243947927,1.7007507780,0.3785808652,0.9294448347,1.0941900174,4.6194711095,1.4212136530,0.1047562305,0.000294519575094,194,48,44,46,46,184,False,1
36,1.0173115093,0.8725600776,4.6242166423,1.6855989606,0.3513903370,0.9975331602,1.0542311464,4.6233916101,1.5733738491,0.1303300047,0.000292571578714,173,46,56,54,49,205,False,2
37,1.0382917930,0.7795734787,4.6259694528,1.7647542146,0.4174476417,0.9082010701,1.0525670562,4.6169157346,1.3953753017,0.0779961629,0.000290336463357,193,47,46,45,47,185,False,3
38,1.0224819146,0.7142608705,4.6262089210,1.7592594365,0.3914567098,0.8544601174,0.9297648617,4.6160893576,1.3370142880,0.0551837075,0.000287818730248,213,40,38,44,43,165,True,0
39,1.0590445330,0.6254869564,4.6267949841,1.8678943587,0.4077574254,1.0245796351,0.6591834142,4.6261468024,1.7854859034,0.2383121762,0.000285023449765,196,39,44,49,50,182,False,1
40,0.9863108583,0.6210296916,4.6257290386,1.7242098038,0.3578626487,0.8841134401,0.7153444239,4.6205950646,1.4820890972,0.1341080899,0.000281956251232,188,53,40,46,51,190,False,2
41,0.9835871382,0.5208063495,4.6255980623,1.7588517615,0.3897709623,0.8891126956,0.7031284985,4.6221163386,1.4969739846,0.1166569362,0.000278623311578,208,41,38,43,48,170,False,3
42,1.0108187533,0.5637428392,4.6269646044,1.7961403024,0.4096598464,0.9321166425,0.9331801749,4.6219109036,1.4909612111,0.1074899447,0.000275031342901,187,58,41,51,41,191,False,4
43,0.9671359005,0.6180414778,4.6249592695,1.6870552459,0.3383071693,0.9210233342,0.8388603540,4.6223275957,1.5065025171,0.1260870715,0.000271187578947,191,55,38,46,48,187,False,5
44,0.9119902285,0.4911689279,4.6217030495,1.6275129539,0.2923230916,0.7977779633,0.7604620201,4.6147587731,1.2913711162,0.0411421959,0.000267099760545,198,38,54,49,39,180,True,0
45,0.8149517778,0.4000220349,4.6188509906,1.4698946981,0.2289807211,0.7815908330,0.6440939131,4.6155191649,1.3055440994,0.0534767056,0.000262776120018,179,41,60,46,52,199,True,0
46,0.8865915862,0.3956902730,4.6225066437,1.6149069872,0.3110978294,0.7709337768,0.5789751814,4.6151284581,1.3102774688,0.0496772394,0.000258225364602,173,51,44,58,52,205,True,0
47,0.9230519801,0.4285679179,4.6231920126,1.6746768087,0.3287555929,0.7613280983,0.5727915304,4.6149543399,1.2935395922,0.0296399908,0.000253456658913,202,38,48,47,43,176,True,0
