epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
34,0.1046371025,0.3410452134,4.6238723180,1.8011373818,0.3642805886,0.2107094004,0.7222503219,4.6361460368,2.2821612256,0.6625933336,0.000296176529491,189,189,False,1
35,0.0968369623,0.3026571010,4.6233942622,1.7651669487,0.3630553753,0.0771295362,0.3596608361,4.6149924369,1.3305639494,0.0519736772,0.000294519575094,192,186,True,0
36,0.0945031147,0.2927047982,4.6226511960,1.7635256658,0.3596215324,0.0971024400,0.4361728078,4.6176484108,1.4062809865,0.0986787682,0.000292571578714,196,182,False,1
37,0.1035161127,0.3199789177,4.6238993766,1.8836652917,0.3952033062,0.1063849721,0.4753103603,4.6196868352,1.4933816365,0.1132289802,0.000290336463357,187,191,False,2
38,0.0935453609,0.3100127157,4.6237132259,1.7382654122,0.3154281754,0.0800495915,0.3673249949,4.6172634761,1.3888308775,0.0658459100,0.000287818730248,189,189,False,3
39,0.0975920064,0.2919968898,4.6232614719,1.7788747896,0.3919262385,0.0918629524,0.4112513048,4.6181845483,1.4030639319,0.0961268853,0.000285023449765,170,208,False,4
40,0.0968405520,0.3109754264,4.6223005567,1.7685806070,0.3464546647,0.1189671140,0.5189914896,4.6216545968,1.5222588346,0.1516881388,0.000281956251232,186,192,False,5
41,0.0800858998,0.2635121641,4.6208509793,1.6026020094,0.2738346468,0.0729144812,0.3358520604,4.6144697326,1.3295789730,0.0574406840,0.000278623311578,198,180,True,0
42,0.0790530727,0.2607015046,4.6207030791,1.6752712582,0.2691277325,0.0855564589,0.3745892150,4.6158576148,1.3907888481,0.1063861352,0.000275031342901,184,194,False,1
43,0.0851757388,0.2833687157,4.6225444526,1.7069433511,0.2850199561,0.1204969572,0.5575394994,4.6164229893,1.3588348979,0.0898905422,0.000271187578947,181,197,False,2
44,0.0849219398,0.2642529995,4.6220436222,1.7425973220,0.3207133876,0.1125897752,0.5087969604,4.6186318852,1.4490399293,0.1083038095,0.000267099760545,180,198,False,3
45,0.0813673742,0.2598332422,4.6205990378,1.6756039763,0.2940072575,0.1502728991,0.5927555328,4.6273017157,1.7794436432,0.3172178951,0.000262776120018,186,192,False,4
46,0.0959077555,0.3218178309,4.6220003865,1.7297378772,0.3154419074,0.0860062771,0.3916181031,4.6170651618,1.3763986996,0.0768265498,0.000258225364602,173,205,False,5
47,0.0854835554,0.2691134546,4.6206989288,1.6986219467,0.3166086431,0.0750085598,0.3565193159,4.6143535614,1.2876012473,0.0370469499,0.000253456658913,188,190,False,6
48,0.0851357401,0.2784808031,4.6216027371,1.7254781370,0.2943957806,0.0749726068,0.3494624399,4.6142277945,1.3045061304,0.0508011682,0.000248479606489,188,190,False,7
49,0.0879715499,0.2806239338,4.6223195369,1.7297820685,0.3184676184,0.0807311734,0.3775872145,4.6145716168,1.3096331801,0.0521372906,0.000243304230452,170,208,False,8
50,0.0729478643,0.2359986092,4.6196505077,1.6088017578,0.2574814061,0.0724467988,0.3560877164,4.6114800181,1.1952717815,0.0122925340,0.000237940953321,202,176,True,0
51,0.0791780895,0.2594288510,4.6190177751,1.6212891170,0.2729231834,0.0663440796,0.3166379123,4.6125879333,1.2420560950,0.0301649612,0.000232400576021,192,186,True,0
52,0.0802799668,0.2399486087,4.6223778901,1.6776341276,0.3229024425,0.0647105688,0.3137045520,4.6124230612,1.2317527294,0.0196965766,0.000226694256136,202,176,True,0
53,0.0849903588,0.2507270355,4.6221939067,1.7450659199,0.3484494901,0.0769890056,0.3450035907,4.6165802501,1.3566789400,0.0798828674,0.000220833485433,182,196,False,1
54,0.0696758689,0.2444755658,4.6184852540,1.5513916060,0.2078075490,0.0760398230,0.3659915674,4.6126887004,1.2522513617,0.0284150889,0.000214830066727,190,188,False,2
55,0.0699360035,0.2366331393,4.6186545917,1.5633701307,0.2260937427,0.1027358745,0.4326910348,4.6200233005,1.4759700366,0.1619766538,0.000208696090101,199,179,False,3
56,0.0766199377,0.2536627841,4.6198864362,1.6094927775,0.2588738053,0.0725113952,0.3442594647,4.6132835706,1.2762806484,0.0365950014,0.00020244390857,210,168,False,4
57,0.0750409445,0.2397590327,4.6184776801,1.5959536998,0.2708913888,0.0786852645,0.3796706676,4.6135063262,1.2627265408,0.0275112994,0.000196086113195,173,205,False,5
58,0.0830743282,0.2506369882,4.6198225501,1.6532344919,0.3294693001,0.0741097880,0.3541863180,4.6131152153,1.2624168407,0.0327252428,0.00018963550773,193,185,False,6
59,0.0872834776,0.2605767934,4.6229564021,1.7620552211,0.3516811648,0.0960577371,0.4680162810,4.6119509243,1.2083049944,0.0245447956,0.000183105082835,193,185,False,7
60,0.0768984460,0.2408979549,4.6192761754,1.6363128834,0.2871885352,0.0787870747,0.3831862370,4.6127746991,1.2435332014,0.0214982693,0.000176507989917,182,196,False,8
61,0.0748520544,0.2294449329,4.6196445763,1.6254809742,0.2896306783,0.0746753395,0.3538708704,4.6139755522,1.2874245405,0.0390116498,0.000169857514644,180,198,False,9
62,0.0728346052,0.2361896953,4.6201471475,1.6527913872,0.2559666609,0.0985736905,0.4524885144,4.6181488945,1.4189226321,0.0807598727,0.000163167050187,193,185,False,10
