epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,1.0029278418,1.0044077751,4.6519371903,3.2081850871,1.0430441267,0.8955593008,0.9565667239,4.6469250778,2.8169838237,0.8527481517,1.27902315635e-05,324,70,65,70,67,272,True,0
1,0.9752041878,0.9916667122,4.6513337769,3.1074832942,0.9678783721,0.9371773322,0.9586650636,4.6493443266,2.9817771881,1.1095321318,1.5152253116e-05,308,73,57,74,84,288,False,1
2,0.9799693127,0.9830102484,4.6518564288,3.1334690408,1.0289551620,0.9548259099,0.9878374594,4.6509568289,3.0290337631,1.1529949176,1.90601404356e-05,297,79,68,88,64,299,False,2
3,0.9680398751,0.9606588983,4.6507466239,3.1036323829,1.0037677392,0.8869209661,0.9795848495,4.6475868225,2.7640160183,0.9214385663,2.44710027459e-05,294,70,78,72,82,302,True,0
4,0.9478546901,0.9547107684,4.6500409145,3.0276500859,0.9811217073,0.8970864175,0.9531433427,4.6471001452,2.8258310882,1.0277612411,3.13254534608e-05,306,75,69,73,73,290,False,1
5,0.9057208552,0.9225086154,4.6486077405,2.8848765584,0.8575585256,0.8758656290,0.9126069228,4.6467168919,2.7733768581,0.9608869893,3.95482619791e-05,305,77,70,70,74,291,True,0
6,0.8351855282,0.8676438956,4.6451726120,2.6466269429,0.7116392595,0.8354887831,0.9231124969,4.6440621599,2.6034651143,0.8500364771,4.90491793723e-05,296,67,77,70,86,300,True,0
7,0.7983004731,0.8350776730,4.6435105689,2.5251397671,0.6643269464,0.7569749007,0.8508361593,4.6402486145,2.3472306666,0.7379452098,5.97239289073e-05,305,84,61,73,73,291,True,0
8,0.7589673284,0.7866832246,4.6406989226,2.4065227381,0.6191225762,0.6877797532,0.8069094141,4.6353973537,2.1055914860,0.5960738086,7.14553505281e-05,296,89,74,67,70,300,True,0
9,0.7642553189,0.7784863030,4.6414825132,2.4342322126,0.6143819910,0.6943535913,0.7990488147,4.6371843350,2.1381753915,0.5722310837,8.41146867396e-05,289,81,80,80,66,307,False,1
10,0.7207678372,0.7411744235,4.6390725654,2.2901317945,0.5253666549,0.6349815409,0.7368355494,4.6323747945,1.9504575853,0.5288366002,9.75629957774e-05,291,83,83,65,74,305,True,0
11,0.6996992750,0.6981748967,4.6372347774,2.2402571448,0.4984916303,0.6020626534,0.7296404397,4.6298143523,1.8245381814,0.4510935487,0.000111652676554,302,64,86,81,63,294,True,0
12,0.6752745481,0.6833289294,4.6358687158,2.1544350794,0.4466455203,0.6729706797,0.7806419792,4.6348282764,2.0673690895,0.5384758045,0.000126229088647,290,87,89,63,67,306,False,1
13,0.6583650276,0.6716581547,4.6354207801,2.0961336321,0.4252144256,0.6250700873,0.7037543345,4.6319203748,1.9372768433,0.5514526642,0.000141132249543,309,70,80,78,59,287,False,2
14,0.6487262833,0.6513254218,4.6346948259,2.0738447329,0.4158405622,0.5643553943,0.6060676567,4.6280321827,1.7725674440,0.4161699941,0.000156198590517,291,77,60,82,86,305,True,0
15,0.6252853438,0.6235536253,4.6328836351,2.0022984327,0.3973816665,0.5325795017,0.5577913314,4.6252871984,1.6840850068,0.3777457824,0.000171262751874,285,72,87,75,77,311,True,0
16,0.6129049535,0.6021938572,4.6309552865,1.9698647349,0.3854685800,0.5975460998,0.6870531881,4.6285691385,1.8405419371,0.4095609397,0.000186159397838,303,74,74,80,65,293,False,1
17,0.6023172028,0.5833233311,4.6296367965,1.9426101038,0.3794690318,0.5165155576,0.5554944254,4.6213085373,1.6216666776,0.3545969589,0.00020072503119,307,55,81,73,80,289,True,0
