epoch,training_total_loss,validation_total_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,is_best,epochs_without_improvement
0,4.8430948207,4.8587835811,1.27910408698e-05,190,47,36,48,57,True,0
1,4.8297576299,4.8506065914,1.51554725672e-05,200,37,56,49,36,True,0
2,4.8170287798,4.8121591931,1.90673178408e-05,196,45,54,38,45,True,0
3,4.8033819880,4.7929319518,2.44835985032e-05,182,53,50,43,50,True,0
4,4.7901701574,4.7871876807,3.13448076188e-05,178,40,56,51,53,True,0
5,4.7677687261,4.7737540336,3.95755632872e-05,197,47,43,43,48,True,0
6,4.7575381698,4.7541414488,4.908543684e-05,196,46,49,42,45,True,0
7,4.7323020880,4.7569181034,5.97699463517e-05,183,55,53,48,39,False,1
8,4.7126084232,4.7256282489,7.15117045486e-05,184,47,52,47,48,True,0
9,4.7040044189,4.7575404985,8.41817085055e-05,201,46,52,41,38,False,1
10,4.6973848772,4.7033547129,9.76407569592e-05,191,50,44,42,51,True,0
11,4.6950267585,4.7127106621,0.000111740979668,189,50,49,41,49,False,1
12,4.6876388631,4.6886125247,0.000126327462015,195,44,45,40,54,True,0
13,4.6831721149,4.7651312011,0.000141239947004,189,48,40,51,50,False,1
14,4.6866238079,4.7007269360,0.000156314595954,203,51,52,50,22,False,2
15,4.6786771678,4.6969600859,0.00017138578854,195,46,57,42,38,False,3
16,4.6740132741,4.6793505623,0.000186287942409,191,42,50,50,45,True,0
17,4.6761705585,4.7266989753,0.000200857332385,199,43,49,40,47,False,1
18,4.6689744147,4.6753036317,0.000214933889261,190,40,57,45,46,True,0
19,4.6763590379,4.6748033796,0.000228362958428,172,47,54,49,56,True,0
20,4.6659381882,4.6998222760,0.000240996999018,188,47,43,50,50,False,1
21,4.6694594666,4.7350111780,0.000252697204885,181,57,47,39,54,False,2
22,4.6665828670,4.6720007397,0.000263335029626,195,45,55,43,40,True,0
23,4.6589905900,4.6602990241,0.000272793598879,170,49,56,53,50,True,0
24,4.6627002065,4.7083048048,0.000280968994381,197,50,36,54,41,False,1
25,4.6627537182,4.6768307413,0.000287771395688,177,45,51,54,51,False,2
26,4.6656446406,4.6736228943,0.000293126067003,178,53,42,55,50,False,3
27,4.6541819244,4.6801406361,0.000296974178272,203,33,46,42,54,False,4
28,4.6586507742,4.7204017548,0.000299273451532,177,44,54,54,49,False,5
29,4.6569912497,4.6587704386,0.000299999737735,179,54,51,40,54,True,0
30,4.6514481817,4.6552546819,0.000299836114086,190,40,51,50,47,True,0
31,4.6538502930,4.6710676557,0.000299370741653,202,46,50,38,42,False,1
32,4.6549024153,4.6613163585,0.000298604557633,194,53,51,35,45,False,2
33,4.6541487805,4.6663235346,0.000297539105019,180,62,45,46,45,False,3
34,4.6561357634,4.6782589776,0.000296176529491,196,49,40,57,36,False,4
35,4.6552458642,4.6663582030,0.000294519575094,196,44,44,36,58,False,5
36,4.6526286791,4.6704768499,0.000292571578714,185,61,50,45,37,False,6
37,4.6525133148,4.6568896793,0.000290336463357,180,51,48,52,47,False,7
38,4.6511474816,4.6673159327,0.000287818730248,199,55,39,47,38,False,8
39,4.6516173882,4.6531237375,0.000285023449765,181,44,60,46,47,True,0
40,4.6488899453,4.6573778107,0.000281956251232,184,44,57,45,48,False,1
41,4.6501454474,4.6622274898,0.000278623311578,193,41,43,48,53,False,2
42,4.6474369771,4.6596500351,0.000275031342901,200,56,39,43,40,False,3
43,4.6467412338,4.6537231809,0.000271187578947,185,50,46,51,46,False,4
44,4.6456264768,4.6531244596,0.000267099760545,198,51,35,41,53,False,5
45,4.6448306079,4.7363686834,0.000262776120018,208,43,38,45,44,False,6
46,4.6454440601,4.6658380735,0.000258225364602,176,57,42,46,57,False,7
47,4.6503847894,4.6664113681,0.000253456658913,178,47,58,43,52,False,8
48,4.6474206889,4.6464059285,0.000248479606489,171,46,56,51,54,True,0
49,4.6422328369,4.6545237450,0.000243304230452,196,44,42,54,42,False,1
50,4.6453025101,4.6465194112,0.000237940953321,182,43,51,49,53,False,2
51,4.6476837239,4.6579366048,0.000232400576021,193,46,54,47,38,False,3
52,4.6460955862,4.6494286219,0.000226694256136,195,44,44,50,45,False,4
53,4.6417106825,4.6539932569,0.000220833485433,190,52,42,45,49,False,5
54,4.6412703095,4.6531851496,0.000214830066727,181,51,62,50,34,False,6
55,4.6431244593,4.6487367312,0.000208696090101,184,53,45,49,47,False,7
56,4.6428715287,4.6435966038,0.00020244390857,175,46,58,50,49,True,0
57,4.6414937544,4.6498121761,0.000196086113195,180,54,42,52,50,False,1
58,4.6448421226,4.6458447774,0.00018963550773,178,49,43,50,58,False,2
59,4.6393897420,4.6432466098,0.000183105082835,206,49,48,35,40,True,0
60,4.6396249514,4.6449147451,0.000176507989917,194,50,49,46,39,False,1
61,4.6392195490,4.6484341394,0.000169857514644,193,38,56,45,46,False,2
62,4.6382013704,4.6445895876,0.000163167050187,200,43,42,44,49,False,3
63,4.6398163952,4.6412862959,0.000156450070251,189,45,42,55,47,True,0
64,4.6392904993,4.6515513284,0.000149720101941,185,52,51,44,46,False,1
65,4.6423483828,4.6454584303,0.000142990698517,208,35,41,42,52,False,2
66,4.6405798846,4.6429017158,0.000136275412101,194,42,54,51,37,False,3
67,4.6388962786,4.6448979151,0.000129587766388,198,42,42,48,48,False,4
68,4.6369050394,4.6475073814,0.000122941229404,184,46,45,53,50,False,5
69,4.6406215133,4.6441574505,0.000116349186392,182,57,46,48,45,False,6
70,4.6392834653,4.6477303687,0.000109824912848,192,46,43,64,33,False,7
71,4.6369040731,4.6428602900,0.000103381547792,204,52,43,40,39,False,8
72,4.6378645190,4.6447548548,9.70320673025e-05,179,43,54,53,49,False,9
73,4.6384852752,4.6418218522,9.07892583887e-05,175,44,54,52,53,False,10
