epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,7.9769368474,0.9776304497,4.6519270549,3.1294836784,1.2520020740,8.7471171788,1.0047226520,4.6537925539,3.8923800627,1.7107352569,1.27910408698e-05,378,0,True,0
1,7.9461072185,0.9717085223,4.6515531035,3.1002122094,1.1864829120,8.3367449715,0.9987826478,4.6547154790,3.4822730314,1.3134357088,1.51554725672e-05,378,0,True,0
2,7.9072282832,0.9862788900,4.6510093149,3.0589631323,1.1508377374,7.8986345654,0.9257408108,4.6519455819,3.0615408352,0.9702179159,1.90673178408e-05,378,0,True,0
3,7.7317133555,1.0028331463,4.6498020566,2.8813447700,1.0116395156,7.9268212001,0.9831835804,4.6521387600,3.0780457610,1.0477413829,2.44835985032e-05,378,0,False,1
4,7.6219527608,1.0061705030,4.6485043178,2.7722145161,0.9593872198,7.8312012990,0.9750881229,4.6509448097,2.9852389449,0.8272029948,3.13448076188e-05,378,0,True,0
5,7.5975741432,1.0241557051,4.6469375343,2.7458052850,0.9730053147,7.9207744053,0.9875489632,4.6506456057,3.0726190340,0.9977289288,3.95755632872e-05,378,0,False,1
6,7.5791695206,1.0625389638,4.6465261601,2.7201355828,0.9253604538,7.6641517367,0.9946084522,4.6486105147,2.8166194870,0.9018653617,4.908543684e-05,378,0,True,0
7,7.2513040613,1.0549245303,4.6419073766,2.3984117533,0.8050735145,7.4638679868,0.9923118915,4.6457617215,2.6196438313,0.7445419583,5.97699463517e-05,378,0,True,0
8,7.3565543846,1.0654624701,4.6428604076,2.5006014418,0.8047904811,7.3686069988,1.0380531691,4.6447155680,2.5162808214,0.6987179843,7.15117045486e-05,378,0,True,0
9,7.0287099541,1.0994955566,4.6386257328,2.1701848538,0.6607117992,7.2464802242,1.0296934701,4.6427918525,2.3977497282,0.5838580360,8.41817085055e-05,378,0,True,0
10,7.0232820713,1.1395237887,4.6369622523,2.1584149631,0.6239821195,7.1168781371,1.0340857846,4.6402391525,2.2698218891,0.5024332427,9.76407569592e-05,378,0,True,0
11,7.3079320993,1.1168179386,4.6405675247,2.4440010199,0.8101747080,7.2201233273,1.0565790619,4.6413946515,2.3674128646,0.6375961710,0.000111740979668,378,0,False,1
12,7.1560027107,1.0864203071,4.6377753808,2.3009433589,0.7017078061,7.1496220907,1.0214964452,4.6397397041,2.3055831160,0.5806081313,0.000126327462015,378,0,False,2
13,6.9924836537,1.0902240358,4.6361269976,2.1383120326,0.6109641707,7.1111539932,1.0397969870,4.6402439072,2.2629507224,0.5034122610,0.000141239947004,378,0,True,0
14,6.9625615342,1.1072782051,4.6349290918,2.1061768362,0.5995497377,7.2564921107,1.0531533695,4.6427206494,2.4031407765,0.6134422214,0.000156314595954,378,0,False,1
15,6.9720686933,1.1004595056,4.6357550091,2.1162217982,0.5922717351,7.7540193785,1.0155299323,4.6477424349,2.9031708785,1.0265075402,0.00017138578854,378,0,False,2
16,6.7103595103,1.1477239182,4.6306852840,1.8501295980,0.4429592544,6.7155225481,1.0788765714,4.6324812526,1.8672659624,0.3176817643,0.000186287942409,378,0,True,0
17,6.8031805129,1.1163346912,4.6308541878,1.9490595028,0.5216686636,6.8909516925,1.0539415223,4.6348989668,2.0452644643,0.4278875146,0.000200857332385,378,0,False,1
18,6.6591175473,1.1388834343,4.6292635978,1.8020773647,0.3917972912,6.7158907663,1.0779555968,4.6309902691,1.8693093527,0.3223359876,0.000214933889261,378,0,False,2
19,6.7694648511,1.1076387344,4.6295816533,1.9183554019,0.4573391290,7.6917487644,0.9977134080,4.6497561319,2.8424499693,0.8423313907,0.000228362958428,378,0,False,3
20,6.8700274689,1.0862816269,4.6319317061,2.0208392383,0.5508328676,6.5076820737,1.0177940948,4.6268695059,1.6772537345,0.1996591046,0.000240996999018,378,0,True,0
21,6.8306035869,1.1296740253,4.6317167661,1.9729521066,0.4936952388,6.5566046397,1.1182728325,4.6265690804,1.7063810394,0.2428119177,0.000252697204885,378,0,False,1
22,6.5439528813,1.1461366283,4.6245564153,1.6901692657,0.3268431034,6.7410134860,1.0375562202,4.6315777824,1.9019245466,0.3465082665,0.000263335029626,378,0,False,2
23,6.6654314162,1.0996036397,4.6281580673,1.8173526841,0.4090513967,6.4154849870,1.1094184081,4.6233540399,1.5702472380,0.1767912052,0.000272793598879,378,0,True,0
24,6.5982090632,1.1098516776,4.6259829077,1.7502557247,0.3752598917,6.8025019555,1.0475419158,4.6341500328,1.9588435854,0.3860885008,0.000280968994381,378,0,False,1
25,6.7256432967,1.0991436029,4.6282139506,1.8776005052,0.4332756266,7.1239630018,1.0234838474,4.6383745920,2.2808916433,0.6004623254,0.000287771395688,378,0,False,2
26,6.5667729882,1.1107910152,4.6253093311,1.7193054339,0.3690575364,6.9031055632,1.0226344370,4.6361098017,2.0624688171,0.4116536850,0.000293126067003,378,0,False,3
27,6.6543914527,1.0739018343,4.6274675213,1.8121434930,0.4156768346,6.2595583235,0.9864483663,4.6198714029,1.4423973424,0.0956407358,0.000296974178272,378,0,True,0
28,6.5299776647,1.0755651180,4.6248091264,1.6900555747,0.3785078910,6.3594932556,1.0488866465,4.6212987219,1.5284171945,0.1447915040,0.000299273451532,378,0,False,1
29,6.6830008648,1.0369791310,4.6255352434,1.8500698912,0.4389080080,6.4097605705,0.9708025773,4.6238373030,1.5917627630,0.1614942329,0.000299999737735,378,0,False,2
30,6.4343209670,1.0781701147,4.6218778999,1.5968090125,0.3072950130,6.2718279702,1.0391711962,4.6190841539,1.4449096169,0.1065864565,0.000299836114086,378,0,False,3
31,6.5842432471,1.0747657497,4.6255074456,1.7437826439,0.3609973852,6.6183702015,1.0352892070,4.6279096422,1.7834027495,0.2933355584,0.000299370741653,378,0,False,4
32,6.5632873010,1.0424343493,4.6240563973,1.7307440358,0.3550408222,6.3528174627,1.0410095839,4.6210235323,1.5235920520,0.1533999193,0.000298604557633,378,0,False,5
33,6.3950844770,1.0503009387,4.6211519317,1.5638721532,0.2806655415,6.2915779432,1.0247248865,4.6188992591,1.4677336988,0.1217845925,0.000297539105019,378,0,False,6
34,6.4829820754,1.0321861316,4.6216875334,1.6548572968,0.3432905180,6.4357164292,1.0326790912,4.6233349028,1.6058457738,0.2117874614,0.000296176529491,378,0,False,7
35,6.4471754473,1.0251187017,4.6223082416,1.6198433713,0.3363377234,6.2824044091,0.9993062803,4.6201273328,1.4624158178,0.1205127838,0.000294519575094,378,0,False,8
36,6.4009114699,0.9969502211,4.6203734030,1.5811480832,0.2682746326,6.2238477571,1.0132902770,4.6177659852,1.4034237010,0.0970566104,0.000292571578714,378,0,True,0
37,6.5467918588,1.0249181090,4.6217763235,1.7200318480,0.3417831398,6.8098682858,1.0057021777,4.6310147376,1.9777131785,0.3867092301,0.000290336463357,378,0,False,1
38,6.5136312000,1.0142905580,4.6250201180,1.6857529954,0.3475984625,6.5410746620,1.0354949531,4.6267725854,1.7072031328,0.2587385388,0.000287818730248,378,0,False,2
39,6.5294627841,1.0166399063,4.6234865769,1.7026483413,0.3792221896,6.3884902137,0.9720342568,4.6233370145,1.5707463650,0.1583133271,0.000285023449765,378,0,False,3
40,6.4747196808,1.0050158756,4.6217883933,1.6519281397,0.3027263678,6.6940261977,0.9922410908,4.6314230601,1.8641549281,0.3189113891,0.000281956251232,378,0,False,4
41,6.3377426667,0.9925683011,4.6200669783,1.5191619232,0.2583985390,6.4643221810,1.0590469122,4.6253753980,1.6271374453,0.2027959890,0.000278623311578,378,0,False,5
42,6.3322698578,1.0090013285,4.6193230922,1.5111463133,0.2431569272,6.1993394307,1.0245219514,4.6175378118,1.3768972454,0.0948505671,0.000275031342901,378,0,True,0
43,6.3465114624,0.9442846129,4.6206718576,1.5369826171,0.2575190875,6.1377823693,0.9686942055,4.6149199622,1.3291236117,0.0549969933,0.000271187578947,378,0,True,0
44,6.3613176094,0.8984188510,4.6209951305,1.5606385476,0.2700556510,6.1519758679,0.9021466539,4.6158001718,1.3557463476,0.0854865510,0.000267099760545,378,0,False,1
45,6.3178911033,0.9125938119,4.6182537987,1.5171185372,0.2535244712,6.2467295783,0.9208706549,4.6171702067,1.4453851916,0.1337331640,0.000262776120018,378,0,False,2
46,6.2893246091,0.8915030972,4.6180366662,1.4929873250,0.2244042067,6.2599675042,0.9736998365,4.6188539369,1.4463735773,0.1051304771,0.000258225364602,378,0,False,3
47,6.2885648813,0.8556846607,4.6183032233,1.4991248184,0.2547520882,6.2428935914,0.9622649386,4.6177282333,1.4327123369,0.0982478969,0.000253456658913,378,0,False,4
48,6.5213777426,0.8921035030,4.6230601735,1.7198968331,0.3425287353,6.0559677624,0.8863471553,4.6135897137,1.2651085388,0.0417658485,0.000248479606489,378,0,True,0
49,6.4139640722,0.8126737737,4.6216974334,1.6297318204,0.3098864466,6.1111282667,0.8787213172,4.6140153158,1.3213686932,0.0576024693,0.000243304230452,378,0,False,1
50,6.2389593402,0.7810523885,4.6170211444,1.4657277777,0.2210442310,6.1080403283,0.8761927116,4.6154451098,1.3173566818,0.0397118589,0.000237940953321,378,0,False,2
51,6.2557131954,0.6776604000,4.6183428714,1.5018382697,0.2324017261,6.0318211873,0.7580817535,4.6130274636,1.2671773865,0.0349088778,0.000232400576021,378,0,True,0
52,6.2926940868,0.6028224205,4.6197197097,1.5524098879,0.2838882983,6.9168312981,1.0032341106,4.6309833390,2.0852011658,0.4874651271,0.000226694256136,378,0,False,1
53,6.3469374546,0.5112723647,4.6200840839,1.6245990437,0.3261171313,6.1038495972,0.8253764073,4.6138651530,1.3249091682,0.0625569153,0.000220833485433,378,0,False,2
54,6.1365191924,0.4897221563,4.6166876107,1.4218870761,0.1810962251,6.0562218257,0.7501677729,4.6130088397,1.2931794462,0.0558398291,0.000214830066727,378,0,False,3
55,6.0682328719,0.4623227466,4.6139185239,1.3618497268,0.1566968526,6.0668169657,0.7130266485,4.6125479698,1.3116636390,0.0824992879,0.000208696090101,378,0,False,4
56,6.1900537657,0.4398019588,4.6164787585,1.4856146580,0.2188132268,6.0870654424,0.7387621442,4.6151696523,1.3241433257,0.0539340422,0.00020244390857,378,0,False,5
57,6.1781502199,0.4252947064,4.6170884491,1.4760026345,0.2215010311,6.1121303558,0.7926907562,4.6143542926,1.3392379420,0.0701933548,0.000196086113195,378,0,False,6
58,6.1965044390,0.4477278544,4.6157674285,1.4911913449,0.2813945588,5.9810259547,0.7513013323,4.6116990089,1.2190666857,0.0288750928,0.00018963550773,378,0,True,0
59,6.2692096347,0.4789837485,4.6181307899,1.5552820964,0.2786314834,6.1540215538,0.6292340313,4.6175809633,1.4105938208,0.0983358510,0.000183105082835,378,0,False,1
60,6.2767194390,0.5181213009,4.6168960945,1.5561991823,0.2849531618,6.0283702305,0.7951001037,4.6122821990,1.2570680550,0.0206700364,0.000176507989917,378,0,False,2
61,6.3028915698,0.4795483327,4.6193545029,1.5876274632,0.2995505722,5.9844440233,0.7434006248,4.6122252873,1.2235386519,0.0209533418,0.000169857514644,378,0,False,3
62,6.2368182303,0.4604604020,4.6168064163,1.5279197403,0.2659882748,7.3895762761,1.0916905051,4.6422100975,2.5290280365,0.7285836150,0.000163167050187,378,0,False,4
63,6.1175783929,0.4350096700,4.6154169330,1.4151595686,0.1797870014,5.9668883687,0.5722229827,4.6121515864,1.2402921381,0.0159309274,0.000156450070251,378,0,True,0
64,6.2060736374,0.4148224622,4.6161575595,1.5069516519,0.2422668199,5.9984199433,0.5610407841,4.6124122756,1.2737995329,0.0262302643,0.000149720101941,378,0,False,1
65,6.0837797967,0.3794329726,4.6152104852,1.3926824590,0.1856550402,6.0517600832,0.5125499419,4.6141917365,1.3350583644,0.0490970416,0.000142990698517,378,0,False,2
66,6.2372536710,0.3965199713,4.6160337509,1.5419158526,0.2611215449,5.9616128558,0.5748184908,4.6118348803,1.2348143033,0.0154634557,0.000136275412101,378,0,True,0
67,6.1446525937,0.4159799669,4.6142423847,1.4472140730,0.1858891584,5.9865410396,0.6697520756,4.6122830573,1.2403075570,0.0165483690,0.000129587766388,378,0,False,1
