epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
68,6.0294197804,0.3892160080,4.6120328727,1.3395435690,0.1564961374,5.9331340881,0.5820845570,4.6109986124,1.2057185843,0.0082976136,0.000122941229404,378,0,True,0
69,6.0298717110,0.3648871831,4.6122598572,1.3446344541,0.1592563964,5.9654557818,0.5555117596,4.6115570386,1.2427963893,0.0160950951,0.000116349186392,378,0,False,1
70,6.0807069900,0.3760394911,4.6140193233,1.3914796637,0.1523160259,5.9439539274,0.5322694313,4.6116478284,1.2258521977,0.0132100409,0.000109824912848,378,0,False,2
71,6.0843187993,0.3855977442,4.6140399610,1.3931593384,0.1736584015,5.9302136603,0.5221071073,4.6111007600,1.2146914176,0.0117776855,0.000103381547792,378,0,True,0
72,5.9694874703,0.3225607268,4.6126977830,1.2922775745,0.1364090411,5.9430265608,0.5227284976,4.6114419983,1.2270388785,0.0153255041,9.70320673025e-05,378,0,False,1
73,6.0821436196,0.3619951721,4.6148651744,1.3948795385,0.1798743017,5.9304705393,0.5245650763,4.6110494841,1.2145080044,0.0115474460,9.07892583887e-05,378,0,False,2
74,6.0218972781,0.3341426096,4.6117566881,1.3433118510,0.1711825675,5.9261866342,0.4998868976,4.6108443487,1.2153649364,0.0117115488,8.46656932369e-05,378,0,True,0
75,6.0870263841,0.3699535138,4.6141601012,1.3988755304,0.1693623700,5.9359943344,0.5110867296,4.6112845012,1.2224924894,0.0160387596,7.86737038924e-05,378,0,False,1
76,5.9977463742,0.3331800059,4.6128006789,1.3183096818,0.1416890367,5.9464245387,0.5565791363,4.6111792337,1.2239294779,0.0185810858,7.28253574243e-05,378,0,False,2
77,6.1021289800,0.3950687737,4.6125607667,1.4105544399,0.1832539130,5.9864005316,0.5193987676,4.6130862690,1.2694345213,0.0428881152,6.7132431624e-05,378,0,False,3
78,5.9836620830,0.3366534596,4.6120921544,1.3042390832,0.1396077856,5.9884478297,0.6168462827,4.6126093365,1.2524692501,0.0216542031,6.16063912866e-05,378,0,False,4
79,6.0340740138,0.3446898851,4.6130546666,1.3520813411,0.1691305894,6.0177521842,0.6270772361,4.6135747001,1.2787620408,0.0387387872,5.62583651217e-05,378,0,False,5
80,6.0568132249,0.3592527852,4.6140599301,1.3709027168,0.1672692450,5.9456098965,0.5950984092,4.6112259638,1.2153642019,0.0129810199,5.10991233425e-05,378,0,False,6
81,5.9825859272,0.3270203157,4.6131236894,1.3040584200,0.1259701316,5.9173445702,0.5005060474,4.6104033334,1.2068400542,0.0071414391,4.61390559751e-05,378,0,True,0
82,6.0440981476,0.3399918559,4.6116777476,1.3644219404,0.1716439059,5.9119518325,0.5054345176,4.6102224804,1.2006423882,0.0066015010,4.13881519353e-05,378,0,True,0
83,6.0423384545,0.3618179820,4.6143478540,1.3556271199,0.1468952209,5.9304870333,0.5717247452,4.6103894824,1.2057525340,0.0085235013,3.68559789114e-05,378,0,False,1
84,6.0428498308,0.3559251322,4.6120449500,1.3596198389,0.1574620954,5.9262928690,0.5584201642,4.6103071167,1.2043016899,0.0066450060,3.25516640969e-05,378,0,False,2
85,5.9806507176,0.3783826819,4.6114224076,1.2935517547,0.1269419926,5.9128934815,0.5231985864,4.6102338655,1.1980199223,0.0061380070,2.84838758088e-05,378,0,False,3
86,6.0888843461,0.3623237017,4.6147264324,1.4016932558,0.1797450384,5.9135280609,0.5230436439,4.6101358959,1.1987833523,0.0062345419,2.46608060315e-05,378,0,False,4
87,6.0009065179,0.3611591794,4.6093109196,1.3193637183,0.1397068563,5.9182827677,0.5429985029,4.6101779484,1.1995051111,0.0065892799,2.10901539186e-05,378,0,False,5
88,6.0475808578,0.3593520241,4.6122027175,1.3635076612,0.1729570570,5.9044323376,0.5147157226,4.6099493708,1.1915397871,0.0058379940,1.77791102885e-05,378,0,True,0
89,6.0155597465,0.3634535489,4.6106666964,1.3322022851,0.1422970430,5.9136757896,0.5249451121,4.6099818321,1.1987049307,0.0066069328,1.47343431422e-05,378,0,False,1
90,6.1184243929,0.3596660556,4.6133272156,1.4331639702,0.1995115860,5.9128611428,0.5169828926,4.6100188664,1.1994456427,0.0065482037,1.19619842357e-05,378,0,False,2
91,5.9940103198,0.3333676257,4.6115230732,1.3158137439,0.1424463014,5.9257846969,0.5091509757,4.6104209900,1.2135334889,0.0079332303,9.46761673074e-06,378,0,False,3
92,6.0371296015,0.3306417172,4.6137256320,1.3572755289,0.1798735924,5.9162004108,0.5087742976,4.6102392969,1.2042062737,0.0070268153,7.25626395162e-06,378,0,False,4
93,6.0812608275,0.3767982485,4.6138487165,1.3920525470,0.1777333149,5.9170785631,0.5240355003,4.6100523994,1.2022189992,0.0069572634,5.3323792685e-06,378,0,False,5
94,6.0182298882,0.3460937795,4.6127187260,1.3362924712,0.1422956675,5.9085194815,0.4848890498,4.6101749783,1.2013666562,0.0075177829,3.69983712912e-06,378,0,False,6
95,6.0964908272,0.3823452165,4.6137807987,1.4062409628,0.1787401441,5.9290222168,0.5434024743,4.6101684298,1.2101732561,0.0092532096,2.36192525606e-06,378,0,False,7
96,6.0123986264,0.3450926096,4.6115117754,1.3318682430,0.1508128132,5.9193914459,0.4937040726,4.6103071304,1.2103434971,0.0076699433,1.32133802579e-06,378,0,False,8
97,6.0310375274,0.3579090525,4.6137523777,1.3457033313,0.1391574826,5.9110104425,0.5103236471,4.6099774951,1.1989681925,0.0068517658,5.80171042515e-07,378,0,False,9
98,6.0148096463,0.3374353415,4.6115415866,1.3357809246,0.1635855396,5.9077206294,0.4731845169,4.6102385612,1.2028451148,0.0077443711,1.39916917895e-07,378,0,False,10
