epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
21,6.8832509530,4.8531734023,2.0300775293,1.1070116172,6.8748874392,4.8414736702,2.0334137962,1.0392717356,0.000252697204885,183,195,False,2
22,7.0339099995,4.8399450867,2.1939648119,1.0199017503,6.4747877757,4.8038180442,1.6709697235,0.8807131699,0.000263335029626,192,186,True,0
23,6.6810469880,4.8402093453,1.8408376603,1.0547889414,6.5256320136,4.8155137834,1.7101181973,0.9380273126,0.000272793598879,170,208,False,1
24,6.7424875618,4.8333696613,1.9091180027,1.0183716527,6.7300265630,4.8181929497,1.9118335474,0.9185276735,0.000280968994381,185,193,False,2
25,6.9096257724,4.8426831437,2.0669426830,1.0480466608,6.9439254307,4.8368190493,2.1071063564,1.0024171965,0.000287771395688,195,183,False,3
26,7.0848680148,4.8395352313,2.2453329014,1.0208315868,7.2237603687,4.8349942253,2.3887661094,0.9703169476,0.000293126067003,169,209,False,4
27,6.7303903242,4.8339029469,1.8964873962,1.0187348733,6.5192171460,4.8338780449,1.6853391068,1.0328445707,0.000296974178272,209,169,False,5
28,6.7328939942,4.8375221813,1.8953718817,1.0366315993,6.4619009290,4.7997394380,1.6621614275,0.8619892807,0.000299273451532,180,198,True,0
29,6.6902179693,4.8321902411,1.8580276449,1.0152333079,6.5397836276,4.8209734326,1.7188101984,0.9728861746,0.000299999737735,197,181,False,1
30,6.5978960310,4.8250360085,1.7728600521,0.9908628265,7.5124487377,4.8400288900,2.6724197569,0.9656573557,0.000299836114086,178,200,False,2
31,6.6130097884,4.8344761253,1.7785337198,1.0372806027,6.3966121537,4.7883098239,1.6083023673,0.8126187183,0.000299370741653,186,192,True,0
32,6.6948799507,4.8334862770,1.8613937191,1.0307923814,6.9616284416,4.8385208493,2.1231075832,1.0195387636,0.000298604557633,200,178,False,1
33,6.6322962493,4.8439795756,1.7883166302,1.0813132304,6.2719028700,4.8358332271,1.4360695498,1.0775583511,0.000297539105019,173,205,True,0
34,6.7022525293,4.8472012338,1.8550513358,1.0881577724,6.3947916349,4.8364904722,1.5583012025,1.0595203666,0.000296176529491,190,188,False,1
35,6.8732386594,4.8453986582,2.0278399672,1.0630201524,6.2663327671,4.8395519620,1.4267808222,1.0996035020,0.000294519575094,181,197,True,0
36,6.7047128501,4.8498590131,1.8548539700,1.1028221549,6.2979918207,4.8359125546,1.4620792139,1.0777223990,0.000292571578714,186,192,False,1
37,6.6472509904,4.8510047494,1.7962460713,1.1140063244,6.9425378482,4.8398063478,2.1027313755,1.0201604275,0.000290336463357,186,192,False,2
38,6.6356927049,4.8480051005,1.7876876895,1.1055226477,6.3772642181,4.8450057802,1.5322584765,1.1163988295,0.000287818730248,193,185,False,3
39,6.5176570075,4.8459940335,1.6716629607,1.1104432433,6.8511699222,4.8379627546,2.0132071223,1.0246582326,0.000285023449765,198,180,False,4
40,6.5669333014,4.8450063322,1.7219269944,1.0975699254,6.3621252242,4.8327856336,1.5293395724,1.0546703026,0.000281956251232,178,200,False,5
41,6.5978956727,4.8372075974,1.7606881523,1.0676292572,7.1860361099,4.8387007259,2.3473353931,0.9912638034,0.000278623311578,183,195,False,6
42,6.6645345309,4.8425184406,1.8220158954,1.0799614951,6.4544265656,4.8483735629,1.6060529913,1.1164890743,0.000275031342901,200,178,False,7
43,6.5272870997,4.8383557204,1.6889313447,1.0820672471,6.1057604290,4.8311638015,1.2745966196,1.0822131373,0.000271187578947,212,166,True,0
44,6.4035942718,4.8272333826,1.5763608760,1.0309922733,6.1449800718,4.8243299303,1.3206501972,1.0430961552,0.000267099760545,195,183,False,1
45,6.3419434154,4.8271928717,1.5147504876,1.0357419555,6.1896744774,4.8285200936,1.3611543292,1.0583465111,0.000262776120018,198,180,False,2
46,6.4450036887,4.8182443891,1.6267593935,0.9792778082,6.1408050219,4.8422064554,1.2985985097,1.1322014854,0.000258225364602,183,195,False,3
47,6.4098561025,4.8156739316,1.5941820649,0.9691516312,6.3142839795,4.8184941292,1.4957898526,0.9852315806,0.000253456658913,192,186,False,4
48,6.4473964171,4.7984214737,1.6489749131,0.8753177158,6.1826048624,4.8319530987,1.3506517161,1.0726142878,0.000248479606489,180,198,False,5
49,6.3432113380,4.8035296359,1.5396818478,0.9185659125,6.5466049240,4.8272860800,1.7193188951,1.0014601083,0.000243304230452,218,160,False,6
50,6.3923621480,4.8021240461,1.5902379701,0.9036632067,6.0818830853,4.8255765143,1.2563065790,1.0573217557,0.000237940953321,197,181,True,0
51,6.4166241701,4.7966906633,1.6199336096,0.8748121955,6.0570138295,4.8156739417,1.2413399106,1.0108546132,0.000232400576021,194,184,True,0
52,6.5549908593,4.8069688984,1.7480218625,0.9169321398,6.1236610776,4.8129147893,1.3107463099,0.9869728951,0.000226694256136,194,184,False,1
53,6.3585886653,4.8066292869,1.5519594326,0.9284508367,6.1711940175,4.8098911967,1.3613028367,0.9639708440,0.000220833485433,193,185,False,2
54,6.2796889764,4.7864492230,1.4932398159,0.8382094957,6.5369406836,4.8196825300,1.7172581082,0.9579195358,0.000214830066727,195,183,False,3
55,6.2484278679,4.7565140775,1.4919137715,0.6816504541,6.0478503545,4.7939402898,1.2539100556,0.9016296784,0.000208696090101,174,204,True,0
56,6.3709918406,4.7483094861,1.6226823853,0.6399700634,5.9918175289,4.7662920134,1.2255255449,0.7674135327,0.00020244390857,200,178,True,0
57,6.3811050319,4.7439078250,1.6371972119,0.6239726629,5.9820571899,4.7666479883,1.2154091756,0.7724441818,0.000196086113195,181,197,True,0
58,6.3507934676,4.7303288223,1.6204644656,0.5409702222,6.0828337533,4.7662409737,1.3165927637,0.7515696980,0.00018963550773,190,188,False,1
59,6.2430589262,4.7081216555,1.5349373389,0.4512652657,5.9675775392,4.7379642441,1.2296133552,0.6268539559,0.000183105082835,204,174,True,0
60,6.1390816850,4.6974552699,1.4416263059,0.3975928378,6.0062649681,4.7313745907,1.2748904206,0.5861535311,0.000176507989917,188,190,False,1
61,6.1296892746,4.6906812128,1.4390081085,0.3618306822,5.9657507942,4.7352595102,1.2304912431,0.6134397898,0.000169857514644,178,200,True,0
62,6.0896805708,4.6814197838,1.4082609270,0.3227635742,5.9736914680,4.7313169616,1.2423745178,0.5917935593,0.000163167050187,184,194,False,1
63,6.0479294484,4.6822874054,1.3656419238,0.3310939785,5.9412701471,4.7392051561,1.2020649842,0.6394114914,0.000156450070251,186,192,True,0
64,6.1703239976,4.7002888836,1.4700351392,0.4135743875,6.0340465182,4.7509327071,1.2831137884,0.6817364613,0.000149720101941,186,192,False,1
65,6.2546244172,4.6979764858,1.5566479031,0.3971365708,5.9256465912,4.7329076494,1.1927389281,0.6083658355,0.000142990698517,192,186,True,0
66,6.2440879231,4.7126704398,1.5314174291,0.4783437036,5.9939739681,4.7603162175,1.2336577291,0.7381846053,0.000136275412101,188,190,False,1
67,6.1270186888,4.6983392958,1.4286793174,0.4041372378,5.9095431827,4.7472918102,1.1622513487,0.6869728310,0.000129587766388,182,196,True,0
68,6.1673725118,4.7028649295,1.4645075357,0.4366723113,5.9123667081,4.7419841358,1.1703825303,0.6592549761,0.000122941229404,184,194,False,1
69,6.2313158449,4.7102663504,1.5210494554,0.4548897809,6.1306736310,4.7576813289,1.3729923941,0.7033886206,0.000116349186392,186,192,False,2
70,6.1300729393,4.6991454584,1.4309272640,0.4098561151,5.9706352143,4.7480007308,1.2226345244,0.6799235792,0.000109824912848,187,191,False,3
71,6.1698383806,4.6948838083,1.4749546247,0.3903867126,5.9583590053,4.7412142118,1.2171447640,0.6465977765,0.000103381547792,181,197,False,4
72,6.1313998207,4.6932531942,1.4381467117,0.3834613342,5.9340589796,4.7365994090,1.1974595501,0.6271682240,9.70320673025e-05,179,199,False,5
73,6.1318413114,4.6917921197,1.4400491002,0.3755488872,5.9185322898,4.7340160506,1.1845161892,0.6167974364,9.07892583887e-05,179,199,False,6
74,6.2692194565,4.7037935257,1.5654260210,0.4306285930,6.1433323361,4.7577796936,1.3855526856,0.7022987224,8.46656932369e-05,198,180,False,7
75,6.2115265150,4.7079935881,1.5035330095,0.4495412141,5.9309309006,4.7481739771,1.1827569348,0.6881349337,7.86737038924e-05,204,174,False,8
76,6.1543534597,4.6975460986,1.4568073680,0.4069849245,5.9557658241,4.7289919127,1.2267739387,0.5844619575,7.28253574243e-05,190,188,False,9
77,6.1677965563,4.6933620342,1.4744345088,0.3917850278,5.9012004398,4.7168968519,1.1843035743,0.5316093360,6.7132431624e-05,183,195,True,0
78,6.1372960081,4.6963048839,1.4409911513,0.3966526162,5.8898940813,4.7180799757,1.1718140897,0.5395850130,6.16063912866e-05,199,179,True,0
79,6.1355077552,4.6945992853,1.4409086092,0.3924105946,5.9493768420,4.7256649244,1.2237118925,0.5684898053,5.62583651217e-05,194,184,False,1
80,6.2044235563,4.7001365808,1.5042871029,0.4138992523,5.8947933924,4.7230710075,1.1717224269,0.5645298515,5.10991233425e-05,185,193,False,2
81,6.0885822331,4.6894351717,1.3991471056,0.3809607564,5.8991344406,4.7196614674,1.1794729903,0.5464313893,4.61390559751e-05,198,180,False,3
82,6.1002330528,4.6932793193,1.4069538085,0.3920057091,5.9135958127,4.7209513891,1.1926443838,0.5499953423,4.13881519353e-05,196,182,False,4
83,6.0779898532,4.6883304863,1.3896593537,0.3741128052,5.8898985726,4.7201787177,1.1697199118,0.5508378971,3.68559789114e-05,181,197,False,5
84,6.1166941653,4.6934671427,1.4232269992,0.3921882252,5.9107723736,4.7256711006,1.1851013150,0.5751629063,3.25516640969e-05,177,201,False,6
85,6.0642630638,4.6865266871,1.3777365016,0.3596756343,5.8912593932,4.7196695736,1.1715898559,0.5481767836,2.84838758088e-05,184,194,False,7
86,6.0318355459,4.6866806727,1.3451548966,0.3603305616,5.8931110791,4.7193530401,1.1737579720,0.5462156580,2.46608060315e-05,193,185,False,8
87,6.0222028551,4.6917576538,1.3304450108,0.3873310619,5.9003497396,4.7238415718,1.1765081542,0.5681935401,2.10901539186e-05,205,173,False,9
88,5.9751529441,4.6804475936,1.2947053367,0.3361866693,5.8831739244,4.7142389025,1.1689350287,0.5217505200,1.77791102885e-05,188,190,True,0
89,6.1269270352,4.6936061925,1.4333207128,0.3853039470,5.8902956236,4.7164468674,1.1738488038,0.5315339622,1.47343431422e-05,191,187,False,1
90,6.0742397006,4.6903372341,1.3839024154,0.3760546181,5.8943601972,4.7194677898,1.1748924006,0.5466607593,1.19619842357e-05,183,195,False,2
91,6.1099134778,4.6908889271,1.4190246756,0.3847013718,5.9025290762,4.7239233744,1.1786056643,0.5681458121,9.46761673074e-06,190,188,False,3
92,6.0890934329,4.6898929656,1.3992004439,0.3877873036,5.8993767829,4.7197277478,1.1796490488,0.5471460059,7.25626395162e-06,189,189,False,4
93,6.1218740448,4.6919092577,1.4299649644,0.3815973565,5.8896789959,4.7160604295,1.1736185880,0.5299559588,5.3323792685e-06,180,198,False,5
94,6.1191952872,4.6891751996,1.4300202169,0.3767221658,5.9002986681,4.7200554121,1.1802432628,0.5485615685,3.69983712912e-06,194,184,False,6
95,6.0011943308,4.6805932459,1.3206011707,0.3330961383,5.8835281372,4.7107524736,1.1727757022,0.5038216659,2.36192525606e-06,183,195,False,7
96,6.0795926720,4.6879719199,1.3916207956,0.3635937617,5.8839825539,4.7128822009,1.1711003928,0.5146871919,1.32133802579e-06,189,189,False,8
97,6.0635957440,4.6878757250,1.3757198784,0.3768560442,5.8962910198,4.7199478831,1.1763431174,0.5488307300,5.80171042515e-07,210,168,False,9
98,6.2173885996,4.7033679977,1.5140206442,0.4417075368,5.9062174479,4.7236686979,1.1825488477,0.5660925411,1.39916917895e-07,175,203,False,10
