epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
0,7.8834071765,4.8505855010,3.0328216654,1.0010042115,8.6380350749,4.8519783247,3.7860568274,0.9918631406,1.27910408698e-05,190,188,True,0
1,7.8649364804,4.8493408501,3.0155955307,0.9971951133,8.5370909918,4.8519326755,3.6851583435,0.9844648634,1.51554725672e-05,177,201,True,0
2,7.7710533621,4.8475644424,2.9234888503,0.9918239129,7.5795002165,4.8480704943,2.7314297086,0.9977721589,1.90673178408e-05,187,191,True,0
3,7.6671761785,4.8420617215,2.8251145479,0.9722625017,7.7352703594,4.8465260324,2.8887443088,0.9906762952,2.44835985032e-05,175,203,False,1
4,7.5095625176,4.8379010195,2.6716613568,0.9595148371,7.4549236706,4.8389434587,2.6159802085,0.9661257227,3.13448076188e-05,185,193,True,0
5,7.3199831115,4.8324043309,2.4875786241,0.9434160202,7.1499314036,4.8339773632,2.3159540347,0.9634902006,3.95755632872e-05,198,180,True,0
6,7.2923236246,4.8262039644,2.4661196123,0.9190106348,7.0033432098,4.8384080160,2.1649352278,0.9955963839,4.908543684e-05,184,194,True,0
7,7.1223200087,4.8215664707,2.3007534837,0.9079761458,7.1582063039,4.8346548989,2.3235513891,0.9671951930,5.97699463517e-05,183,195,False,1
8,7.0246904136,4.8136757316,2.2110145042,0.8731036971,7.0218397731,4.8383425622,2.1834972189,1.0041396595,7.15117045486e-05,205,173,False,2
9,6.9991049792,4.8105525642,2.1885523317,0.8646151654,6.9693958555,4.8290546009,2.1403411411,0.9537485690,8.41817085055e-05,197,181,True,0
10,6.7678620878,4.7983357868,1.9695262896,0.8218219703,6.7126755941,4.8218509084,1.8908246653,0.9437913486,9.76407569592e-05,189,189,True,0
11,6.8468899979,4.7936992519,2.0531906161,0.7992642856,6.6432079951,4.8010007177,1.8422072422,0.8479960640,0.000111740979668,176,202,True,0
12,6.7143869602,4.7798080848,1.9345788653,0.7427940675,6.5773794401,4.7967644782,1.7806149835,0.8325316906,0.000126327462015,176,202,True,0
13,6.6800401930,4.7760625390,1.9039774969,0.7261281398,6.9093865349,4.8242708706,2.0851156337,0.9408019259,0.000141239947004,193,185,False,1
14,6.8563354760,4.7898714454,2.0664641813,0.7781500722,6.6385058539,4.7962151800,1.8422906558,0.8273729824,0.000156314595954,180,198,False,2
15,6.8242860244,4.7850106179,2.0392754589,0.7572247695,6.7432112830,4.7948809351,1.9483303501,0.8058519136,0.00017138578854,196,182,False,3
16,6.6607945180,4.7703329899,1.8904615041,0.7031380058,6.6038230805,4.7872808002,1.8165423507,0.7883896300,0.000186287942409,184,194,False,4
17,6.6620858788,4.7692755492,1.8928102659,0.6982376156,7.2469884600,4.8251959301,2.4217925935,0.9123205509,0.000200857332385,181,197,False,5
18,6.5350723897,4.7695257626,1.7655466631,0.7083914040,6.3924238250,4.7643836884,1.6280401559,0.7013651649,0.000214933889261,197,181,True,0
19,6.5896403197,4.7608104585,1.8288298120,0.6640669997,6.9851182347,4.8090485300,2.1760697104,0.8589703787,0.000228362958428,174,204,False,1
20,6.6998641075,4.7603326803,1.9395314329,0.6555361918,6.4391997837,4.7561689922,1.6830307552,0.6471427526,0.000240996999018,181,197,False,2
21,6.6522610427,4.7584212167,1.8938399843,0.6437630978,6.4029580343,4.7652236212,1.6377344540,0.6958465871,0.000252697204885,182,196,False,3
22,6.6015883804,4.7489110932,1.8526772954,0.6038587046,6.5268917947,4.7788782801,1.7480135702,0.7593583516,0.000263335029626,183,195,False,4
23,6.6472368972,4.7624818408,1.8847547196,0.6690719998,6.2636747360,4.7471088909,1.5165658735,0.6260968549,0.000272793598879,195,183,True,0
24,6.5382621452,4.7552699336,1.7829921857,0.6456921552,6.2601977757,4.7356719380,1.5245258070,0.5657042793,0.000280968994381,182,196,True,0
25,6.2967749954,4.7166915192,1.5800835260,0.4748165037,6.2086165610,4.7268019086,1.4818147069,0.5309404895,0.000287771395688,192,186,True,0
26,6.3832248102,4.7336372925,1.6495875322,0.5549774086,6.0728994279,4.7124029750,1.3604964824,0.4752673189,0.000293126067003,183,195,True,0
27,6.3239479242,4.7177071925,1.6062406112,0.4752231556,6.1214786257,4.7269974027,1.3944812139,0.5425200366,0.000296974178272,184,194,False,1
28,6.4844818418,4.7223245883,1.7621570712,0.4916555216,6.5501430239,4.7743454297,1.7757976282,0.7196999516,0.000299273451532,190,188,False,2
29,6.4775696633,4.7415148241,1.7360549112,0.5815856324,6.1021385011,4.7242811612,1.3778572514,0.5337800298,0.000299999737735,176,202,False,3
30,6.5863140475,4.7441563228,1.8421578735,0.5886497785,6.1962011065,4.7740655127,1.4221356153,0.7739749511,0.000299836114086,176,202,False,4
31,6.4624926628,4.7363019040,1.7261908553,0.5626600293,6.3609126454,4.7716494833,1.5892631803,0.7331296433,0.000299370741653,198,180,False,5
32,6.3782138572,4.7297575360,1.6484562518,0.5391367213,6.4662044616,4.7826720374,1.6835323674,0.7820356585,0.000298604557633,190,188,False,6
33,6.5137441701,4.7480524204,1.7656917648,0.6140826969,6.1664996510,4.7456255686,1.4208740666,0.6351933383,0.000297539105019,178,200,False,7
34,6.4988897894,4.7457129716,1.7531767465,0.6086948899,7.7503019060,4.8303641546,2.9199378104,0.9117298331,0.000296176529491,197,181,False,8
35,6.3798790912,4.7293907751,1.6504884195,0.5357550469,6.1194857870,4.7289594787,1.3905263220,0.5576069100,0.000294519575094,189,189,False,9
36,6.2715493333,4.7222001414,1.5493490828,0.5048713189,6.0627096176,4.7157598041,1.3469498702,0.4996787889,0.000292571578714,197,181,True,0
37,6.3842699389,4.7167691579,1.6675007615,0.4720589258,6.6393388022,4.7656271390,1.8737116814,0.6729663775,0.000290336463357,187,191,False,1
