epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
38,6.5889295573,4.7472747116,1.8416549585,0.5982485272,6.1846922329,4.7314345269,1.4532576527,0.5600721132,0.000287818730248,175,203,False,2
39,6.3968814820,4.7204266528,1.6764547320,0.4880490763,6.1628224282,4.7301499685,1.4326724631,0.5551283132,0.000285023449765,197,181,False,3
40,6.6223366097,4.7314153449,1.8909212061,0.5225540731,6.2888650894,4.7380230359,1.5508420059,0.5740268071,0.000281956251232,175,203,False,4
41,6.4240344618,4.7332265945,1.6908079178,0.5469655606,6.0554525285,4.7130958693,1.3423566557,0.4795333357,0.000278623311578,179,199,True,0
42,6.4053396397,4.7229248355,1.6824147979,0.4944926612,6.4803057580,4.7467178981,1.7335878508,0.5960131980,0.000275031342901,175,203,False,1
43,6.3873065843,4.7188586255,1.6684479802,0.4815159956,6.1623244240,4.7196632022,1.4426612423,0.5030424288,0.000271187578947,194,184,False,2
44,6.2411742084,4.7125305322,1.5286437588,0.4626095174,6.1308988980,4.7132666588,1.4176322313,0.4737796352,0.000267099760545,190,188,False,3
45,6.4141613390,4.7190437897,1.6951175260,0.4789720769,6.3153375535,4.7399015835,1.5754359041,0.5772586397,0.000262776120018,182,196,False,4
46,6.3645085405,4.7233660335,1.6411425746,0.5062435191,6.0405506951,4.7030199096,1.3375307946,0.4368172055,0.000258225364602,199,179,True,0
47,6.2422841365,4.7129147192,1.5293694798,0.4696446283,6.0050506728,4.6935378710,1.3115127972,0.3936454489,0.000253456658913,176,202,True,0
48,6.3695240399,4.7151980905,1.6543262327,0.4658591750,6.0732668559,4.7094616254,1.3638052645,0.4666613340,0.000248479606489,194,184,False,1
49,6.3371982196,4.7222862950,1.6149118155,0.5058833600,6.0614138104,4.7181035269,1.3433103198,0.5129969926,0.000243304230452,169,209,False,2
50,6.3022647257,4.7100125293,1.5922523075,0.4526490534,6.0725963820,4.6992099535,1.3733864410,0.4129805145,0.000237940953321,185,193,False,3
51,6.2050993607,4.7131686438,1.4919307396,0.4703710248,5.9711113703,4.6840386027,1.2870728084,0.3523488635,0.000232400576021,185,193,True,0
52,6.2544372851,4.7122915006,1.5421457284,0.4637025902,6.1201117379,4.7057691756,1.4143425374,0.4379370451,0.000226694256136,182,196,False,1
53,6.3716407680,4.7125640622,1.6590766358,0.4521546440,5.9876280921,4.6927390689,1.2948890039,0.3943072796,0.000220833485433,181,197,False,2
54,6.3384285553,4.7147341380,1.6236942502,0.4646050537,6.2162045978,4.7160454841,1.5001591274,0.4739114364,0.000214830066727,198,180,False,3
55,6.2769472687,4.7114823735,1.5654648063,0.4590194402,5.9641815912,4.6886923835,1.2754892258,0.3752581296,0.000208696090101,197,181,True,0
56,6.2061710534,4.7061489474,1.5000221483,0.4414857648,5.9977876300,4.7006149156,1.2971727303,0.4297561719,0.00020244390857,187,191,False,1
57,6.2071965712,4.7107933690,1.4964031751,0.4563145393,6.0284397352,4.6956849552,1.3327547369,0.4023849697,0.000196086113195,216,162,False,2
58,6.2946062794,4.7105989986,1.5840072594,0.4563287787,5.9149403345,4.6901001885,1.2248401165,0.3885742897,0.00018963550773,196,182,True,0
59,6.3368629072,4.7101433693,1.6267193707,0.4504870299,5.9678252402,4.7005151749,1.2673100755,0.4343406013,0.000183105082835,177,201,False,1
60,6.2849142059,4.7130222295,1.5718919600,0.4618364454,6.0038417544,4.6919840813,1.3118576288,0.3899801952,0.000176507989917,185,193,False,2
61,6.3207295761,4.7102577346,1.6104719639,0.4458098325,6.2219308036,4.7371136257,1.4848171870,0.5806957432,0.000169857514644,182,196,False,3
62,6.3082608823,4.7041090203,1.6041517800,0.4230190142,6.1934671992,4.7090568633,1.4844103098,0.4386381376,0.000163167050187,204,174,False,4
63,6.2013166922,4.6989890507,1.5023276390,0.4033471521,5.9164057868,4.6829917681,1.2334140687,0.3503179238,0.000156450070251,181,197,False,5
64,6.1763335637,4.6918013310,1.4845322289,0.3776654141,6.0042214212,4.7023206211,1.3019008012,0.4382309266,0.000149720101941,201,177,False,6
65,6.3638484465,4.7068370890,1.6570112447,0.4270857092,5.9889331681,4.6876551356,1.3012779928,0.3659116813,0.000142990698517,192,186,False,7
66,6.3627286033,4.7089981982,1.6537305035,0.4417970370,5.9615572521,4.6809961274,1.2805611894,0.3372920871,0.000136275412101,179,199,False,8
67,6.2728324315,4.7067425819,1.5660900224,0.4362993225,6.0588533401,4.6942448798,1.3646084672,0.3873759996,0.000129587766388,186,192,False,9
68,6.3766113412,4.7067865493,1.6698245870,0.4291538249,6.0884468896,4.7004986627,1.3879482247,0.4122516853,0.000122941229404,191,187,False,10
