epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,2.0341073755,1.0054973844,4.6519653909,3.2086104163,1.0308553284,1.7009953988,0.9559263765,4.6469251831,2.7643099512,0.8187326363,1.27902315635e-05,324,70,65,70,67,272,True,0
1,1.9807057173,1.0113702020,4.6511348814,3.1561072305,0.9894048680,1.7733804018,0.9963138491,4.6473799681,2.8077962817,0.8721685619,1.5152253116e-05,308,73,57,74,84,288,False,1
2,1.9988657548,1.0120514055,4.6519266871,3.1539110593,1.0079776809,2.1368838967,0.9942603622,4.6517631110,3.1337185649,1.1546020430,1.90601404356e-05,297,79,68,88,64,299,False,2
3,1.9708305877,1.0072223716,4.6515518931,3.1274995772,0.9875112452,2.0166603296,1.0007492056,4.6505262945,2.9911678488,1.0687186254,2.44710027459e-05,294,70,78,72,82,302,False,3
4,2.0372106173,1.0099851477,4.6522468304,3.2039953990,1.0342146750,2.1212834708,0.9857920532,4.6515363161,3.0741874614,1.1555782200,3.13254534608e-05,306,75,69,73,73,290,False,4
5,1.9707993917,1.0183699835,4.6514799387,3.1372447718,0.9828142080,1.9616374335,1.0089326679,4.6501128952,3.0198367633,1.0048917300,3.95482619791e-05,305,77,70,70,74,291,False,5
6,1.9371858827,1.0160139591,4.6507701330,3.0659385272,0.9674984657,2.0933932871,1.0059016943,4.6505208263,3.0121388095,1.1391782002,4.90491793723e-05,296,67,77,70,86,300,False,6
7,2.0425001647,1.0100005921,4.6517396517,3.1897691512,1.0430577269,1.8885298271,0.9951635553,4.6493255256,2.8881543983,0.9674585562,5.97239289073e-05,305,84,61,73,73,291,False,7
8,2.0441491284,0.9759842061,4.6519377824,3.1860595293,1.0524373943,2.1677151113,0.9948465902,4.6503945821,3.1226130306,1.1880924980,7.14553505281e-05,296,89,74,67,70,300,False,8
9,1.8713837982,0.9716434579,4.6509428184,3.0334664799,0.9186884717,1.7861824036,0.9431457938,4.6469574904,2.7851172020,0.9012739620,8.41146867396e-05,289,81,80,80,66,307,False,9
10,2.1256458231,0.9766543400,4.6531507729,3.2802118135,1.1102620367,1.7110228895,0.9974064161,4.6469948075,2.7096821395,0.8341210910,9.75629957774e-05,291,83,83,65,74,305,False,10
11,1.9844182882,0.9957622346,4.6528461059,3.1494825270,0.9978952040,1.8940598965,0.9974867028,4.6499578117,2.9267821219,0.9628669937,0.000111652676554,302,64,86,81,63,294,False,11
12,1.8536997345,1.0071477010,4.6514653584,2.9921884617,0.9042230652,1.9513921180,0.9820720128,4.6495231715,2.9394196752,1.0201227835,0.000126229088647,290,87,89,63,67,306,False,12
13,1.8269606765,1.0088613193,4.6511973759,2.9582979359,0.8856139543,2.0955120836,1.0075175367,4.6507552135,3.0482694267,1.1319412442,0.000141132249543,309,70,80,78,59,287,False,13
14,1.7692307498,1.0119759396,4.6513614303,2.9284094532,0.8347331698,1.7910184117,1.0272436668,4.6474889656,2.7149087361,0.9068425151,0.000156198590517,291,77,60,82,86,305,False,14
15,1.9670595987,1.0196030208,4.6514252944,3.1105197132,0.9855090556,1.6916363828,1.0017970166,4.6477884689,2.7164287970,0.8121697624,0.000171262751874,285,72,87,75,77,311,True,0
16,1.6983724985,1.0122912850,4.6506993115,2.8828359210,0.7752052410,1.6180991662,1.0171825251,4.6460555683,2.6149695012,0.7609202846,0.000186159397838,303,74,74,80,65,293,True,0
17,1.8028688983,1.0176708914,4.6497559547,2.9204637348,0.8692187863,1.8070405706,1.0060061170,4.6460269272,2.7464164201,0.9192352094,0.00020072503119,307,55,81,73,80,289,False,1
18,1.7487853149,1.0060048639,4.6510946063,2.9245429295,0.8164486133,1.9403294836,1.0096643435,4.6480224411,2.8977951260,1.0139477253,0.000214799787717,294,69,85,79,69,302,False,2
19,1.6894739546,1.0154023811,4.6501723360,2.8426713847,0.7757256335,1.7070175951,1.0047144441,4.6462535796,2.6477654630,0.8441333647,0.000228229190798,323,66,65,68,74,273,False,3
20,1.5533628704,1.0041008580,4.6498581003,2.7727707408,0.6593500232,1.6720413155,0.9986450533,4.6468707493,2.6542096974,0.8087598349,0.000240865846846,295,74,69,82,76,301,False,4
21,1.5994617659,0.9982707940,4.6500490112,2.8001842819,0.6997615135,1.7453561278,1.0002054928,4.6461117856,2.7960184240,0.8463104096,0.000252571063021,314,72,72,69,69,282,False,5
22,1.8675987328,1.0121258729,4.6514453120,3.0334758279,0.9068045596,1.9314160889,0.9960064377,4.6483423183,2.8834879058,1.0113428599,0.000263216369444,299,64,78,72,83,297,False,6
23,1.7083995974,1.0261913938,4.6505952041,2.8780341628,0.7836527894,1.5642652047,1.0625585705,4.6417137679,2.4269930728,0.7450051671,0.000272684929211,314,66,82,67,67,282,True,0
24,1.5700414885,1.0270245827,4.6484435101,2.7157097855,0.6857091356,1.5853885304,1.0281373750,4.6419235081,2.4767569722,0.7605718018,0.000280872820727,281,83,72,82,78,315,False,1
25,1.6331828505,0.9930707720,4.6505319288,2.8311819262,0.7267732164,1.7330939491,0.9990200006,4.6464055792,2.6929620829,0.8600494304,0.000287690178294,320,67,71,80,58,276,False,2
26,1.6394367282,0.9903846547,4.6494508270,2.8047135452,0.7401814005,1.5521457211,1.0033155153,4.6446208273,2.5266906751,0.7198100392,0.000293062178424,294,79,74,83,66,302,True,0
27,1.6509328817,1.0252407877,4.6477996423,2.7684739324,0.7537662535,1.5090950727,0.9966889604,4.6411252208,2.4758023116,0.6908066737,0.00029692986106,335,54,72,72,63,261,True,0
28,1.4894148823,0.9316619371,4.6468605515,2.6549341103,0.6393489354,1.4817155600,0.9507880459,4.6379672645,2.3085649819,0.7144166796,0.00029925077669,279,90,76,76,75,317,True,0
29,1.7044475239,0.9600687987,4.6490325992,2.8472902167,0.8006112103,1.6139469271,0.9737861513,4.6442815483,2.5750346741,0.7754310099,0.000299999895385,287,78,76,85,70,309,False,1
30,1.5632537115,0.9520683721,4.6482895109,2.7403008986,0.6877648190,1.4281890532,0.8554246387,4.6377235388,2.2739972294,0.6886048758,0.000299840907969,321,74,78,59,64,275,True,0
31,1.4655613291,0.9361594059,4.6456768977,2.6150174013,0.6245750965,1.3292932170,0.8530199938,4.6360596248,2.2243418384,0.6026037568,0.000299380162113,314,66,76,69,71,282,True,0
32,1.4232696895,0.9739439335,4.6461433212,2.5687813919,0.5862855343,1.3845573354,0.8946460640,4.6399765139,2.3848308000,0.6094204381,0.0002986185857,280,77,89,73,77,316,False,1
33,1.3782434095,0.9391194486,4.6436606126,2.5010832476,0.5651486898,1.3410581350,0.9594292974,4.6351497824,2.2076261167,0.5972657583,0.000297557712442,294,61,74,88,79,302,False,2
34,1.3365785960,0.9591464364,4.6432954801,2.4550318094,0.5309913651,1.3538691998,0.8734313002,4.6350844866,2.2351987857,0.6203831976,0.000296199678797,317,58,83,69,69,279,False,3
35,1.3185630149,0.9456723784,4.6425881066,2.4248279357,0.5232215498,1.2788350350,0.7816818535,4.6330985713,2.1829985210,0.5767490144,0.000294547219663,314,83,66,65,68,282,True,0
36,1.2856822718,0.9182110321,4.6416499727,2.4065881159,0.5003930578,1.1293854946,0.8319343352,4.6300224143,2.0020528165,0.4624854133,0.000292603662875,284,82,75,76,79,312,True,0
37,1.1612726970,0.9210730391,4.6390753656,2.2719214355,0.4090777302,1.0937210972,0.8323823067,4.6305703621,1.9577387757,0.4378099186,0.000290372922495,291,90,66,78,71,305,True,0
38,1.2426980838,0.9062833002,4.6399009372,2.3341792414,0.4778965988,1.2917214539,0.9255566241,4.6334095187,2.1763984259,0.5625105237,0.00028785949094,294,86,72,70,74,302,False,1
39,1.3612231224,0.9998274874,4.6423866893,2.4635860120,0.5453611052,1.4551217959,0.9570353232,4.6377383579,2.3685099521,0.6715871885,0.000285068429924,312,72,77,74,61,284,False,2
40,1.1124980338,0.9315075082,4.6375144888,2.1958749822,0.3772278046,1.1304034428,0.9004026597,4.6286125864,1.9532763912,0.4620037706,0.000282005360274,300,61,82,69,84,296,False,3
41,1.1333773456,0.9097006945,4.6370122609,2.2160475846,0.3974253249,1.1315637564,0.9079550040,4.6297964554,1.9949634215,0.4512319596,0.000278676450605,285,85,82,73,71,311,False,4
42,1.2375888832,0.9056290820,4.6395541454,2.3345258988,0.4728315813,1.2751445693,0.9956665651,4.6315166114,2.0237215355,0.5700808423,0.000275088404897,286,80,73,81,76,310,False,5
43,1.0989145113,0.8806547407,4.6372928651,2.1836281415,0.3768765230,1.0123463784,0.7581184746,4.6275562373,1.8458209657,0.3992674242,0.000271248448997,279,85,85,75,72,317,True,0
44,1.2024262832,0.8639095714,4.6389261156,2.3121311489,0.4516115855,1.2637748053,0.8583978074,4.6319714893,2.1343731230,0.5585019585,0.000267164316065,294,58,77,65,102,302,False,1
45,1.0762690330,0.8525656350,4.6358068357,2.1616612393,0.3653405859,1.0484229651,0.8883179372,4.6286924969,1.8707658997,0.4030679181,0.000262844231001,314,67,75,77,63,282,False,2
46,1.0640464117,0.8237549387,4.6366258724,2.1814069716,0.3539436824,0.9533114813,0.7397094036,4.6228358653,1.7872629181,0.3585538548,0.000258296893882,301,71,68,84,72,295,True,0
47,0.9509761429,0.8615768972,4.6334579519,2.0338164880,0.2702066374,0.8982915747,0.7550524481,4.6215719681,1.7560354208,0.3082722356,0.00025353146244,320,62,67,82,65,276,True,0
48,0.9292995910,0.8692269829,4.6302750575,1.9670138455,0.2637007317,0.8560655551,0.7043441418,4.6202603811,1.6562321279,0.3011387078,0.000248557533618,296,80,65,71,84,300,True,0
49,1.0020582052,0.8597077675,4.6320536441,2.0513399703,0.3172816357,1.0509073161,0.6846993093,4.6233420620,1.8461407129,0.4524322798,0.000243385124249,297,78,74,74,73,299,False,1
50,0.9841031532,0.8956467001,4.6322569303,2.0327857533,0.2967773563,0.9413069672,0.7864396069,4.6239814015,1.7415735304,0.3486256956,0.000238024650876,309,67,68,74,78,287,False,2
51,0.9394958795,0.8301086130,4.6312559371,1.9923015361,0.2753987736,0.9058460493,0.6792258233,4.6207862396,1.7026156032,0.3443469410,0.000232486908778,291,81,86,74,64,305,False,3
52,0.9959282375,0.8366201872,4.6331069677,2.0393741619,0.3187606548,1.0729463805,0.9754321374,4.6296120371,2.0282244063,0.3708038173,0.000226783050232,314,76,65,67,74,282,False,4
53,1.0277705501,0.8281643767,4.6326854437,2.1027390077,0.3364529477,0.7349924739,0.7103146082,4.6161598540,1.5394858695,0.2080580900,0.00022092456205,304,82,76,65,69,292,True,0
54,0.9633592007,0.8484005656,4.6316423544,2.0099485585,0.2911919319,0.7571460163,0.7508832038,4.6148856956,1.5273450985,0.2251330699,0.000214923242447,322,58,80,57,79,274,False,1
55,0.9628182818,0.8224155871,4.6314200011,2.0556565723,0.2844210168,0.7532718754,0.8175721246,4.6173586969,1.5369578631,0.2055179630,0.000208791177283,299,77,90,63,67,297,False,2
56,0.9000365298,0.8273476842,4.6302394163,1.9474707594,0.2476992852,0.6820043705,0.7920601794,4.6125627121,1.4928130747,0.1503890706,0.000202540715719,298,80,58,78,82,298,True,0
57,0.8370609075,0.8131337454,4.6263138752,1.8516504061,0.2115215530,0.8679004838,0.7159328693,4.6169810791,1.6423814498,0.3141185440,0.000196184445355,293,85,83,69,66,303,False,1
58,0.8671652499,0.7855625193,4.6270459002,1.8840174691,0.2390483616,0.7190779068,0.7128147777,4.6150065026,1.4966817738,0.2023444830,0.000189735166872,279,86,74,85,72,317,False,2
59,0.8021867945,0.8244121669,4.6243494021,1.7761575984,0.1932649578,0.6453919117,0.6966033903,4.6127597759,1.4242392144,0.1500114375,0.00018320586826,298,75,79,71,73,298,True,0
60,0.8568117235,0.7551282488,4.6271850759,1.8954408281,0.2319258510,0.6935898120,0.6302748083,4.6128425846,1.4904375928,0.1949254529,0.000176609698657,274,74,85,77,86,322,False,1
61,0.8335578258,0.7725511553,4.6263028471,1.8390668127,0.2192809144,0.6480762463,0.6999541126,4.6098177340,1.4195296408,0.1532029920,0.00016995994187,286,92,76,75,67,310,False,2
62,0.8499024570,0.7591768143,4.6249813745,1.8439039240,0.2370911108,0.7980289599,0.7003050284,4.6174373317,1.5970663018,0.2587013574,0.000163269989625,302,76,78,62,78,294,False,3
63,0.8368271981,0.7654739558,4.6257099017,1.8564261526,0.2196258631,0.9122204688,0.9382960425,4.6172407262,1.6443512873,0.3134734009,0.000156553314595,283,73,81,77,82,313,False,4
64,0.8333367697,0.7893960292,4.6259338072,1.8384271108,0.2158507897,1.0150824491,0.8393242173,4.6233017352,1.8025039821,0.3965916277,0.000149823443269,302,67,62,84,81,294,False,5
65,0.8022432979,0.7500508920,4.6249343821,1.7958650189,0.2032668692,0.7079917572,0.6171423390,4.6125320459,1.4774645753,0.2151971160,0.000143093928714,286,97,63,83,67,310,False,6
66,0.7515459333,0.7635844426,4.6224146849,1.7132163840,0.1705249411,0.7345310984,0.6082080866,4.6135632527,1.5095110791,0.2355116917,0.000136378323276,283,89,68,64,92,313,False,7
67,0.7674464771,0.7008583902,4.6246927761,1.7923165696,0.1791956637,0.7361525421,0.4914522008,4.6127342806,1.5120817438,0.2598416848,0.00012969015129,304,68,81,66,77,292,False,8
68,0.7587023493,0.6706999988,4.6234057798,1.7336377313,0.1911529014,0.6536940468,0.4806081610,4.6117876164,1.4535648451,0.1941812306,0.000123042881845,288,91,66,82,69,308,False,9
69,0.7177444296,0.6899208726,4.6209522414,1.6682192551,0.1627054234,0.6241510897,0.5110604833,4.6099494463,1.4052495972,0.1706265789,0.000116449901657,319,71,72,75,59,277,True,0
70,0.6401538241,0.6863700643,4.6180283527,1.5892927895,0.1055566157,0.6974784492,0.4800407016,4.6110239524,1.4967932686,0.2272719688,0.00010992448811,290,69,82,78,77,306,False,1
71,0.7590361962,0.6805221122,4.6196654115,1.7025778846,0.1972872917,0.6212912930,0.5229507449,4.6124790613,1.3715343135,0.1738175516,0.000103479782519,301,68,78,80,69,295,True,0
72,0.8044747274,0.7077243888,4.6231409975,1.8226793308,0.2072599972,0.5825165185,0.4665269662,4.6107055181,1.3315017471,0.1563357185,9.71287636631e-05,294,72,63,79,88,302,True,0
73,0.7798701025,0.6786312249,4.6236149129,1.7963166189,0.1950647155,0.7089010849,0.5205902504,4.6126612998,1.4824159300,0.2341790396,9.08842216495e-05,303,67,76,68,82,293,False,1
74,0.7002255723,0.6526280562,4.6202083178,1.6741063547,0.1511733668,0.6062330882,0.5012171365,4.6106686035,1.3454382389,0.1696301066,8.47587321545e-05,309,68,62,80,77,287,False,2
75,0.6171181506,0.6654206282,4.6162618471,1.5473756502,0.0971901083,0.6233110141,0.5017212951,4.6108548115,1.3689466158,0.1807301062,7.87646310988e-05,307,75,71,62,81,289,False,3
76,0.6806541913,0.6469721110,4.6189807661,1.6511782000,0.1384652041,0.6184578244,0.4999057445,4.6110977817,1.3662527258,0.1769135001,7.29139898042e-05,292,84,92,53,75,304,False,4
77,0.6069255623,0.6156285401,4.6159516341,1.5489987067,0.0965501623,0.5895501971,0.4388988301,4.6079105959,1.3608260201,0.1615639574,6.72185906836e-05,304,68,78,69,77,292,False,5
78,0.6223892122,0.6095223503,4.6155791475,1.5544293743,0.1118773896,0.5539038843,0.4256457415,4.6072029696,1.3325763709,0.1356306246,6.1689903513e-05,284,75,70,77,90,312,True,0
79,0.6047878181,0.6236357705,4.6149615409,1.5260675930,0.0985437625,0.5719332029,0.4260298211,4.6062437962,1.3625798411,0.1460822884,5.63390623324e-05,303,77,71,60,85,293,False,1
80,0.5843837397,0.6136167445,4.6137366423,1.5110906659,0.0838877224,0.5482163336,0.4571966982,4.6070716536,1.3245738125,0.1256335268,5.1176843024e-05,271,76,94,80,75,325,True,0
81,0.6330066651,0.5970153685,4.6153182855,1.5729896238,0.1203561661,0.6246211343,0.4161267915,4.6085109896,1.4465737250,0.1797523226,4.62136416104e-05,285,74,76,84,77,311,False,1
82,0.6053236619,0.5905495138,4.6133153903,1.5143718463,0.1086208015,0.5944311123,0.4411349726,4.6070250660,1.3819012905,0.1607288170,4.14594533188e-05,295,75,76,71,79,301,False,2
83,0.5600953728,0.6146789935,4.6122259678,1.4529095816,0.0739321737,0.6119094390,0.4220431695,4.6075892139,1.4431325228,0.1667176731,3.69238524516e-05,312,71,69,76,68,284,False,3
84,0.6640180529,0.6213801883,4.6143563354,1.5586846531,0.1500708684,0.5598483411,0.4371100896,4.6066560993,1.3452378202,0.1361168560,3.26159731055e-05,285,77,65,87,82,311,False,4
85,0.5823111298,0.6120319999,4.6132767536,1.5031327473,0.0841215489,0.5503587847,0.4363808883,4.6062614639,1.3259904694,0.1315849973,2.8544490776e-05,269,79,87,97,64,327,False,5
86,0.5309095907,0.6087845656,4.6107363669,1.4136617424,0.0557372407,0.5851427464,0.4423083551,4.6066149241,1.3648665338,0.1554644522,2.47176048869e-05,309,64,73,82,68,287,False,6
87,0.5658199297,0.5909463259,4.6117273593,1.4585662736,0.0829890990,0.5926545247,0.4224548661,4.6068995030,1.3894083175,0.1608114915,2.11430222769e-05,316,77,68,62,73,280,False,7
88,0.6273539034,0.5807872995,4.6144738965,1.5534471377,0.1228346444,0.5416034158,0.4077153307,4.6061525531,1.3334182609,0.1267057825,1.78279416797e-05,311,65,56,75,89,285,True,0
89,0.6055593011,0.5599865585,4.6139573795,1.5297782989,0.1111174176,0.5892365583,0.3936488745,4.6074378707,1.3676691349,0.1685894752,1.47790392265e-05,298,79,85,65,69,298,False,1
90,0.6072912368,0.5599630279,4.6129379112,1.5258105425,0.1138459822,0.5617213009,0.3960853161,4.6065335088,1.3428758352,0.1467852711,1.20024550011e-05,299,77,70,79,71,297,False,2
91,0.6580117131,0.5739379029,4.6165577421,1.6303762310,0.1356300767,0.6087984001,0.4046657434,4.6077012892,1.3784108518,0.1832625446,9.50378067455e-06,280,78,73,84,81,316,False,3
92,0.5411654599,0.5665487311,4.6128637519,1.4427679225,0.0671637252,0.5940287283,0.4042103790,4.6072449127,1.3718776146,0.1702172777,7.28804824443e-06,295,78,81,80,62,301,False,4
93,0.6165964089,0.5718463483,4.6123965059,1.4992868836,0.1274054291,0.5680247607,0.4034288568,4.6064284003,1.3544845101,0.1487178694,5.35971990098e-06,329,68,60,73,66,267,False,5
94,0.5960425354,0.5792379187,4.6137560806,1.5207870623,0.0999981934,0.5709019388,0.4034281946,4.6065095740,1.3524169380,0.1521120287,3.72267904086e-06,303,77,64,77,75,293,False,6
95,0.6229554231,0.5730949712,4.6149351773,1.5728622523,0.1151208661,0.5525501479,0.4074109824,4.6064444146,1.3262679701,0.1395009701,2.38022244651e-06,294,73,80,74,75,302,False,7
96,0.6065060348,0.5856074543,4.6144565576,1.5375330424,0.1050012799,0.5568100469,0.4034590381,4.6061290146,1.3370492830,0.1418559026,1.33505364683e-06,297,72,76,73,78,299,False,8
97,0.6003641146,0.5657227775,4.6147646488,1.5447523026,0.1010314513,0.5547243721,0.4054370743,4.6064502728,1.3323524509,0.1405488733,5.89277472715e-07,307,62,64,81,82,289,False,9
98,0.5338553588,0.5764138651,4.6105233775,1.4289347325,0.0613388920,0.5556359159,0.4038369629,4.6061210137,1.3364368940,0.1407592898,1.44395818115e-07,311,81,66,67,71,285,False,10
