epoch,training_total_loss,validation_total_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,is_best,epochs_without_improvement
0,4.8513801792,4.8500073932,1.27910408698e-05,197,49,34,56,42,True,0
1,4.8495354501,4.8513095947,1.51554725672e-05,186,55,44,44,49,False,1
2,4.8449496870,4.8423331442,1.90673178408e-05,180,52,51,50,45,True,0
3,4.8366034952,4.8321242105,2.44835985032e-05,183,40,55,49,51,True,0
4,4.8231218025,4.8180030687,3.13448076188e-05,169,44,60,48,57,True,0
5,4.8002906830,4.8070984523,3.95755632872e-05,186,51,46,42,53,True,0
6,4.7646031304,4.7816601617,4.908543684e-05,175,65,31,60,47,True,0
7,4.7393464336,4.7718677067,5.97699463517e-05,191,45,50,38,54,True,0
8,4.7282882998,4.7594110080,7.15117045486e-05,190,48,49,54,37,True,0
9,4.7088547686,4.7595129195,8.41817085055e-05,191,43,44,55,45,False,1
10,4.6984421866,4.7244070416,9.76407569592e-05,188,43,48,55,44,True,0
11,4.6882717799,4.7078127816,0.000111740979668,187,49,42,47,53,True,0
12,4.6878411909,4.7440551440,0.000126327462015,191,40,51,49,47,False,1
13,4.6903869033,4.7625498090,0.000141239947004,184,41,53,44,56,False,2
14,4.6736692651,4.6911995797,0.000156314595954,192,46,49,43,48,True,0
15,4.6806303206,4.6986626353,0.00017138578854,199,41,57,42,39,False,1
16,4.6686445519,4.6857089588,0.000186287942409,195,55,42,36,50,True,0
17,4.6679155234,4.6734919684,0.000200857332385,180,55,43,51,49,True,0
18,4.6673612040,4.6944784028,0.000214933889261,170,59,54,47,48,False,1
19,4.6610312664,4.7147137506,0.000228362958428,198,39,45,43,53,False,2
20,4.6615885452,4.6650982357,0.000240996999018,194,45,48,42,49,True,0
21,4.6624917530,4.7000798589,0.000252697204885,180,56,47,46,49,False,1
22,4.6566717940,4.6697321983,0.000263335029626,189,47,49,50,43,False,2
23,4.6595617426,4.6784607933,0.000272793598879,193,45,52,54,34,False,3
24,4.6561863687,4.6812616530,0.000280968994381,185,58,46,40,49,False,4
25,4.6537281975,4.6746262323,0.000287771395688,199,51,36,42,50,False,5
26,4.6611886857,4.6718527340,0.000293126067003,177,45,41,54,61,False,6
27,4.6537187818,4.6854257311,0.000296974178272,202,44,44,60,28,False,7
28,4.6553343995,4.6910150528,0.000299273451532,187,44,47,47,53,False,8
29,4.6551501511,4.6968484243,0.000299999737735,181,64,41,46,46,False,9
30,4.6624583870,4.6823974110,0.000299836114086,192,48,43,45,50,False,10
