epoch,training_total_loss,training_pearson_loss,training_ce_loss,training_concentration_loss,training_harmonic_loss,validation_total_loss,validation_pearson_loss,validation_ce_loss,validation_concentration_loss,validation_harmonic_loss,learning_rate,original_selected,jpeg_selected,blur_selected,gamma_selected,contrast_selected,offline_selected,is_best,epochs_without_improvement
0,3.4828101050,0.9801711860,4.6521492837,3.1542788485,1.2491030643,4.7644724187,1.0035945007,4.6539097332,3.8664825848,1.7985664365,1.27910408698e-05,202,47,40,42,47,176,True,0
1,3.3963428830,0.9746937654,4.6521300689,3.1246007031,1.2101270033,3.8231911818,0.9765674466,4.6549455098,3.4968869663,1.3768279540,1.51554725672e-05,189,36,51,54,48,189,True,0
2,3.2772075815,0.9831225538,4.6516326571,3.0516667580,1.1588332054,2.8752464487,0.9631675277,4.6525637717,3.1740949018,0.9445446115,1.90673178408e-05,188,56,38,42,54,190,True,0
3,3.0518871577,0.9843545912,4.6497085511,2.9064047677,1.0642075640,2.8635261717,0.9824613355,4.6524489539,3.1357190087,0.9415520813,2.44835985032e-05,193,38,44,46,57,185,True,0
4,3.0175688834,0.9673701146,4.6495661836,2.9369569001,1.0449278222,2.7314416340,0.9553139442,4.6526294754,3.0693580809,0.8865196508,3.13448076188e-05,196,46,59,41,36,182,True,0
5,3.1238894097,0.9553565348,4.6499675342,2.9749411553,1.0945413863,2.9183476721,0.9925390544,4.6524165063,3.1120938029,0.9709082189,3.95755632872e-05,202,51,45,40,40,176,False,1
6,3.1419873301,0.9762804351,4.6492427165,2.9798605770,1.1008831215,2.7772331987,0.9775118890,4.6518108323,3.0168040003,0.9137649120,4.908543684e-05,195,39,46,54,44,183,False,2
7,2.8584565814,0.9357390347,4.6476249215,2.7979174859,0.9859146857,3.2430448929,0.9920133159,4.6536718868,3.2395762920,1.1173740720,5.97699463517e-05,196,55,49,42,36,182,False,3
8,2.9654980728,0.9397723019,4.6474924819,2.8245586302,1.0357019447,2.5536418495,0.9380359354,4.6510434469,2.9225149700,0.8177029607,7.15117045486e-05,198,46,46,40,48,180,True,0
9,2.7083367128,0.9321324229,4.6461842703,2.6693250048,0.9272894676,2.8015826702,0.9950690440,4.6510654722,2.9773243461,0.9291188787,8.41817085055e-05,199,56,45,38,40,179,False,1
10,2.5918110237,0.9259670434,4.6461989413,2.6944681702,0.8665002613,2.7240420830,1.0304331042,4.6498432659,2.8755505993,0.8995339016,9.76407569592e-05,170,56,55,54,43,208,False,2
11,2.7368032617,0.9478366523,4.6467967437,2.7420696695,0.9308592869,2.9306788410,0.9630689065,4.6500132606,2.9544026125,0.9997322029,0.000111740979668,185,47,49,48,49,193,False,3
12,2.6045996689,0.9225724995,4.6447232388,2.6475259627,0.8791018409,2.9005897147,0.9616298573,4.6506665457,2.9552924781,0.9847202971,0.000126327462015,180,53,56,45,44,198,False,4
13,2.4794220994,0.8782895507,4.6429536128,2.5461571229,0.8336124742,2.6033741088,0.9508686350,4.6493293671,2.8747702894,0.8472539045,0.000141239947004,196,47,43,50,42,182,False,5
14,2.3037051625,0.8605880066,4.6403289447,2.4404173162,0.7607416255,3.5232431253,0.9521884663,4.6537148884,3.2858642169,1.2556696788,0.000156314595954,196,44,42,51,45,182,False,6
15,2.6774959325,0.9042480411,4.6435322560,2.6240019760,0.9203229234,2.7954351312,0.9584206070,4.6506963412,2.9326935359,0.9352888171,0.00017138578854,198,44,46,45,45,180,False,7
16,2.1569980484,0.8260155336,4.6397750542,2.3398079557,0.7034214883,2.4008439143,0.9961116484,4.6449520474,2.6090098699,0.7746845524,0.000186287942409,177,46,35,62,58,201,True,0
17,2.0196723099,0.8213383864,4.6374852342,2.2393737262,0.6477805884,2.3032410326,0.9762741884,4.6447484107,2.5835066863,0.7310547609,0.000200857332385,198,51,38,43,48,180,True,0
18,1.7125029911,0.7722235890,4.6346965088,2.0536042723,0.5223286124,2.1248791093,0.8500426917,4.6451780955,2.5718312695,0.6559563784,0.000214933889261,194,41,45,44,54,184,True,0
19,2.2090940078,0.8122568156,4.6380649521,2.3728333529,0.7267171252,3.0231962034,0.9180341437,4.6515447435,3.0312491689,1.0408885492,0.000228362958428,181,44,59,53,41,197,False,1
20,1.9812627520,0.7878302292,4.6361975973,2.1797518566,0.6393793746,1.7632617337,0.9279252291,4.6441694396,2.3164894240,0.4992771570,0.000240996999018,195,53,49,42,39,183,True,0
21,2.4344441569,0.9639991812,4.6439070929,2.5290659874,0.8046889108,2.7483903067,1.0356560151,4.6487192336,2.8843980517,0.9100797933,0.000252697204885,193,44,48,52,41,185,False,1
