epoch,training_total_loss,training_official_component,training_concentration_loss,training_pearson_loss,validation_total_loss,validation_official_component,validation_concentration_loss,validation_pearson_loss,learning_rate,original_selected,offline_selected,is_best,epochs_without_improvement
41,6.5739125272,4.8359308091,1.7379818259,1.0647306663,6.5646685646,4.8260660944,1.7386024770,0.9898563589,0.000278623311578,178,200,False,5
42,6.6105821801,4.8324762198,1.7781061558,1.0287651927,6.1702892712,4.8260822705,1.3442069758,1.0531325897,0.000275031342901,184,194,True,0
43,6.5089143597,4.8281151731,1.6807991683,1.0199805713,6.3584400359,4.8281816301,1.5302583729,1.0248764265,0.000271187578947,196,182,False,1
44,6.4373052486,4.8270429858,1.6102623019,1.0240815279,6.2254909061,4.8244161969,1.4010747978,1.0289803482,0.000267099760545,188,190,False,2
45,6.4425515044,4.8224497472,1.6201016102,0.9945941962,6.1883935610,4.8206435930,1.3677499624,1.0149622849,0.000262776120018,173,205,False,3
46,6.3323121727,4.8160264505,1.5162857058,0.9747276855,6.1249842871,4.8338187626,1.2911655381,1.0972479150,0.000258225364602,192,186,True,0
47,6.3623903895,4.8160133135,1.5463772337,0.9763258651,6.0884096600,4.8290478752,1.2593617814,1.0781292529,0.000253456658913,171,207,True,0
48,6.3358655455,4.8110431086,1.5248222452,0.9602857090,6.0755389350,4.8253995441,1.2501394136,1.0617122026,0.000248479606489,185,193,True,0
49,6.5272745203,4.8129041132,1.7143706411,0.9468406328,6.1780445644,4.8171728134,1.3608717192,0.9979760999,0.000243304230452,197,181,False,1
50,6.3559992704,4.8027526638,1.5532467214,0.9091759516,6.0497122992,4.8243770781,1.2253352994,1.0600986163,0.000237940953321,194,184,True,0
51,6.3358983539,4.8070295500,1.5288687452,0.9351625102,6.0437573978,4.8257806188,1.2179768528,1.0699798459,0.000232400576021,192,186,True,0
52,6.2973002807,4.8038579774,1.4934422472,0.9163244773,6.2195484298,4.8202068874,1.3993415424,1.0066825481,0.000226694256136,175,203,False,1
53,6.3723887489,4.7988966407,1.5734922104,0.8987613137,6.0226672672,4.8240815344,1.1985857328,1.0631092991,0.000220833485433,188,190,True,0
54,6.4507434532,4.7988748071,1.6518685168,0.8881283825,6.2326367333,4.8174517359,1.4151850019,0.9918065968,0.000214830066727,181,197,False,1
55,6.4132249696,4.7843994766,1.6288254949,0.8164218459,6.1388098126,4.8054416520,1.3333682094,0.9489117554,0.000208696090101,206,172,False,2
56,6.3197225414,4.7794235749,1.5402989224,0.7976314943,6.0425415493,4.8023778598,1.2401636691,0.9456227371,0.00020244390857,206,172,False,3
57,6.1631316407,4.7730913339,1.3900402822,0.7797292058,6.0370761145,4.8194939205,1.2175822553,1.0384143091,0.000196086113195,184,194,False,4
58,6.2537134009,4.7719084573,1.4818049051,0.7702536353,6.1446907089,4.8214090120,1.3232816866,1.0242561068,0.00018963550773,177,201,False,5
59,6.2878376895,4.7671604939,1.5206771446,0.7346233227,6.0553738776,4.8045731862,1.2508007027,0.9563712268,0.000183105082835,203,175,False,6
60,6.4482690367,4.7655137052,1.6827553492,0.7158889074,6.0857870738,4.7875795183,1.2982075010,0.8627584151,0.000176507989917,181,197,False,7
61,6.4662875801,4.7609975830,1.7052901535,0.7053193431,6.1316794350,4.7807794435,1.3508999722,0.8258701534,0.000169857514644,206,172,False,8
62,6.4542715259,4.7531242774,1.7011472226,0.6540535055,6.5560554368,4.8274233909,1.7286320334,1.0001863451,0.000163167050187,187,191,False,9
63,6.6151286660,4.7563221316,1.8588064171,0.6548248797,6.1607390268,4.7985620907,1.3621769530,0.9056338787,0.000156450070251,191,187,False,10
